coords,eco_dump_closest_km,eco_dump_less500m,eco_dump_0.5-1km,eco_dump_1-3km,eco_dump_3-5km,eco_dump_5-10km,eco_dump_10-15km
"('55.787735', '37.732691')",14.49366391132301,0,0,0,0,0,1
"('55.791687', '37.72785')",14.960397331091771,0,0,0,0,0,1
"('55.7801135', '37.7318568')",14.193903517386731,0,0,0,0,0,1
"('55.82129', '37.819073')",12.216045411604336,0,0,0,0,0,1
"('55.819427', '37.80879')",12.497863908580358,0,0,0,0,0,1
"('55.792797', '37.814079')",10.291425724091793,0,0,0,0,0,1
"('55.795631', '37.809794')",10.694752554376198,0,0,0,0,0,1
"('55.80781', '37.789896')",12.50923674559971,0,0,0,0,0,1
"('55.7982714', '37.7644879')",13.2341943143952,0,0,0,0,0,1
"('55.805992', '37.784733')",12.644315901154092,0,0,0,0,0,1
"('55.825478', '37.82707')",12.25834108004576,0,0,0,0,0,1
"('55.822857', '37.832378')",11.824175931411048,0,0,0,0,0,1
"('55.790868', '37.817663')",9.983400654166905,0,0,0,0,1,1
"('55.79307', '37.783392')",11.918456414539374,0,0,0,0,0,1
"('55.823859', '37.810755')",12.775605000132993,0,0,0,0,0,1
"('55.792377', '37.816998')",10.116037643371971,0,0,0,0,0,1
"('55.801986', '37.801251')",11.549038113673609,0,0,0,0,0,1
"('55.794421', '37.772262')",12.597832992452245,0,0,0,0,0,1
"('55.793065', '37.807027')",10.669492788027815,0,0,0,0,0,1
"('55.79173', '37.773197')",12.40101126525402,0,0,0,0,0,1
"('55.80275', '37.8215')",10.630657328518286,0,0,0,0,0,1
"('55.8018915', '37.782743')",12.481247423954635,0,0,0,0,0,1
"('55.807617', '37.78095')",12.942612273718993,0,0,0,0,0,1
"('55.816326', '37.806343')",12.36014763466593,0,0,0,0,0,1
"('55.806372', '37.826392')",10.687233937719228,0,0,0,0,0,1
"('55.809373', '37.807027')",11.798340830327996,0,0,0,0,0,1
"('55.806959', '37.824468')",10.81880871682272,0,0,0,0,0,1
"('55.799394', '37.776151')",12.67354730730802,0,0,0,0,0,1
"('55.808216', '37.816588')",11.270714034683056,0,0,0,0,0,1
"('55.805068', '37.775276')",13.06745282070084,0,0,0,0,0,1
"('55.792635', '37.807898')",10.597321750427497,0,0,0,0,0,1
"('55.811958', '37.796427')",12.487024187204248,0,0,0,0,0,1
"('55.820177', '37.873197')",10.204051792258902,0,0,0,0,0,2
"('55.809474', '37.787911')",12.72166234205145,0,0,0,0,0,1
"('55.804081', '37.7734')",13.103004350344037,0,0,0,0,0,1
"('55.79225', '37.812588')",10.33184014312928,0,0,0,0,0,1
"('55.793167', '37.776764')",12.283350312170036,0,0,0,0,0,1
"('55.819909', '37.828003')",11.737238998887168,0,0,0,0,0,1
"('55.79137', '37.802518')",10.799141896424253,0,0,0,0,0,1
"('55.801197', '37.794298')",11.844878838021877,0,0,0,0,0,1
"('55.791668', '37.787794')",11.60133202231945,0,0,0,0,0,1
"('55.801329', '37.803766')",11.379606692678117,0,0,0,0,0,1
"('55.792508', '37.787776')",11.650287069621326,0,0,0,0,0,1
"('55.790615', '37.788971')",11.478195006110335,0,0,0,0,0,1
"('55.794872', '37.79013')",11.663535508846602,0,0,0,0,0,1
"('55.792847', '37.801934')",10.920136062403614,0,0,0,0,0,1
"('55.812794', '37.792988')",12.711112552131349,0,0,0,0,0,1
"('55.792267', '37.797676')",11.108517330583453,0,0,0,0,0,1
"('55.824283', '37.807997')",12.926590944779266,0,0,0,0,0,1
"('55.8182', '37.811617')",12.276620679071007,0,0,0,0,0,1
"('55.7917793', '37.8064779')",10.617168141134382,0,0,0,0,0,1
"('55.8103', '37.820072')",11.27673222175217,0,0,0,0,0,1
"('55.805412', '37.814377')",11.160778946771245,0,0,0,0,0,1
"('55.804435', '37.812767')",11.164292561042615,0,0,0,0,0,1
"('55.809616', '37.79281')",12.492394631041847,0,0,0,0,0,1
"('55.82134', '37.822685')",12.072998830900204,0,0,0,0,0,1
"('55.8025764', '37.8154515')",10.901474719617704,0,0,0,0,0,1
"('55.797306', '37.803234')",11.136822282353739,0,0,0,0,0,1
"('55.789536', '37.800972')",10.771461509509546,0,0,0,0,0,1
"('55.813885', '37.807925')",12.099515562354014,0,0,0,0,0,1
"('55.792058', '37.80523')",10.699438214316569,0,0,0,0,0,1
"('55.802427', '37.800326')",11.624964055819165,0,0,0,0,0,1
"('55.81297', '37.784973')",13.109154730864226,0,0,0,0,0,1
"('55.792311', '37.794406')",11.284446336136222,0,0,0,0,0,1
"('55.799526', '37.81851')",10.534962088622503,0,0,0,0,0,1
"('55.791658', '37.786438')",11.67400742988215,0,0,0,0,0,1
"('55.789062', '37.79854')",10.873947929401483,0,0,0,0,0,1
"('55.82575', '37.823125')",12.4350341390125,0,0,0,0,0,1
"('55.788882', '37.797839')",10.901268872015821,0,0,0,0,0,1
"('55.804541', '37.817528')",10.949101593939197,0,0,0,0,0,1
"('55.802372', '37.83059')",10.18692979819277,0,0,0,0,0,1
"('55.80347', '37.806507')",11.394381673531482,0,0,0,0,0,1
"('55.789978', '37.79903')",10.900937992848025,0,0,0,0,0,1
"('55.797822', '37.793049')",11.69196181205122,0,0,0,0,0,1
"('55.824122', '37.82352')",12.278298461432133,0,0,0,0,0,1
"('55.809616', '37.812767')",11.551873015783297,0,0,0,0,0,1
"('55.792346', '37.774733')",12.349577906986571,0,0,0,0,0,1
"('55.802249', '37.794028')",11.92788188483733,0,0,0,0,0,1
"('55.797707', '37.783894')",12.163175779430016,0,0,0,0,0,1
"('55.808877', '37.779161')",13.116284557130959,0,0,0,0,0,1
"('55.809011', '37.794655')",12.36024093561063,0,0,0,0,0,1
"('55.812762', '37.796086')",12.561923572241136,0,0,0,0,0,1
"('55.79644', '37.810883')",10.694035076752845,0,0,0,0,0,1
"('55.793844', '37.821499')",9.99012926017163,0,0,0,0,1,1
"('55.806782', '37.823538')",10.846425648499986,0,0,0,0,0,1
"('55.82742', '37.818733')",12.752470568117715,0,0,0,0,0,1
"('55.7361667', '37.6862061')",15.983496499042614,0,0,0,0,0,0
"('55.7289952', '37.7115655')",14.383032563169378,0,0,0,0,0,1
"('55.7287119', '37.7131528')",14.283896519933656,0,0,0,0,0,1
"('55.729318', '37.716887')",14.048159181235592,0,0,0,0,0,1
"('55.728023', '37.712848')",14.304735447438707,0,0,0,0,0,1
"('55.736995', '37.690489')",15.718103134679362,0,0,0,0,0,0
"('55.7390377', '37.6910292')",15.695127473404218,0,0,0,0,0,0
"('55.711002', '37.74484')",12.49342484341099,0,0,0,0,0,2
"('55.736356', '37.694881')",15.439659309199374,0,0,0,0,0,0
"('55.737137', '37.709901')",14.500537896920632,0,0,0,0,0,1
"('55.731886', '37.713854')",14.23735893697842,0,0,0,0,0,1
"('55.73812', '37.70825')",14.609493652104119,0,0,0,0,0,1
"('55.737243', '37.702984')",14.935122049234725,0,0,0,0,0,1
"('55.738155', '37.693523')",15.533546205206902,0,0,0,0,0,0
"('55.727187', '37.667546')",17.15255333226639,0,0,0,0,0,0
"('55.723536', '37.410897')",12.067843458047786,0,0,0,0,0,1
"('55.669381', '37.506891')",7.418380534589015,0,0,0,0,1,1
"('55.663136', '37.520303')",7.446092809677727,0,0,0,0,1,1
"('55.656763', '37.560655')",8.977083994355187,0,0,0,0,1,1
"('55.659443', '37.512974')",6.830845998321229,0,0,0,0,1,1
"('55.670097', '37.550217')",9.337673506065272,0,0,0,0,1,1
"('55.662009', '37.514248')",7.09305284588647,0,0,0,0,1,1
"('55.666244', '37.552768')",9.18273350069118,0,0,0,0,1,1
"('55.681', '37.497135')",8.18279839967054,0,0,0,0,1,1
"('55.599625', '37.669514')",14.593092520097485,0,0,0,0,0,1
"('55.60571', '37.661826')",14.048095599090896,0,0,0,0,0,1
"('55.599865', '37.667347')",14.454342710661946,0,0,0,0,0,1
"('55.595277', '37.668273')",14.578757292044013,0,0,0,0,0,1
"('55.601157', '37.666719')",14.399399540081294,0,0,0,0,0,1
"('55.622283', '37.656442')",13.70151463423595,0,0,0,0,0,1
"('55.61531', '37.64825')",13.158440955626606,0,0,0,0,0,1
"('55.6357', '37.67501')",15.029593959427991,0,0,0,0,0,0
"('55.639425', '37.65911')",14.116970442772917,0,0,0,0,0,1
"('55.645822', '37.655472')",14.051811617565813,0,0,0,0,0,1
"('55.637434', '37.680194')",15.382887601338565,0,0,0,0,0,0
"('55.620663', '37.66494')",14.226102607198738,0,0,0,0,0,1
"('55.585158', '37.662326')",14.421215752676332,0,0,0,0,0,1
"('55.621845', '37.64955')",13.26512441296722,0,0,0,0,0,1
"('55.630914', '37.65373')",13.626073336037388,0,0,0,0,0,1
"('55.633568', '37.682404')",15.455449541251712,0,0,0,0,0,0
"('55.618537', '37.646318')",13.044080699451836,0,0,0,0,0,1
"('55.643576', '37.653011')",13.841203712197187,0,0,0,0,0,1
"('55.645116', '37.659218')",14.261462351921349,0,0,0,0,0,1
"('55.628591', '37.648178')",13.246540959655224,0,0,0,0,0,1
"('55.633333', '37.664177')",14.315300613812164,0,0,0,0,0,1
"('55.62398', '37.657944')",13.809048445938034,0,0,0,0,0,1
"('55.605846', '37.651398')",13.39144300493688,0,0,0,0,0,1
"('55.634125', '37.659164')",14.016480555483628,0,0,0,0,0,1
"('55.624855', '37.6698')",14.561235581111491,0,0,0,0,0,1
"('55.606898', '37.659108')",13.868471094269056,0,0,0,0,0,1
"('55.633516', '37.683473')",15.521360368883462,0,0,0,0,0,0
"('55.678288', '37.687874')",16.929473729005824,0,0,0,0,0,0
"('55.627575', '37.615273')",11.175826183004743,0,0,0,0,0,2
"('55.622207', '37.66185')",14.041043303079732,0,0,0,0,0,1
"('55.625272', '37.660278')",13.967227276815663,0,0,0,0,0,1
"('55.59427', '37.657808')",13.94423704878322,0,0,0,0,0,1
"('55.618476', '37.658589')",13.816582310701419,0,0,0,0,0,1
"('55.622498', '37.65249')",13.454599304658249,0,0,0,0,0,1
"('55.637545', '37.657592')",13.983400131584407,0,0,0,0,0,1
"('55.59026', '37.672783')",14.950985800888686,0,0,0,0,0,1
"('55.638084', '37.670088')",14.768266300488511,0,0,0,0,0,1
"('55.852192', '37.345733')",10.697345973351371,0,0,0,0,0,2
"('55.584451', '37.667267')",14.742530080817593,0,0,0,0,0,1
"('55.77636', '37.642384')",16.47786131667353,0,0,0,0,0,0
"('55.636536', '37.613277')",11.226563872970095,0,0,0,0,0,2
"('55.637957', '37.591881')",9.956637291624322,0,0,0,0,1,1
"('55.647144', '37.603756')",10.975455925342276,0,0,0,0,0,2
"('55.630319', '37.593147')",9.845966646363047,0,0,0,0,1,1
"('55.639532', '37.593291')",10.08947000851506,0,0,0,0,0,2
"('55.660923', '37.5948')",11.073642983422964,0,0,0,0,0,2
"('55.642316', '37.596237')",10.356473637950618,0,0,0,0,0,2
"('55.648148', '37.596435')",10.580843628588488,0,0,0,0,0,2
"('55.648094', '37.603775')",11.012105588429117,0,0,0,0,0,2
"('55.640152', '37.595806')",10.260788666735316,0,0,0,0,0,2
"('55.643612', '37.59656')",10.419940185010809,0,0,0,0,0,2
"('55.6414593', '37.5912878')",10.03056973342838,0,0,0,0,0,2
"('55.64384', '37.59934')",10.594222367787621,0,0,0,0,0,2
"('55.647839', '37.600388')",10.802018506527219,0,0,0,0,0,2
"('55.642199', '37.60452')",10.85149338221695,0,0,0,0,0,2
"('55.6535996', '37.5752921')",9.608141003182203,0,0,0,0,1,1
"('55.6395147', '37.607138')",10.929556254976895,0,0,0,0,0,2
"('55.658363', '37.60339')",11.429615759451517,0,0,0,0,0,2
"('55.661019', '37.592941')",10.975385653235342,0,0,0,0,0,2
"('55.662548', '37.58578')",10.664809120001902,0,0,0,0,0,2
"('55.639293', '37.596579')",10.28139807009074,0,0,0,0,0,2
"('55.663918', '37.576187')",10.228678974331434,0,0,0,0,0,2
"('55.643556', '37.606227')",10.998127600017819,0,0,0,0,0,2
"('55.64171', '37.607674')",11.026922114466212,0,0,0,0,0,2
"('55.64316', '37.602984')",10.790016842962508,0,0,0,0,0,2
"('55.666843', '37.610646')",12.263846363381292,0,0,0,0,0,1
"('55.63504', '37.611329')",11.071234552793188,0,0,0,0,0,2
"('55.6487014', '37.6044115')",11.072901336357807,0,0,0,0,0,2
"('55.6637', '37.646498')",14.150085846264567,0,0,0,0,0,1
"('55.638231', '37.695384')",16.341138933570207,0,0,0,0,0,0
"('55.652913', '37.647307')",13.778495754196385,0,0,0,0,0,1
"('55.667007', '37.646023')",14.269316209316008,0,0,0,0,0,1
"('55.679199', '37.703658')",15.965303451844607,0,0,0,0,0,0
"('55.630863', '37.601358')",10.365675007063288,0,0,0,0,0,2
"('55.633653', '37.609182')",10.907683556454105,0,0,0,0,0,2
"('55.674082', '37.661608')",15.489757301699157,0,0,0,0,0,0
"('55.66831', '37.646651')",14.365248984636239,0,0,0,0,0,1
"('55.6672', '37.64359')",14.138681362416898,0,0,0,0,0,1
"('55.67752', '37.687847')",16.96103500224348,0,0,0,0,0,0
"('55.67694', '37.54109')",9.462268563100002,0,0,0,0,1,1
"('53.9448795', '32.8480138')",510.2784158219235,0,0,0,0,0,0
"('55.7267', '37.531577')",13.700104104678662,0,0,0,0,0,1
"('55.743877', '37.578224')",16.800941474674907,0,0,0,0,0,0
"('55.726395', '37.52971')",13.618417703401516,0,0,0,0,0,1
"('55.749847', '37.56705')",17.01609692485871,0,0,0,0,0,0
"('55.746452', '37.568085')",16.718688863233897,0,0,0,0,0,0
"('55.724611', '37.530463')",13.460450598879994,0,0,0,0,0,1
"('55.72702', '37.524227')",13.536350155730473,0,0,0,0,0,1
"('55.746292', '37.57193')",16.824704983470333,0,0,0,0,0,0
"('55.73974', '37.58122')",16.516363975956253,0,0,0,0,0,0
"('55.735941', '37.583598')",16.250673503132717,0,0,0,0,0,0
"('55.747643', '37.57909')",17.18566774665136,0,0,0,0,0,0
"('55.750712', '37.564904')",17.03582624328014,0,0,0,0,0,0
"('55.74824', '37.584568')",17.424464088559922,0,0,0,0,0,0
"('55.74871', '37.578514')",17.268146147437715,0,0,0,0,0,0
"('55.748356', '37.571545')",17.01085128818818,0,0,0,0,0,0
"('55.738074', '37.564446')",15.797946466076057,0,0,0,0,0,0
"('55.745564', '37.551214')",16.12974906728011,0,0,0,0,0,0
"('55.7333', '37.538925')",14.563276087179622,0,0,0,0,0,1
"('55.74379', '37.64798')",18.427902562092,0,0,0,0,0,0
"('55.753038', '37.635')",18.480758951230925,0,0,0,0,0,0
"('55.764475', '37.642869')",17.613722597860036,0,0,0,0,0,0
"('55.75398', '37.647127')",18.600843700159057,0,0,0,0,0,0
"('55.7472878', '37.6227971')",18.716149017707277,0,0,0,0,0,0
"('55.754091', '37.642204')",18.593062305652236,0,0,0,0,0,0
"('55.746081', '37.646202')",18.56006432724534,0,0,0,0,0,0
"('55.746204', '37.636436')",19.172235097575502,0,0,0,0,0,0
"('55.744363', '37.63888')",19.002612606039424,0,0,0,0,0,0
"('55.749405', '37.66141')",17.647350305182435,0,0,0,0,0,0
"('55.772689', '37.613216')",15.908949605150832,0,0,0,0,0,0
"('55.736736', '37.674667')",16.710130434123897,0,0,0,0,0,0
"('55.723252', '37.563521')",14.372279696621279,0,0,0,0,0,1
"('55.790084', '37.582709')",13.338586384277422,0,0,0,0,0,2
"('55.738399', '37.629691')",18.26626728061789,0,0,0,0,0,0
"('55.768785', '37.629601')",16.779205095772525,0,0,0,0,0,0
"('55.74467', '37.62874')",18.75319869533307,0,0,0,0,0,0
"('55.744885', '37.624876')",18.615521370720685,0,0,0,0,0,0
"('55.677829', '37.682449')",16.85437689260926,0,0,0,0,0,0
"('55.681286', '37.669666')",16.299047098704143,0,0,0,0,0,0
"('55.688553', '37.687542')",16.586083980862814,0,0,0,0,0,0
"('55.680557', '37.6714')",16.359599902528526,0,0,0,0,0,0
"('55.6826878', '37.6433842')",14.925543503647829,0,0,0,0,0,1
"('55.689451', '37.686707')",16.608109278490183,0,0,0,0,0,0
"('55.680453', '37.674409')",16.52379879740872,0,0,0,0,0,0
"('55.6794626', '37.6953989')",16.440234127880686,0,0,0,0,0,0
"('55.679255', '37.678146')",16.67675165522244,0,0,0,0,0,0
"('55.688862', '37.684416')",16.76481535162168,0,0,0,0,0,0
"('55.679726', '37.70533')",15.846009740284806,0,0,0,0,0,0
"('55.678703', '37.668076')",16.080316966586135,0,0,0,0,0,0
"('55.676971', '37.671301')",16.17859775201138,0,0,0,0,0,0
"('55.6795242', '37.6675107')",16.089356948676446,0,0,0,0,0,0
"('55.685686', '37.674651')",16.803973766702313,0,0,0,0,0,0
"('55.684396', '37.695519')",16.24863916926726,0,0,0,0,0,0
"('55.679661', '37.68659')",16.95281201280056,0,0,0,0,0,0
"('55.687634', '37.692104')",16.34151253532474,0,0,0,0,0,0
"('55.6864418', '37.6999755')",15.910559456597035,0,0,0,0,0,0
"('55.6857222', '37.6997289')",15.95055554885154,0,0,0,0,0,0
"('55.677671', '37.666225')",15.925037269399477,0,0,0,0,0,0
"('55.6745081', '37.6905715')",16.92304548566868,0,0,0,0,0,0
"('55.717741', '37.675217')",16.73253669269701,0,0,0,0,0,0
"('55.71378', '37.677122')",16.659088030106407,0,0,0,0,0,0
"('55.736235', '37.671849')",16.8851181501002,0,0,0,0,0,0
"('55.737568', '37.631748')",18.284317867888166,0,0,0,0,0,0
"('55.599626', '37.160105')",15.732724970836653,0,0,0,0,0,0
"('55.680057', '37.672936')",16.42119566458989,0,0,0,0,0,0
"('55.68172', '37.681057')",16.961257797564098,0,0,0,0,0,0
"('55.676994', '37.69323')",16.665703670319445,0,0,0,0,0,0
"('55.667736', '37.652445')",14.671522154601663,0,0,0,0,0,1
"('55.68794', '37.687218')",16.625274958022075,0,0,0,0,0,0
"('55.680194', '37.639312')",14.564186663608732,0,0,0,0,0,1
"('55.677539', '37.634398')",14.148772486326727,0,0,0,0,0,1
"('55.682935', '37.64542')",15.049860184793404,0,0,0,0,0,0
"('55.709028', '37.620761')",15.535909320511148,0,0,0,0,0,0
"('55.669249', '37.568192')",10.153954404748744,0,0,0,0,0,2
"('55.590282', '37.445725')",2.2603970061344527,0,0,2,0,2,0
"('55.49221', '37.31481')",9.582314002290582,0,0,0,0,1,0
"('55.575169', '37.476734')",3.7017186190178406,0,0,0,2,0,2
"('55.519519', '37.39603')",5.722232096697375,0,0,0,0,1,1
"('55.591915', '37.457537')",2.4798774055292103,0,0,1,1,1,1
"('55.4860975', '37.2977397')",8.869809224800223,0,0,0,0,1,0
"('55.497184', '37.320293')",10.114475484053704,0,0,0,0,0,1
"('55.574548', '37.487424')",4.375228480657151,0,0,0,1,1,1
"('55.488376', '37.332573')",9.654877074387425,0,0,0,0,1,0
"('55.5539909', '37.4633573')",3.656058302088033,0,0,0,1,1,1
"('55.518041', '37.343802')",7.243210983407273,0,0,0,0,1,1
"('55.531992', '37.384691')",4.591148744153153,0,0,0,1,1,1
"('55.567214', '37.480265')",4.006337892933485,0,0,0,1,1,1
"('55.574839', '37.477085')",3.7232836522864217,0,0,0,2,0,2
"('55.592637', '37.461122')",2.569880368893176,0,0,1,1,1,1
"('55.533435', '37.376411')",4.676496331845497,0,0,0,1,1,1
"('55.591599', '37.42916')",1.9468525954753497,0,0,2,0,2,0
"('55.517549', '37.3960797')",5.937365903356633,0,0,0,0,1,1
"('55.5163525', '37.3473271')",7.265535608554999,0,0,0,0,1,1
"('55.5781857', '37.4777913')",3.7900797515972675,0,0,0,2,0,2
"('55.570624', '37.4872')",4.382289698568472,0,0,0,1,1,1
"('55.567214', '37.479385')",3.951981849732231,0,0,0,1,1,1
"('55.591793', '37.454861')",2.3881700492573272,0,0,1,1,1,1
"('55.566155', '37.478333')",3.91330130532732,0,0,0,1,1,1
"('55.5110627', '37.3503601')",7.657055216868547,0,0,0,0,1,1
"('55.5179916', '37.3940623')",5.91300607838911,0,0,0,0,1,1
"('55.555031', '37.46732')",3.7872709079002393,0,0,0,1,1,1
"('55.502523', '37.322521')",9.432159170206369,0,0,0,0,1,1
"('55.577566', '37.48269')",4.090996206303525,0,0,0,2,0,2
"('55.569571', '37.491575')",4.669323370820137,0,0,0,1,1,1
"('55.497154', '37.320014')",10.10732516430775,0,0,0,0,0,1
"('55.59078', '37.427435')",1.8069202912155886,0,0,2,0,2,0
"('55.496786', '37.320122')",10.076794419391636,0,0,0,0,0,1
"('55.470207', '37.296093')",7.46413506096014,0,0,0,0,1,0
"('55.5766086', '37.481569')",4.012864914576769,0,0,0,2,0,2
"('55.5776617', '37.478889')",3.8531194212598123,0,0,0,2,0,2
"('55.591498', '37.447295')",2.174638821545203,0,0,2,0,2,0
"('55.519152', '37.392499')",5.807430668809671,0,0,0,0,1,1
"('55.47647', '37.296207')",8.018873521295781,0,0,0,0,1,0
"('55.496639', '37.319206')",10.049534610604121,0,0,0,0,0,1
"('55.509441', '37.338277')",8.22366483017211,0,0,0,0,1,1
"('55.573973', '37.488943')",4.471409876966485,0,0,0,1,1,1
"('55.5792254', '37.4810338')",4.007026890485652,0,0,0,2,0,2
"('55.490616', '37.334765')",9.91796986394534,0,0,0,0,1,0
"('55.5191118', '37.3494791')",6.935797132819627,0,0,0,0,1,1
"('55.583085', '37.4643469')",3.0727708350268386,0,0,0,2,0,2
"('55.56533', '37.47888')",3.9694264415528995,0,0,0,1,1,1
"('55.5782812', '37.4827046')",4.099349958729052,0,0,0,2,0,2
"('55.7684938', '37.6540297')",17.611745737791566,0,0,0,0,0,0
"('55.782152', '37.662973')",16.711289611318858,0,0,0,0,0,0
"('55.776877', '37.659371')",17.04094874571064,0,0,0,0,0,0
"('55.782947', '37.659182')",16.494992327708108,0,0,0,0,0,0
"('55.771317', '37.655346')",17.39811011350862,0,0,0,0,0,0
"('55.777616', '37.66097')",17.03488505706602,0,0,0,0,0,0
"('55.784288', '37.657476')",16.31141961975985,0,0,0,0,0,0
"('55.78115', '37.667087')",16.959282530709025,0,0,0,0,0,0
"('55.7817272', '37.6659454')",16.864344628741488,0,0,0,0,0,0
"('55.772175', '37.659874')",17.483105497691792,0,0,0,0,0,0
"('55.646426', '37.494836')",4.993552343407488,0,0,0,1,1,1
"('55.625491', '37.504834')",4.303369545279952,0,0,0,1,1,1
"('55.651186', '37.483095')",4.899210928056876,0,0,0,1,1,1
"('55.628241', '37.506487')",4.4989428136517775,0,0,0,1,1,1
"('55.647854', '37.495779')",5.149193243134308,0,0,0,0,2,0
"('55.630146', '37.507924')",4.659823669864482,0,0,0,1,1,1
"('55.628495', '37.504762')",4.407069322238713,0,0,0,1,1,1
"('55.644694', '37.493973')",4.818644642358869,0,0,0,1,1,1
"('55.649251', '37.484406')",4.7812561426867175,0,0,0,1,1,1
"('55.84368', '37.547306')",6.990543539777257,0,0,0,0,2,0
"('55.840629', '37.529852')",6.90031563087501,0,0,0,0,2,0
"('55.837899', '37.537497')",7.340639049746702,0,0,0,0,2,0
"('55.8539585', '37.5058702')",5.128186077037848,0,0,0,0,2,0
"('55.831833', '37.530535')",7.852995078297699,0,0,0,0,2,0
"('55.831875', '37.500443')",7.552856072515373,0,0,0,0,2,0
"('55.84678', '37.496964')",5.887962469784607,0,0,0,0,2,0
"('55.8343579', '37.5301737')",7.5760069616855334,0,0,0,0,2,0
"('55.841534', '37.542957')",7.091647721491644,0,0,0,0,2,0
"('55.841623', '37.489701')",6.472291643489116,0,0,0,0,2,0
"('55.744237', '37.407591')",14.380214978976671,0,0,0,0,0,1
"('55.799472', '37.488835')",11.16276313450069,0,0,0,0,0,2
"('55.849796', '37.523087')",5.8012224062449755,0,0,0,0,2,0
"('55.813587', '37.46061')",9.831091609280243,0,0,0,0,1,1
"('55.787958', '37.461337')",12.62094656356044,0,0,0,0,0,2
"('55.699781', '37.847487')",6.798986686540873,0,0,0,0,2,3
"('55.71255', '37.864517')",5.195712959701681,0,0,0,0,3,2
"('55.700557', '37.851799')",6.522156940819026,0,0,0,0,2,3
"('55.70056', '37.84617')",6.8267562101939285,0,0,0,0,2,3
"('55.704747', '37.860495')",5.8137007268047105,0,0,0,0,2,3
"('55.697351', '37.845044')",7.07107058093911,0,0,0,0,2,3
"('55.584416', '37.12755')",14.099544020700389,0,0,0,0,0,1
"('55.580345', '37.157851')",15.678824792152193,0,0,0,0,0,0
"('55.5077268', '37.2658543')",11.501214450316526,0,0,0,0,0,2
"('55.2156978', '37.0674242')",29.116322107525068,0,0,0,0,0,0
"('55.770775', '37.376626')",16.17196704351403,0,0,0,0,0,0
"('55.7597798', '37.5166008')",15.62907580814164,0,0,0,0,0,0
"('55.619668', '37.761895')",14.073291989031947,0,0,0,0,0,1
"('55.61693', '37.755751')",14.556082228693196,0,0,0,0,0,1
"('55.6062176', '37.7327241')",16.394820429941184,0,0,0,0,0,0
"('55.609273', '37.759632')",14.749258809086095,0,0,0,0,0,1
"('55.60844', '37.756622')",14.959846067016576,0,0,0,0,0,1
"('55.617775', '37.754177')",14.602547489377345,0,0,0,0,0,1
"('55.613336', '37.701008')",16.48317464325676,0,0,0,0,0,0
"('55.610645', '37.75535')",14.90770456786771,0,0,0,0,0,1
"('55.616051', '37.753901')",14.704348955269337,0,0,0,0,0,1
"('55.610157', '37.74793')",15.343300700860768,0,0,0,0,0,0
"('55.622243', '37.733635')",15.574188848628499,0,0,0,0,0,0
"('55.610112', '37.742456')",15.649458352708596,0,0,0,0,0,0
"('55.615578', '37.722756')",16.49789145326386,0,0,0,0,0,0
"('55.618689', '37.745034')",15.077344604204026,0,0,0,0,0,0
"('55.607941', '37.752374')",15.219395183162078,0,0,0,0,0,0
"('55.597475', '37.720753')",17.528079479982868,0,0,0,0,0,0
"('55.614582', '37.746517')",15.193269016963955,0,0,0,0,0,0
"('55.604727', '37.715803')",17.415987300994637,0,0,0,0,0,0
"('55.610901', '37.71274')",17.226865559849326,0,0,0,0,0,0
"('55.765463', '37.559847')",15.46678928791383,0,0,0,0,0,0
"('55.757288', '37.55681')",16.30473020425785,0,0,0,0,0,0
"('55.7656358', '37.5670872')",15.569102337465864,0,0,0,0,0,0
"('55.767722', '37.565964')",15.326381782888012,0,0,0,0,0,0
"('55.76154', '37.554214')",15.806737979017655,0,0,0,0,0,0
"('55.7673304', '37.5727194')",15.49175019717105,0,0,0,0,0,0
"('55.766329', '37.557861')",15.342352283811808,0,0,0,0,0,0
"('55.753311', '37.580661')",17.1303233646415,0,0,0,0,0,0
"('55.76018', '37.554897')",15.963919235698816,0,0,0,0,0,0
"('55.76246', '37.567554')",15.916935885513473,0,0,0,0,0,0
"('55.758316', '37.557843')",16.20828110082378,0,0,0,0,0,0
"('55.7602553', '37.5648602')",16.107994347099687,0,0,0,0,0,0
"('55.761381', '37.570186')",16.0784067002603,0,0,0,0,0,0
"('55.763984', '37.567482')",15.7526281119233,0,0,0,0,0,0
"('55.789922', '37.677885')",16.659979616027933,0,0,0,0,0,0
"('55.7812', '37.670967')",17.10831275336889,0,0,0,0,0,0
"('55.7889', '37.669369')",16.388571350887688,0,0,0,0,0,0
"('55.785286', '37.67969')",17.118489129171234,0,0,0,0,0,0
"('55.791206', '37.6723')",16.318299438893536,0,0,0,0,0,0
"('55.791106', '37.681083')",16.700547217097743,0,0,0,0,0,0
"('55.791098', '37.675892')",16.47897470904233,0,0,0,0,0,0
"('55.783266', '37.675738')",17.124489445151976,0,0,0,0,0,0
"('55.79289', '37.682873')",16.634972053598844,0,0,0,0,0,0
"('55.78774', '37.673096')",16.63968121841711,0,0,0,0,0,0
"('55.78', '37.69993')",16.05797748171831,0,0,0,0,0,0
"('55.764425', '37.65214')",17.92576078167318,0,0,0,0,0,0
"('55.759881', '37.642159')",18.031288690590117,0,0,0,0,0,0
"('55.763355', '37.646793')",17.84828422824619,0,0,0,0,0,0
"('55.766511', '37.648295')",17.600157176213404,0,0,0,0,0,0
