coords,eco_factory_closest_km,eco_factory_less500m,eco_factory_0.5-1km,eco_factory_1-3km,eco_factory_3-5km,eco_factory_5-10km,eco_factory_10-15km
"('55.6674', '37.450333')",4.140934343385933,0,0,0,2,0,6
"('55.64447', '37.348994')",8.980535788860145,0,0,0,0,2,0
"('55.647432', '37.38631')",7.325800886437465,0,0,0,0,2,1
"('55.64269', '37.3577113')",8.777848975645071,0,0,0,0,2,0
"('55.633409', '37.321524')",11.062299145408584,0,0,0,0,0,2
"('55.675346', '37.500973')",4.809862032215001,0,0,0,1,2,7
"('55.625303', '37.314346')",12.02784161095668,0,0,0,0,0,2
"('55.661394', '37.414212')",5.156488105258933,0,0,0,0,2,3
"('55.653858', '37.396362')",6.3928991073047845,0,0,0,0,2,1
"('55.655869', '37.427381')",5.51363742985228,0,0,0,0,2,3
"('55.850725', '37.623063')",3.601788237296222,0,0,0,1,3,9
"('55.836999', '37.661329')",5.643129420181261,0,0,0,0,6,7
"('55.849498', '37.623171')",3.738552746735656,0,0,0,1,3,9
"('55.854168', '37.623563')",3.220034735902013,0,0,0,1,3,9
"('55.847295', '37.638521')",4.1281203132710464,0,0,0,1,4,8
"('55.855333', '37.623452')",3.0901407718684064,0,0,0,1,3,9
"('55.850535', '37.654439')",4.179052018059749,0,0,0,1,5,8
"('55.852734', '37.615677')",3.393131369472643,0,0,0,1,3,9
"('55.857946', '37.617307')",2.805857764521088,0,0,1,0,4,7
"('55.84771', '37.6366')",4.053124366468519,0,0,0,1,4,8
"('55.849691', '37.620905')",3.7148613817035483,0,0,0,1,3,9
"('55.827656', '37.665436')",5.28363155025359,0,0,0,0,6,7
"('55.85973', '37.6653')",3.7943301622402137,0,0,0,1,6,6
"('55.838147', '37.661257')",5.596489479600637,0,0,0,0,6,7
"('55.8558', '37.68467')",5.004148710421853,0,0,0,0,8,5
"('55.8449514', '37.6392377')",4.391725727870281,0,0,0,1,4,8
"('55.858817', '37.638755')",2.916035988048083,0,0,1,0,5,7
"('55.793156', '37.622772')",2.400900744294628,0,0,1,1,6,7
"('55.810596', '37.617374')",1.7499504416239595,0,0,2,0,6,6
"('55.855083', '37.660054')",3.9552238079249857,0,0,0,1,5,7
"('55.851104', '37.601476')",3.763915964901449,0,0,0,2,2,9
"('55.848731', '37.639743')",3.9957924244230933,0,0,0,1,5,7
"('55.8495', '37.63888')",3.8982168998685056,0,0,0,1,4,8
"('55.862793', '37.643058')",2.641449509510262,0,0,1,0,5,6
"('55.8495825', '37.6409167')",3.927787369513609,0,0,0,1,5,7
"('55.850141', '37.622425')",3.6656596427559087,0,0,0,1,3,9
"('55.835508', '37.654718')",5.217715559646523,0,0,0,0,5,8
"('55.847311', '37.628999')",4.010351416103687,0,0,0,1,3,9
"('55.853648', '37.619324')",3.276180753918028,0,0,0,1,3,9
"('55.860822', '37.66123')",3.526382320290112,0,0,0,1,6,6
"('55.836266', '37.642528')",4.7212870737013235,0,0,0,1,4,9
"('55.827338', '37.666423')",5.321857549174434,0,0,0,0,6,7
"('55.852177', '37.635916')",3.560799619061875,0,0,0,1,4,8
"('55.84905', '37.624202')",3.7911498328421005,0,0,0,1,3,9
"('55.86169', '37.642643')",2.734192680686505,0,0,1,0,5,6
"('55.858868', '37.665993')",3.8918796640833775,0,0,0,1,6,6
"('55.860873', '37.613737')",2.512609864654605,0,0,1,0,4,7
"('55.849615', '37.637614')",3.8640017486355336,0,0,0,1,4,8
"('55.809231', '37.636392')",2.8731612907745507,0,0,1,1,7,6
"('55.830892', '37.646606')",4.498276141617426,0,0,0,1,4,8
"('55.889563', '37.669872')",3.1360905018253473,0,0,0,1,5,4
"('55.881631', '37.6835')",3.9076623361533596,0,0,0,1,5,5
"('55.851635', '37.63419')",3.592944762850093,0,0,0,1,4,8
"('55.854458', '37.68516')",5.120185761390029,0,0,0,0,8,5
"('55.848816', '37.59704')",4.031600482675488,0,0,0,3,1,11
"('55.847851', '37.638746')",4.072240504194976,0,0,0,1,5,7
"('55.864242', '37.620034')",2.095826475969947,0,0,1,0,5,6
"('55.853041', '37.647603')",3.7307806141531885,0,0,0,1,4,8
"('55.862767', '37.611563')",2.33669741942819,0,0,1,1,3,8
"('55.847244', '37.635567')",4.0887200014547735,0,0,0,1,4,8
"('55.837807', '37.662598')",5.668330448243192,0,0,0,0,6,7
"('55.860615', '37.668417')",3.8745608833250094,0,0,0,1,6,6
"('55.806656', '37.7715')",4.946779921461378,0,0,0,1,2,9
"('55.811138', '37.808689')",6.969287087570885,0,0,0,0,3,9
"('55.6583', '37.574696')",3.6743860790201137,0,0,0,1,4,6
"('55.80376', '37.769936')",4.636719731579926,0,0,0,1,3,8
"('55.87106', '37.663223')",2.9549026058959456,0,0,1,0,7,4
"('55.824501', '37.583095')",2.1984640586724793,0,0,2,1,4,6
"('55.80663', '37.640766')",3.117254649622439,0,0,0,2,6,6
"('55.867556', '37.603361')",2.0524757842731454,0,0,1,1,3,7
"('55.663887', '37.769398')",3.006619935991458,0,0,0,1,3,6
"('55.663481', '37.73041')",3.4887740000271332,0,0,0,1,5,4
"('55.670062', '37.743759')",4.602527599290706,0,0,0,2,4,5
"('55.671493', '37.750927')",4.443315309787664,0,0,0,1,5,4
"('55.643917', '37.702616')",0.9833072166938679,0,1,0,1,4,5
"('55.645476', '37.707215')",1.2833796454741857,0,0,1,0,5,4
"('55.667709', '37.777411')",2.8856232517843763,0,0,1,0,5,4
"('55.662821', '37.760809')",3.4180295905793714,0,0,0,1,4,5
"('55.667361', '37.752993')",4.089998989710255,0,0,0,2,4,5
"('55.642728', '37.713036')",1.6454909882826911,0,0,1,0,5,4
"('55.664445', '37.777007')",2.6574459834897954,0,0,1,0,4,5
"('55.659504', '37.777084')",2.3396448997810277,0,0,1,0,4,5
"('55.647681', '37.730562')",2.773205596501646,0,0,1,1,4,5
"('55.658662', '37.759452')",3.3197669878543987,0,0,0,2,3,6
"('55.655127', '37.746004')",3.915793023211115,0,0,0,2,3,6
"('55.667145', '37.764111')",3.4854079448491575,0,0,0,1,4,5
"('55.661796', '37.729592')",3.333840541678233,0,0,0,1,4,5
"('55.654934', '37.75635')",3.403494696327212,0,0,0,2,3,6
"('55.67159', '37.764483')",3.7736094136101985,0,0,0,1,5,4
"('55.673126', '37.755726')",4.306490493456681,0,0,0,1,5,4
"('55.672448', '37.761599')",3.973193038997428,0,0,0,1,5,4
"('55.667178', '37.759937')",3.7055479449145095,0,0,0,1,5,4
"('55.646228', '37.705841')",1.211948369489915,0,0,1,0,5,4
"('55.636032', '37.802265')",1.5306616498229368,0,0,1,0,3,5
"('55.654635', '37.765525')",2.831037391371941,0,0,1,0,4,5
"('55.669986', '37.773143')",3.2546737319441417,0,0,0,1,4,5
"('55.667731', '37.774014')",3.0405335467560968,0,0,0,1,4,5
"('55.667539', '37.756545')",3.9076777110792067,0,0,0,1,5,4
"('55.673847', '37.759235')",4.1875803762376504,0,0,0,1,5,4
"('55.64066', '37.79885')",1.1584441418095985,0,0,1,0,3,5
"('55.657768', '37.761438')",3.170064681994938,0,0,0,2,2,7
"('55.679737', '37.76539')",4.389799226025286,0,0,0,1,5,4
"('55.635371', '37.794262')",1.8091806301682505,0,0,1,0,3,5
"('55.672757', '37.749724')",4.585353225720333,0,0,0,1,5,4
"('55.667477', '37.78686')",2.485221170046694,0,0,1,0,5,4
"('55.653279', '37.711428')",1.8526963047837954,0,0,1,0,5,4
"('55.660531', '37.730895')",3.320098610455494,0,0,0,1,4,5
"('55.675895', '37.771984')",3.7964914761068145,0,0,0,1,4,5
"('55.670849', '37.775442')",3.22601546143914,0,0,0,1,4,5
"('55.66534', '37.733338')",3.7620615597030973,0,0,0,1,5,4
"('55.673407', '37.753335')",4.444528885558407,0,0,0,1,5,4
"('55.650099', '37.730203')",2.8035449115453654,0,0,1,1,4,5
"('55.652486', '37.738243')",3.361667958186245,0,0,0,2,2,7
"('55.649926', '37.708823')",1.5241821546245977,0,0,1,0,5,4
"('55.6649677', '37.7456397')",4.367506167917448,0,0,0,2,4,5
"('55.665233', '37.761734')",3.495402938577574,0,0,0,1,5,4
"('55.6854618', '37.7258237')",5.222888303046742,0,0,0,0,7,2
"('55.632972', '37.798637')",1.927220630685291,0,0,1,0,3,5
"('55.669828', '37.761581')",3.7903307119897613,0,0,0,1,5,4
"('55.648443', '37.725415')",2.4687325842403367,0,0,1,0,5,4
"('55.650759', '37.765264')",2.7870166229918505,0,0,1,1,2,7
"('55.662222', '37.732656')",3.5179691866052063,0,0,0,1,4,5
"('55.644089', '37.716288')",1.8441459063615957,0,0,1,0,5,4
"('55.645182', '37.721355')",2.167132203278863,0,0,1,0,5,4
"('55.546557', '37.519557')",4.0766494132424675,0,0,0,1,1,1
"('55.543779', '37.45699')",7.670909435124455,0,0,0,0,1,1
"('55.547397', '37.566584')",2.2221585455273223,0,0,1,0,2,2
"('55.537424', '37.540102')",2.4538179571311725,0,0,1,0,2,1
"('55.54293', '37.545168')",2.521207566946498,0,0,1,0,2,2
"('55.541922', '37.494144')",5.350337450790444,0,0,0,0,2,0
"('55.539548', '37.538889')",2.6298739771038764,0,0,1,0,2,2
"('55.55061', '37.558167')",2.733526700784872,0,0,1,0,2,2
"('55.539884', '37.451887')",7.901592004613384,0,0,0,0,1,1
"('55.562968', '37.500504')",6.114393263548741,0,0,0,0,2,1
"('55.5541523', '37.5028576')",5.416972633281015,0,0,0,0,2,0
"('55.547535', '37.548941')",2.7327622545122727,0,0,1,0,2,2
"('55.524936', '37.515892')",3.7664821392029633,0,0,0,1,1,1
"('55.55003', '37.500288')",5.329101613608907,0,0,0,0,2,0
"('55.567194', '37.498941')",6.496406371028493,0,0,0,0,2,2
"('55.549022', '37.569099')",2.3665900946155882,0,0,1,0,2,2
"('55.564409', '37.500917')",6.197780238832465,0,0,0,0,2,1
"('55.563757', '37.498617')",6.262149960800218,0,0,0,0,2,1
"('55.539677', '37.460086')",7.387586640237823,0,0,0,0,1,1
"('55.5567986', '37.5068015')",5.378336674554768,0,0,0,0,2,1
"('55.535553', '37.502274')",4.684786989446173,0,0,0,1,1,1
"('55.550434', '37.49033')",5.913475430329891,0,0,0,0,2,0
"('55.530225', '37.515838')",3.7613486702292858,0,0,0,1,1,1
"('55.537149', '37.529322')",3.073349739677317,0,0,0,1,1,2
"('55.540939', '37.523645')",3.5617061250069337,0,0,0,1,1,1
"('55.556986', '37.510215')",5.2195611445078915,0,0,0,0,2,1
"('55.523682', '37.511814')",4.037508825579261,0,0,0,1,1,1
"('55.534688', '37.522072')",3.4399043583980826,0,0,0,1,1,1
"('55.542681', '37.485116')",5.921039203878183,0,0,0,0,1,1
"('55.541004', '37.493225')",5.377685244039784,0,0,0,0,2,0
"('55.54343', '37.555795')",2.107825479346533,0,0,1,0,2,2
"('55.554975', '37.507205')",5.2392387856617715,0,0,0,0,2,0
"('55.546083', '37.549184')",2.5965901743296724,0,0,1,0,2,2
"('55.54484', '37.556289')",2.2201673057945905,0,0,1,0,2,2
"('55.523575', '37.508661')",4.2366411358173135,0,0,0,1,0,2
"('55.540939', '37.452678')",7.8727973733637,0,0,0,0,1,1
"('55.547276', '37.534317')",3.356598312145535,0,0,0,1,1,3
"('55.529675', '37.512532')",3.96648553333763,0,0,0,1,1,1
"('55.53743', '37.506332')",4.476833004638975,0,0,0,1,1,1
"('55.564511', '37.487038')",6.891742919840934,0,0,0,0,2,0
"('55.554348', '37.512757')",4.913933351588305,0,0,0,1,1,2
"('55.5539', '37.553981')",3.1759259470014736,0,0,0,1,1,3
"('55.541805', '37.521201')",3.7418393583112124,0,0,0,1,1,1
"('55.531672', '37.50089')",4.714676497642244,0,0,0,1,1,1
"('55.487264', '37.30742')",28.902947106430254,0,0,0,0,0,0
"('55.572482', '37.567581')",3.882134704844953,0,0,0,2,0,5
"('55.567178', '37.573312')",3.835975947741427,0,0,0,2,0,5
"('55.570793', '37.571983')",3.7083115911122,0,0,0,2,0,5
"('55.563421', '37.573914')",3.9382521323964164,0,0,0,2,0,5
"('55.577854', '37.572002')",3.4244691634433435,0,0,0,1,1,4
"('55.563905', '37.582224')",3.6127593264285953,0,0,0,2,0,5
"('55.576202', '37.58024')",2.986874413855593,0,0,1,0,2,3
"('55.517371', '37.5724')",1.2034020008136699,0,0,1,0,2,1
"('55.539023', '37.575441')",1.2210359301902896,0,0,1,0,2,2
"('55.572309', '37.569009')",3.806676086039031,0,0,0,2,0,5
"('55.559746', '37.575639')",3.5282326035915696,0,0,0,2,0,5
"('55.584874', '37.464221')",9.440946678965766,0,0,0,0,1,4
"('55.745377', '37.67212')",2.1340104729230958,0,0,1,2,5,6
"('55.57066', '37.564913')",4.117165013634507,0,0,0,2,0,5
"('55.5603276', '37.578958')",3.6004126317492267,0,0,0,2,0,5
"('55.8149827', '37.7588599')",5.301756773800989,0,0,0,0,3,10
"('55.811629', '37.702796')",4.544376901241205,0,0,0,1,6,6
"('55.8124948', '37.7391276')",4.615721393551306,0,0,0,1,4,9
"('55.816895', '37.727625')",4.987825826546979,0,0,0,1,5,8
"('55.81708', '37.746151')",5.2251785285449195,0,0,0,0,4,9
"('55.8108798', '37.7423865')",4.496036559016652,0,0,0,1,4,9
"('55.817192', '37.744')",5.199135808077096,0,0,0,0,4,9
"('55.825856', '37.750191')",6.233711959594757,0,0,0,0,5,8
"('55.8027', '37.722037')",3.3934377216335685,0,0,0,1,5,8
"('55.82958', '37.758022')",6.780918052128552,0,0,0,0,4,9
"('55.808308', '37.72192')",4.017774801511081,0,0,0,1,5,7
"('55.8056', '37.716145')",3.7323495666863726,0,0,0,1,5,7
"('55.8090879', '37.7232228')",4.105736325668531,0,0,0,1,5,7
"('55.8115699', '37.7407137')",4.54091184335987,0,0,0,1,4,9
"('55.806361', '37.728571')",3.8255629246624774,0,0,0,1,5,7
"('55.818048', '37.74628')",5.330620502424326,0,0,0,0,5,8
"('55.808118', '37.727445')",4.012991338726703,0,0,0,1,5,7
"('55.812509', '37.722046')",4.485538981599195,0,0,0,1,5,7
"('55.8108078', '37.7407356')",4.4594777705699356,0,0,0,1,4,9
"('55.81917', '37.751152')",5.5446065728261384,0,0,0,0,5,8
"('55.810364', '37.717492')",4.254722909945231,0,0,0,1,5,7
"('55.811457', '37.730832')",4.406015588382091,0,0,0,1,5,8
"('55.81386', '37.72493')",4.640410169239172,0,0,0,1,5,8
"('55.822321', '37.760818')",6.094491524925756,0,0,0,0,5,8
"('55.81964', '37.724712')",5.282884060361011,0,0,0,0,7,6
"('55.800944', '37.705338')",3.357926157912265,0,0,0,1,5,8
"('55.8118593', '37.7416374')",4.587486661362314,0,0,0,1,4,9
"('55.8180948', '37.7528486')",5.469051697524756,0,0,0,0,4,9
"('55.80042', '37.710049')",3.2230051318949466,0,0,0,1,5,8
"('55.789269', '37.663809')",4.096537309203938,0,0,0,2,5,6
"('55.807769', '37.764636')",4.788446875950509,0,0,0,1,2,9
"('55.81335', '37.70311')",4.7247414382525115,0,0,0,1,6,6
"('55.805187', '37.71283')",3.7118874818778256,0,0,0,1,5,8
"('55.813661', '37.740107')",4.7565169540877825,0,0,0,1,3,10
"('55.822', '37.759235')",6.022268180882757,0,0,0,0,5,8
"('55.803085', '37.712975')",3.4792198832657135,0,0,0,1,5,8
"('55.80608', '37.712128')",3.816881380861904,0,0,0,1,5,8
"('55.504208', '37.539043')",3.505533041771628,0,0,0,1,0,2
"('55.503204', '37.53685')",3.6808075713917736,0,0,0,1,0,2
"('55.507973', '37.584308')",2.3075115107917243,0,0,1,0,2,1
"('55.495765', '37.52068')",6.052814188806482,0,0,0,0,4,0
"('55.568736', '37.489805')",7.043962116263833,0,0,0,0,2,2
"('55.542986', '37.47872')",6.319109594684545,0,0,0,0,1,1
"('55.475169', '37.525208')",4.831727054514954,0,0,0,1,3,1
"('55.50213', '37.32641')",15.984182685545758,0,0,0,0,0,0
"('55.569138', '37.489257')",7.099219341603454,0,0,0,0,2,2
"('55.49493', '37.515874')",6.474887325719579,0,0,0,0,4,0
"('55.504517', '37.536823')",3.573357678021797,0,0,0,1,0,2
"('55.503971', '37.592716')",2.8989037428739954,0,0,1,0,2,1
"('55.474465', '37.527561')",4.563751302592788,0,0,0,1,3,1
"('55.504374', '37.586778')",2.73483692233982,0,0,1,0,2,1
"('55.4772347', '37.528589')",4.533948302433624,0,0,0,1,3,1
"('55.540822', '37.45504')",7.723806492638641,0,0,0,0,1,1
"('55.548665', '37.48685')",6.03596114251911,0,0,0,0,2,0
"('55.545375', '37.523824')",3.7777834658474494,0,0,0,1,1,1
"('55.543274', '37.459843')",7.482756477244532,0,0,0,0,1,1
"('55.540266', '37.458732')",7.483353667104639,0,0,0,0,1,1
"('55.524355', '37.51167')",4.0381708849683475,0,0,0,1,1,1
"('55.546812', '37.493955')",5.542791521030851,0,0,0,0,2,0
"('55.503721', '37.589778')",2.859938445671915,0,0,1,0,2,1
"('55.520762', '37.351222')",14.173933494819405,0,0,0,0,0,1
"('55.508524', '37.339337')",15.061388724705642,0,0,0,0,0,0
"('55.536545', '37.506763')",4.428350104155088,0,0,0,1,1,1
"('55.526093', '37.510745')",4.081277131308463,0,0,0,1,1,1
"('55.502666', '37.53829')",3.6674361371061486,0,0,0,1,0,2
"('55.500392', '37.521677')",4.577316965795223,0,0,0,1,0,2
"('55.500596', '37.519207')",4.6790445942209065,0,0,0,1,0,2
"('55.568471', '37.486867')",7.168438415657112,0,0,0,0,2,0
"('55.5346857', '37.5009365')",4.752014348975708,0,0,0,1,1,1
"('55.543582', '37.49709')",5.230551822271215,0,0,0,0,2,0
"('55.541206', '37.48661')",5.786793206495568,0,0,0,0,1,1
"('55.532675', '37.38292')",12.157755280332925,0,0,0,0,0,1
"('55.631742', '37.666261')",1.8889857250102529,0,0,1,0,4,5
"('55.5529937', '37.464911')",7.500366562207369,0,0,0,0,1,1
"('55.468576', '37.28851')",30.906884077303605,0,0,0,0,0,0
"('55.540475', '37.492644')",5.3976842345677545,0,0,0,0,2,0
"('55.54267', '37.486618')",5.829577533728562,0,0,0,0,2,0
"('55.544023', '37.47804')",6.3916075096773906,0,0,0,0,1,1
"('55.569016', '37.48614')",7.242239432850652,0,0,0,0,2,0
"('55.551843', '37.503953')",5.22392362460669,0,0,0,0,2,0
"('55.54673', '37.488142')",5.881156079749601,0,0,0,0,2,0
"('55.497587', '37.517257')",6.460604873193721,0,0,0,0,4,0
"('55.545584', '37.483211')",6.131647367703225,0,0,0,0,2,0
"('55.569036', '37.487263')",7.188724637908269,0,0,0,0,2,0
"('55.550132', '37.489203')",5.964163153549837,0,0,0,0,2,0
"('55.496659', '37.515407')",6.595229059415567,0,0,0,0,4,0
"('55.507046', '37.57191')",2.3487621378311054,0,0,1,0,2,1
"('55.487463', '37.33693')",25.642943675813243,0,0,0,0,0,0
"('55.549516', '37.488475')",5.978371929222132,0,0,0,0,2,0
"('55.5124399', '37.5801894')",1.7660484311824667,0,0,1,0,2,1
"('55.641295', '37.403522')",7.487377454483639,0,0,0,0,2,1
"('55.550687', '37.509361')",4.864834501366253,0,0,0,1,1,1
"('55.54649', '37.489385')",5.798315617557546,0,0,0,0,2,0
"('55.500524', '37.541943')",3.718906489226444,0,0,0,1,0,2
"('55.53666', '37.507835')",4.365028853430151,0,0,0,1,1,1
"('55.549327', '37.487586')",6.021568322864342,0,0,0,0,2,0
"('55.5015837', '37.5981332')",3.2818923091210075,0,0,0,1,1,2
"('55.589204', '37.167393')",21.653714844839453,0,0,0,0,0,0
"('55.575409', '37.473249')",8.322205517939137,0,0,0,0,2,3
"('55.549144', '37.525836')",3.905862179574164,0,0,0,1,1,3
"('55.496348', '37.517823')",6.350114492946989,0,0,0,0,4,0
"('55.820847', '37.65276')",4.23591536675809,0,0,0,1,5,7
"('55.56971', '37.49039')",7.086159925147941,0,0,0,0,2,2
"('55.498133', '37.518012')",6.4149204623726455,0,0,0,0,4,0
"('55.511705', '37.366817')",13.292477144316962,0,0,0,0,0,1
"('55.544061', '37.562335')",1.9603429746957464,0,0,1,0,2,2
"('55.50368', '37.588745')",2.8440671714016106,0,0,1,0,2,1
"('55.549501', '37.564904')",2.475748581459897,0,0,1,0,2,2
"('55.500621', '37.576124')",3.054887609545484,0,0,0,1,1,2
"('55.5511', '37.571884')",2.574499884459134,0,0,1,0,2,2
"('55.54857', '37.553234')",2.674528438766855,0,0,1,0,2,2
"('55.502083', '37.57618')",2.892212980175924,0,0,1,0,2,1
"('55.510647', '37.565193')",2.0401962160943503,0,0,1,0,2,1
"('55.81028', '37.616844')",1.706920523651178,0,0,2,0,6,6
"('55.812303', '37.599757')",0.9516527410466973,0,1,1,1,5,7
"('55.80427', '37.611088')",1.2577134619591057,0,0,2,0,7,6
"('55.821113', '37.591431')",1.7631581576564237,0,0,2,0,6,4
"('55.807911', '37.612362')",1.3643884158521435,0,0,2,0,6,6
"('55.816555', '37.5934')",1.2637383292691888,0,0,2,0,6,5
"('55.79526', '37.625')",2.4002233800673554,0,0,1,1,7,4
"('55.784554', '37.630527')",3.3817348008997428,0,0,0,2,5,7
"('55.828598', '37.576405')",2.7552183002847714,0,0,2,1,4,6
"('55.8053599', '37.589619')",0.09400074732452501,1,1,1,1,5,8
"('55.809055', '37.589256')",0.43631425406668833,1,0,2,0,6,7
"('55.812358', '37.583634')",0.9171488956303075,0,1,1,1,5,7
"('55.808083', '37.61088')",1.2783284266978359,0,0,2,0,6,6
"('55.810436', '37.563988')",1.214356161831807,0,0,2,0,5,7
"('55.790297', '37.612847')",2.154183811061521,0,0,2,0,7,6
"('55.812459', '37.556685')",1.7061698462311183,0,0,2,0,5,7
"('55.82537', '37.59751')",2.2726963421204665,0,0,2,0,6,4
"('55.815747', '37.568246')",1.5627454135773071,0,0,2,1,4,8
"('55.8025889', '37.5918333')",0.30280646048825444,1,1,1,1,5,8
"('55.812312', '37.595316')",0.8263439284935814,0,1,1,1,5,8
"('55.806747', '37.611824')",1.3090648948116228,0,0,2,0,7,5
"('55.78525', '37.560404')",2.2351921946053235,0,0,2,1,3,9
"('55.774598', '37.54595')",2.349551592550711,0,0,1,2,3,9
"('55.811103', '37.561113')",1.396801434991403,0,0,2,0,5,7
"('55.650175', '37.615407')",3.9334890390819788,0,0,0,2,2,9
"('55.646396', '37.63615')",3.2127705484969202,0,0,0,2,2,9
"('55.648575', '37.617842')",4.12993626730558,0,0,0,2,2,9
"('55.642499', '37.615803')",4.486124327926241,0,0,0,2,1,9
"('55.65461', '37.625595')",3.5830495411355954,0,0,0,2,2,10
"('55.6542767', '37.6257333')",3.621052205291927,0,0,0,2,2,10
"('55.66667', '37.621076')",2.2214503163343973,0,0,1,1,3,8
"('55.6512', '37.591152')",3.9451304049975944,0,0,0,1,2,8
"('55.670242', '37.610332')",1.6787644977121912,0,0,1,0,4,8
"('55.66833', '37.593964')",2.092287961882388,0,0,1,0,4,7
"('55.67278', '37.619144')",1.5487915457109946,0,0,1,0,4,9
"('55.673103', '37.530526')",5.078957700050882,0,0,0,0,3,5
"('55.644359', '37.61503')",4.5317524577662835,0,0,0,2,1,9
"('55.63027', '37.592113')",5.350544551723528,0,0,0,0,3,6
"('55.6324625', '37.6076822')",5.157509032141437,0,0,0,0,3,6
"('55.644359', '37.614114')",4.570249625409485,0,0,0,2,1,9
"('55.654528', '37.607197')",3.424322457977591,0,0,0,1,3,10
"('55.662334', '37.605715')",2.5597956761872886,0,0,1,0,4,7
"('55.66119', '37.6056')",2.687365637351777,0,0,1,0,4,8
"('55.637656', '37.617636')",4.4246018178579485,0,0,0,1,2,8
"('55.651363', '37.61062')",3.7786946261927032,0,0,0,2,2,9
"('55.662217', '37.620869')",2.6859338811369056,0,0,1,1,3,8
"('55.659886', '37.615919')",2.8670502043353236,0,0,1,1,3,9
"('55.651994', '37.62828')",3.802557247328178,0,0,0,2,2,10
"('55.6374156', '37.6102554')",4.887920200261649,0,0,0,1,2,7
