coords,edu_prof_closest_km,edu_prof_less500m,edu_prof_0.5-1km,edu_prof_1-3km,edu_prof_3-5km,edu_prof_5-10km,edu_prof_10-15km
"('55.498133', '37.518012')",2413.4506327510376,0,0,0,0,0,0
"('55.511705', '37.366817')",3.8025318028147708,0,0,0,1,0,3
"('55.544061', '37.562335')",3.5403809748607333,0,0,0,1,5,11
"('55.50368', '37.588745')",7.998514301673728,0,0,0,0,1,9
"('55.549501', '37.564904')",2.913990793146901,0,0,1,0,7,10
"('55.500621', '37.576124')",8.29022784060385,0,0,0,0,1,7
"('55.5511', '37.571884')",2.675627687748802,0,0,1,0,7,10
"('55.54857', '37.553234')",3.245423855277505,0,0,0,1,6,11
"('55.502083', '37.57618')",8.127509264526797,0,0,0,0,1,7
"('55.510647', '37.565193')",7.198541252316349,0,0,0,0,1,8
"('55.563905', '37.582224')",1.3317285892791273,0,0,1,1,8,11
"('55.81028', '37.616844')",0.8862568947303191,0,1,6,10,23,22
"('55.812303', '37.599757')",0.46437693298339777,1,0,8,8,24,20
"('55.80427', '37.611088')",0.9799669190769416,0,1,6,12,23,22
"('55.821113', '37.591431')",0.9363001582546572,0,1,6,8,24,16
"('55.807911', '37.612362')",0.9733704975891718,0,1,6,11,22,23
"('55.816555', '37.5934')",0.4326547547753495,1,0,7,7,25,16
"('55.79526', '37.625')",0.20098220256338586,1,2,5,14,22,23
"('55.784554', '37.630527')",0.7553072952425044,0,1,6,12,23,22
"('55.828598', '37.576405')",1.1737512291452277,0,0,6,7,24,16
"('55.821113', '37.591431')",0.9363001582546572,0,1,6,8,24,16
"('55.8053599', '37.589619')",0.5107125774422383,0,2,8,10,25,19
"('55.809055', '37.589256')",0.4040661699401211,1,1,9,9,24,20
"('55.812358', '37.583634')",0.4947607867707202,1,2,6,10,22,20
"('55.821113', '37.591431')",0.9363001582546572,0,1,6,8,24,16
"('55.808083', '37.61088')",1.0667093922065702,0,0,6,12,21,24
"('55.806499', '37.643911')",0.9732884072401349,0,1,5,11,22,23
"('55.810436', '37.563988')",0.47155870301753233,1,1,7,9,23,19
"('55.790297', '37.612847')",0.5321162175598079,0,3,5,14,22,23
"('55.812459', '37.556685')",0.6765245471500442,0,1,7,9,23,19
"('55.82537', '37.59751')",1.445903094208843,0,0,6,7,25,15
"('55.815747', '37.568246')",0.23510014100006832,1,1,7,8,24,17
"('55.8025889', '37.5918333')",0.6368983113915847,0,1,9,8,27,18
"('55.812312', '37.595316')",0.18676576068968986,1,0,8,9,23,19
"('55.806747', '37.611824')",0.9641929132549159,0,1,5,13,21,24
"('55.8053599', '37.589619')",0.5107125774422383,0,2,8,10,25,19
"('55.8025889', '37.5918333')",0.6368983113915847,0,1,9,8,27,18
"('55.78525', '37.560404')",0.296018056519991,1,1,8,7,29,14
"('55.774598', '37.54595')",0.19190719268106882,1,0,8,5,29,15
"('55.811103', '37.561113')",0.488722504871148,1,1,7,9,23,19
"('55.650175', '37.615407')",0.8617359332376872,0,1,2,7,14,20
"('55.646396', '37.63615')",1.89151784352673,0,0,4,6,15,18
"('55.648575', '37.617842')",1.065449014357835,0,0,4,5,16,18
"('55.642499', '37.615803')",1.3831329895048734,0,0,3,6,15,13
"('55.65461', '37.625595')",1.4867063312558768,0,0,4,7,17,17
"('55.6542767', '37.6257333')",1.4905170471340714,0,0,5,6,18,16
"('55.66667', '37.621076')",1.4014890462376528,0,0,6,5,19,18
"('55.6512', '37.591152')",0.6362193640727779,0,1,1,8,13,18
"('55.66833', '37.593964')",1.5053524158890532,0,0,6,4,21,17
"('55.673103', '37.530526')",0.497361623995832,1,0,4,0,20,16
"('55.644359', '37.61503')",1.1936074650466673,0,0,4,4,17,11
"('55.63027', '37.592113')",1.9413726509347307,0,0,3,3,17,9
"('55.6324625', '37.6076822')",1.0273818933903944,0,0,4,5,15,11
"('55.644359', '37.614114')",1.1554479634066737,0,0,3,5,16,12
"('55.654528', '37.607197')",0.3733804886447184,1,0,5,4,18,16
"('55.662334', '37.605715')",1.0944831976032758,0,0,6,3,21,15
"('55.66119', '37.6056')",0.9684379882541556,0,1,5,4,20,16
"('55.637656', '37.617636')",0.981510375859187,0,1,3,7,14,12
"('55.651363', '37.61062')",0.5378044360909894,0,1,2,7,14,19
"('55.662217', '37.620869')",1.478874717074766,0,0,5,6,18,18
"('55.659886', '37.615919')",1.1759905009575764,0,0,5,4,20,15
"('55.651994', '37.62828')",1.64032555540936,0,0,5,5,16,18
"('55.6374156', '37.6102554')",1.2048873422123343,0,0,4,5,15,11
"('55.676018', '37.68418')",0.5679919288743243,0,1,4,8,17,20
"('55.662217', '37.620869')",1.478874717074766,0,0,5,6,18,18
"('55.668569', '37.611608')",1.2650959306236071,0,0,7,4,20,17
"('55.65461', '37.625595')",1.4867063312558768,0,0,4,7,17,17
"('55.651134', '37.60723')",0.3392064878402351,1,0,3,6,15,17
"('55.6545218', '37.6009467')",0.20580660527579128,1,0,4,5,17,16
"('55.6546297', '37.6061646')",0.328078253808767,1,0,4,5,17,17
"('55.64945', '37.61205')",0.693311572933288,0,1,2,7,14,18
"('55.661623', '37.615569')",1.3007985218246665,0,0,5,5,19,17
"('55.651363', '37.61062')",0.5378044360909894,0,1,2,7,14,19
"('55.672783', '37.536014')",0.7941546272207516,0,1,3,2,18,19
"('55.860181', '37.69905')",1.0724628023802334,0,0,4,2,20,11
"('55.820566', '37.66238')",0.050775337068436274,1,1,4,11,18,24
"('55.8178557', '37.6333335')",1.2681644371357363,0,0,5,12,19,24
"('55.833572', '37.65577')",0.9442368511033749,0,1,3,7,21,18
"('55.825629', '37.647298')",0.33530256417730564,1,0,3,11,18,22
"('55.850574', '37.684148')",0.5125855513550626,0,2,2,6,18,16
"('55.866306', '37.708332')",0.4021455221091942,1,0,4,1,20,11
"('55.850636', '37.686142')",0.6144229457765873,0,2,2,7,17,17
"('55.81995', '37.651394')",0.3623792209731351,1,1,2,12,17,24
"('55.8298785', '37.6607697')",0.8826824529710763,0,1,4,8,20,20
"('55.819084', '37.653694')",0.4806938282772721,1,1,2,11,18,25
"('55.813749', '37.642096')",1.2037160699980307,0,0,5,11,22,22
"('55.810466', '37.624247')",0.6659634222497951,0,1,6,11,21,24
"('55.810688', '37.63676')",0.9097572554147931,0,1,5,12,21,24
"('55.813314', '37.641')",1.2797226824042691,0,0,5,11,22,22
"('55.867041', '37.709596')",0.3621142926208209,1,0,4,1,18,12
"('55.850574', '37.684148')",0.5125855513550626,0,2,2,6,18,16
"('55.863707', '37.692483')",0.9188165701200905,0,1,3,2,20,11
"('55.820642', '37.642042')",0.6404972761038292,0,1,2,12,18,22
"('55.856335', '37.69941')",1.0667772339049977,0,0,4,4,18,14
"('55.82048', '37.65002')",0.3155589459372623,1,1,2,12,17,24
"('55.822478', '37.648492')",0.18759228120727187,1,1,2,12,18,22
"('55.828132', '37.650226')",0.48817587848438065,1,0,3,9,19,21
"('55.818301', '37.62678')",1.5176596264376372,0,0,5,10,20,21
"('55.8145435', '37.6248368')",1.106671790695683,0,0,7,9,22,22
"('55.816217', '37.626196')",1.2863166617170658,0,0,6,11,19,25
"('55.825127', '37.62865')",1.4214323887435465,0,0,4,10,19,20
"('55.850574', '37.684148')",0.5125855513550626,0,2,2,6,18,16
"('55.8154079', '37.6271093')",1.1956284081703437,0,0,6,11,20,24
"('55.82318', '37.62634')",1.5521165209247014,0,0,4,10,19,20
"('55.812388', '37.64365')",1.2987519963852319,0,0,5,11,22,22
"('55.810466', '37.624247')",0.6659634222497951,0,1,6,11,21,24
"('55.866834', '37.702625')",0.367297213939918,1,0,4,1,20,11
"('55.807404', '37.640594')",0.8370796069486564,0,1,4,13,20,25
"('55.808948', '37.638')",0.8184053235672514,0,1,5,12,21,24
"('55.833572', '37.65577')",0.9442368511033749,0,1,3,7,21,18
"('55.810688', '37.63676')",0.9097572554147931,0,1,5,12,21,24
"('55.812337', '37.658571')",0.9253988060508258,0,1,6,10,21,23
"('55.8072401', '37.6337868')",0.49854393355908694,1,0,6,12,21,24
"('55.82318', '37.62634')",1.5521165209247014,0,0,4,10,19,20
"('55.829456', '37.663494')",0.9676344480445529,0,2,3,9,19,21
"('55.818301', '37.62678')",1.5176596264376372,0,0,5,10,20,21
"('55.870713', '37.71371')",0.46114559647643594,1,0,4,0,16,13
"('55.826554', '37.65028')",0.3156650115170186,1,0,3,10,18,22
"('55.823393', '37.619899')",1.9557821847395824,0,0,4,8,21,18
"('55.870713', '37.71371')",0.46114559647643594,1,0,4,0,16,13
"('55.870713', '37.71371')",0.46114559647643594,1,0,4,0,16,13
"('55.691379', '37.604906')",0.3830082530221259,1,1,10,5,18,26
"('55.694813', '37.607914')",0.3975958194139141,1,0,11,4,22,22
"('55.675631', '37.62872')",0.4742126279675765,2,0,6,9,15,23
"('55.680143', '37.609685')",0.04709108941696785,1,1,7,8,16,24
"('55.7094255', '37.6240153')",0.9661582877410654,0,1,9,10,20,27
"('55.6873515', '37.5984783')",0.3090553273965786,1,2,7,7,16,25
"('55.673676', '37.601106')",0.839011553654995,0,1,6,6,19,19
"('55.699943', '37.619683')",1.0564975388480964,0,0,10,7,21,23
"('55.7094255', '37.6240153')",0.9661582877410654,0,1,9,10,20,27
"('55.703842', '37.615875')",0.8918831684606876,0,1,10,8,20,26
"('55.699943', '37.619683')",1.0564975388480964,0,0,10,7,21,23
"('55.698173', '37.619827')",0.8913052230130765,0,1,9,8,19,25
"('55.713998', '37.619989')",0.6857540534064992,0,4,6,12,20,27
"('55.698173', '37.619827')",0.8913052230130765,0,1,9,8,19,25
"('55.692734', '37.60302')",0.5137541200394544,0,2,9,5,20,24
"('55.708288', '37.643228')",0.580017921674145,0,3,7,11,19,26
"('55.696487', '37.612747')",0.539076586907646,0,1,9,6,20,24
"('55.691745', '37.610269')",0.044946205907380056,1,1,9,6,17,27
"('55.69181', '37.607978')",0.18905200780989015,1,1,10,5,18,26
"('55.699406', '37.624444')",0.8049142125484302,0,1,10,7,21,22
"('55.699943', '37.619683')",1.0564975388480964,0,0,10,7,21,23
"('55.710732', '37.640551')",0.38916907393356437,1,1,9,9,21,26
"('55.671174', '37.62908')",0.9211647672746863,0,2,4,9,15,22
"('55.6825589', '37.6943914')",0.32410098320974123,1,2,3,9,20,19
"('55.870693', '37.550846')",0.9013581535686913,0,1,5,2,21,11
"('55.861272', '37.541234')",0.6784634568528446,0,2,4,5,18,15
"('55.861524', '37.5425')",0.603616999244068,0,2,4,5,18,15
"('55.860077', '37.54629')",0.361530275179451,1,1,4,5,19,14
"('55.86405', '37.554447')",0.14660189047513172,2,0,6,3,20,13
"('55.860944', '37.567212')",0.6553362448196806,0,2,2,6,19,15
"('55.858867', '37.561284')",0.5170849262870298,0,2,2,7,19,14
"('55.866687', '37.557107')",0.36935001358731623,1,1,5,3,20,12
"('55.860994', '37.542051')",0.6248875462037737,0,2,4,5,18,15
"('55.860077', '37.54629')",0.361530275179451,1,1,4,5,19,14
"('55.855043', '37.557013')",0.5850581341955233,0,2,2,7,20,13
"('55.903014', '37.550801')",1.6602158236397724,0,0,4,2,15,14
"('55.859968', '37.566683')",0.671144030115421,0,2,2,6,20,14
"('55.871284', '37.497548')",1.1669391081716762,0,0,2,8,12,18
"('55.860994', '37.542051')",0.6248875462037737,0,2,4,5,18,15
"('55.879455', '37.53657')",1.010859532158837,0,0,6,1,20,12
"('55.865389', '37.558122')",0.235617221632335,1,1,5,3,20,13
"('55.850368', '37.578181')",1.028459944973107,0,0,3,8,21,16
"('55.867578', '37.562794')",0.5927834619863712,0,1,4,5,18,15
"('55.86204', '37.555695')",0.08858699963716864,2,0,6,3,20,13
"('55.867714', '37.552742')",0.5494868954626386,0,2,4,4,19,13
"('55.85726', '37.563323')",0.7001985475841407,0,2,2,7,19,14
"('55.866718', '37.553918')",0.4192315303740637,1,1,5,3,20,12
"('55.867714', '37.552742')",0.5494868954626386,0,2,4,4,19,13
"('55.86995', '37.549004')",0.8783566690979168,0,1,5,2,21,11
"('55.847442', '37.564967')",0.5802139558817782,0,1,3,7,22,16
"('55.857458', '37.567958')",0.90237009353926,0,2,2,7,20,14
"('55.86132', '37.565414')",0.5352233050873512,0,2,2,6,19,14
"('55.857656', '37.569233')",0.9486145488181017,0,1,3,6,21,13
"('55.85726', '37.563323')",0.7001985475841407,0,2,2,7,19,14
"('55.79942', '37.539223')",0.0490287412163878,1,1,7,11,19,23
"('55.821371', '37.587946')",0.9977147464715328,0,1,5,9,23,17
"('55.833182', '37.531595')",1.3628081766716842,0,0,8,5,21,17
"('55.882064', '37.502858')",1.011356927512868,0,0,3,4,15,13
"('55.733364', '37.828938')",1.7178767669668624,0,0,4,3,17,19
"('55.736726', '37.824508')",1.3744961662672877,0,0,4,3,18,18
"('55.710749', '37.794607')",1.3365702583723154,0,0,3,4,20,18
"('55.732525', '37.83344')",1.8313852158465995,0,0,4,3,16,17
"('55.724794', '37.798044')",1.8514424912910095,0,0,4,5,22,15
"('55.720023', '37.823951')",3.1621392466309035,0,0,0,8,12,21
"('55.7255', '37.810818')",2.5481650504666993,0,0,3,5,19,18
"('55.715023', '37.802277')",1.7450056002361787,0,0,1,6,20,18
"('55.71453', '37.777515')",0.1891628513939439,1,0,5,2,25,15
"('55.75103', '37.80868')",0.6562451504207217,0,1,3,7,15,21
"('55.81247', '37.80198')",0.4464171137942339,1,0,6,1,20,14
"('55.75311', '37.78632')",0.9480385546065985,0,1,4,8,19,19
"('55.721817', '37.818886')",2.8978471604997074,0,0,1,7,14,22
"('55.720322', '37.795987')",1.4859890302599208,0,0,3,6,21,17
"('55.720956', '37.811016')",2.3962360198695545,0,0,1,8,16,20
"('55.718628', '37.78827')",0.9668703126174023,0,1,3,4,23,16
"('55.722477', '37.781641')",0.960906277967063,0,1,4,4,23,17
"('55.7186429', '37.8263095')",3.2840486534096573,0,0,0,8,11,22
"('55.710094', '37.78995')",1.0964138758699424,0,0,4,3,22,16
"('55.68399', '37.853147')",5.459723732190275,0,0,0,0,10,23
"('55.678566', '37.723988')",0.8288645133067797,0,1,5,2,27,11
"('55.7156246', '37.7789853')",0.2979258607620825,1,0,5,2,25,15
"('55.701465', '37.84004')",4.3739449412903095,0,0,0,1,11,21
"('55.697194', '37.79004')",2.178161378771882,0,0,4,1,25,10
"('55.74855', '37.810055')",0.6469317001775328,0,1,3,5,17,19
"('55.700212', '37.810809')",2.793047028291855,0,0,1,4,15,20
"('55.740466', '37.767214')",0.7394378641035074,0,1,5,6,22,19
"('55.757004', '37.827526')",0.0995301002897889,2,1,3,4,16,19
"('55.715829', '37.82926')",3.44275782048308,0,0,0,7,11,22
"('55.686888', '37.920296')",8.962828835879575,0,0,0,0,5,11
"('55.733032', '37.825504')",1.769499671089343,0,0,4,3,17,20
"('55.714185', '37.799386')",1.5640049101882412,0,0,1,6,20,18
"('55.714474', '37.78728')",0.8024682108442681,0,1,2,5,21,18
"('55.722091', '37.825919')",2.979761965051446,0,0,1,7,13,21
"('55.720905', '37.808132')",2.22159172668661,0,0,1,8,16,20
"('55.711666', '37.79108')",1.0939090178314559,0,0,3,4,21,17
"('55.718086', '37.819514')",2.8525355581237433,0,0,1,7,13,20
"('55.71676', '37.830185')",3.505970571623113,0,0,0,7,11,22
"('55.759932', '37.694037')",0.3621828929354252,1,0,12,6,31,12
"('55.750216', '37.817951')",0.5844653322299844,0,1,3,5,15,20
"('55.756888', '37.777535')",1.043014835705427,0,0,4,9,18,21
"('55.85224', '37.610996')",2.648602527154326,0,0,2,8,18,19
"('55.85061', '37.5769')",1.0096107966654173,0,0,3,8,21,16
"('55.840218', '37.5849927')",0.9850760648601526,0,1,2,9,22,16
"('55.861135', '37.590973')",2.1132125412376666,0,0,4,5,19,14
"('55.841362', '37.580903')",0.7174369599028654,0,1,3,8,23,15
"('55.848957', '37.587246')",1.3359830758935618,0,0,3,6,23,15
"('55.85061', '37.5769')",1.0096107966654173,0,0,3,8,21,16
"('55.863304', '37.59109')",1.9314704899812263,0,0,4,5,19,14
"('55.867445', '37.587533')",1.574264761484796,0,0,4,4,18,16
"('55.840029', '37.582586')",0.8405261548380794,0,1,2,9,22,16
"('55.864292', '37.586914')",1.854523524793771,0,0,4,5,17,17
"('55.843555', '37.579672')",0.671648150821174,0,1,3,8,23,15
"('55.823646', '37.571219')",0.6734301087943002,0,2,4,10,21,19
"('55.868187', '37.606119')",1.4074045783265103,0,0,3,6,15,18
"('55.850914', '37.617536')",2.2174909504667086,0,0,1,9,17,20
"('55.850141', '37.622425')",1.908807987019347,0,0,1,9,17,21
"('55.854133', '37.61865')",2.35384698899888,0,0,1,8,18,18
"('55.85533', '37.616856')",2.5241624580901743,0,0,2,7,19,17
"('55.86968', '37.599545')",1.1633273018110015,0,0,3,4,17,16
"('55.8648791', '37.5977803')",1.6975710650701854,0,0,3,4,18,15
"('55.8468', '37.575792')",0.6224819188682981,0,1,3,8,21,17
"('55.8468', '37.575792')",0.6224819188682981,0,1,3,8,21,17
"('55.864017', '37.589684')",1.87913046805216,0,0,4,5,18,15
"('55.871531', '37.60796')",1.116662373601106,0,0,4,5,15,18
"('55.865889', '37.589042')",1.695352222583488,0,0,4,4,18,15
"('55.86446', '37.599094')",1.7434670687450116,0,0,3,5,17,16
"('55.721802', '37.848565')",3.2436963289566636,0,0,0,5,9,23
"('55.771732', '37.619099')",0.09856449310028985,1,0,6,10,27,18
"('55.94088', '37.5291857')",5.901627307616875,0,0,0,0,8,12
"('55.9422093', '37.5297096')",6.042812008212189,0,0,0,0,8,12
"('55.9422093', '37.5297096')",6.042812008212189,0,0,0,0,8,12
"('55.853142', '37.501142')",0.4089343279720364,1,0,3,10,11,23
"('55.834714', '37.523519')",0.8438081227205466,0,1,7,7,19,19
"('55.849559', '37.487299')",0.843068423827979,0,1,5,8,13,21
"('55.850075', '37.478693')",1.3840177815910222,0,0,6,6,14,19
"('55.8367599', '37.5183955')",0.46142444227837837,1,1,4,11,14,23
"('55.852521', '37.520402')",0.7973790860153022,0,1,4,8,17,17
"('55.830437', '37.486687')",1.4581407042008239,0,0,8,6,17,20
"('55.850437', '37.5011')",0.10796653425627514,1,0,4,10,13,21
"('55.84073', '37.494404')",0.9474687548339472,0,2,4,11,13,22
"('55.851591', '37.518389')",0.7106409604987798,0,1,5,9,16,18
"('55.849559', '37.487299')",0.843068423827979,0,1,5,8,13,21
"('55.857978', '37.471237')",1.3037888014600107,0,0,5,3,15,14
"('55.840443', '37.528423')",0.6722463528676289,0,1,6,6,20,17
"('55.857301', '37.475576')",1.067394736533106,0,0,6,4,15,15
"('55.830857', '37.492922')",1.353195010364627,0,0,7,7,16,21
"('55.8370552', '37.4976526')",0.7736053658756173,0,1,5,10,13,22
"('55.868395', '37.462514')",1.9960645173841791,0,0,2,5,12,15
"('55.857716', '37.506874')",0.7132542542272706,0,2,2,9,12,22
"('55.839572', '37.493183')",1.035895236036931,0,0,5,10,13,22
"('55.85078', '37.50035')",0.1506803692037353,1,0,3,11,12,22
"('55.84073', '37.494404')",0.9474687548339472,0,2,4,11,13,22
"('55.857301', '37.475576')",1.067394736533106,0,0,6,4,15,15
"('55.868662', '37.456755')",2.3390177283381464,0,0,3,4,13,14
"('55.841561', '37.495863')",0.8236052742232963,0,2,4,11,13,22
"('55.868662', '37.456755')",2.3390177283381464,0,0,3,4,13,14
"('55.858124', '37.47192')",1.258366307642608,0,0,5,3,15,14
"('55.857841', '37.469099')",1.4374890378489165,0,0,5,3,15,13
"('55.854436', '37.496129')",0.6301670047907428,0,1,2,9,12,22
"('55.849615', '37.488682')",0.7566577611915776,0,1,3,11,10,24
"('55.851616', '37.520994')",0.6953677915360121,0,1,5,7,18,16
"('55.84073', '37.494404')",0.9474687548339472,0,2,4,11,13,22
"('55.841278', '37.494442')",0.8929414071607423,0,2,4,11,13,22
"('55.864778', '37.466188')",1.6402053277459212,0,0,3,4,14,14
"('55.817461', '37.525594')",0.47130110529270514,1,3,7,6,20,21
"('55.84132', '37.515972')",0.3903984525493467,2,0,5,9,16,19
"('55.84769', '37.514187')",0.48424745597838664,1,1,5,9,15,19
"('55.868662', '37.456755')",2.3390177283381464,0,0,3,4,13,14
"('55.852707', '37.513584')",0.8469726652892793,0,1,4,10,13,21
"('55.841561', '37.495863')",0.8236052742232963,0,2,4,11,13,22
"('55.851616', '37.520994')",0.6953677915360121,0,1,5,7,18,16
"('55.841079', '37.493704')",0.935621943818275,0,1,5,10,13,22
"('55.821725', '37.516602')",0.10882748116425361,2,0,10,5,19,20
"('55.819115', '37.489265')",0.4235404459226009,1,2,9,6,18,20
"('55.820749', '37.518416')",0.23624811069024407,2,0,10,4,20,19
"('55.816662', '37.51246')",0.6915438365317474,0,2,8,8,16,23
"('55.81956', '37.517464')",0.3530354236305965,2,0,10,4,20,19
"('55.816662', '37.51246')",0.6915438365317474,0,2,8,8,16,23
"('55.819272', '37.494611')",0.12588852770686862,2,1,9,6,18,20
"('55.826913', '37.521605')",0.4411458743412633,1,1,8,6,19,20
"('55.869455', '37.46211')",2.0708759374210164,0,0,1,6,11,16
"('55.809029', '37.505247')",0.7292377607668596,0,4,6,9,17,25
"('55.826913', '37.521605')",0.4411458743412633,1,1,8,6,19,20
"('55.808456', '37.505524')",0.6999956746377964,0,3,7,8,18,24
"('55.812388', '37.483971')",0.37587839260687805,1,2,6,9,16,23
"('55.819565', '37.489464')",0.42375923651886443,1,2,9,5,19,19
"('55.816495', '37.514994')",0.6798909552915262,0,3,7,9,15,25
"('55.820971', '37.523537')",0.07569951966565555,2,0,10,4,20,19
"('55.816404', '37.522513')",0.547214189822172,0,5,5,11,13,28
"('55.817406', '37.48908')",0.4410479486376334,2,1,9,6,18,20
"('55.778061', '37.555777')",0.531358487116706,0,1,6,8,28,15
"('55.775454', '37.5577')",0.6329981733162513,0,3,4,10,26,17
"('55.800808', '37.503036')",0.3402321405578119,1,0,12,3,22,20
"('55.818665', '37.51124')",0.5210252189432389,0,3,7,8,16,23
"('55.812388', '37.483971')",0.37587839260687805,1,2,6,9,16,23
"('55.822979', '37.526735')",0.2939754209100626,1,1,9,5,21,18
"('55.812388', '37.483971')",0.37587839260687805,1,2,6,9,16,23
"('55.8217699', '37.5199416')",0.1278505283076406,2,0,10,3,21,18
"('55.71954', '37.690896')",1.3311239841537124,0,0,9,6,26,19
"('55.7348828', '37.6793423')",0.32677770181885396,1,2,7,9,26,22
"('55.7348828', '37.6793423')",0.32677770181885396,1,2,7,9,26,22
"('55.72517', '37.676132')",0.8836656468401665,0,1,9,8,24,24
"('55.72893', '37.67554')",0.7829697054727357,0,2,8,8,24,24
"('55.718775', '37.674418')",0.2981122955065746,1,0,10,6,25,20
"('55.729419', '37.677552')",0.8637879481077525,0,2,8,8,24,24
"('55.730101', '37.673214')",0.6495884951547358,0,2,8,9,24,24
"('55.729371', '37.67334')",0.6464432062587087,0,1,9,8,24,24
"('55.728562', '37.678971')",0.9147948347846606,0,2,9,7,25,23
"('55.734207', '37.679978')",0.3390882399836502,1,1,8,8,26,22
"('55.730015', '37.67684')",0.8285366809359919,0,2,8,8,24,24
"('55.7198492', '37.6940765')",1.5338147351323241,0,0,9,7,24,21
"('55.725453', '37.67042')",0.5997087446492808,0,1,9,8,24,24
"('55.73516', '37.678936')",0.3364987160194953,1,2,7,9,26,22
"('55.71767', '37.667752')",0.08008247367927196,1,1,9,8,23,22
"('55.72639', '37.67202')",0.6274007001019752,0,1,9,8,24,24
"('55.725246', '37.67724')",0.9243839586428566,0,1,9,8,24,24
"('55.730669', '37.670833')",0.5234726137153353,0,1,9,7,27,21
"('55.725246', '37.67724')",0.9243839586428566,0,1,9,8,24,24
"('55.730724', '37.670033')",0.4795352430988392,1,0,10,6,28,20
"('55.73516', '37.678936')",0.3364987160194953,1,2,7,9,26,22
"('55.722193', '37.672855')",0.49624141154347245,1,0,10,6,26,22
"('55.7282164', '37.6727889')",0.6151628097569145,0,1,9,8,24,24
"('55.725458', '37.678056')",0.9711993030027257,0,1,9,7,25,23
"('55.739924', '37.667573')",0.7745901159777641,0,3,4,13,22,26
"('55.681267', '37.7592')",1.0613452408020656,0,0,4,3,25,10
"('55.704697', '37.75045')",0.16737313389421582,1,0,5,2,28,12
"('55.703449', '37.742187')",0.7044045358568842,0,2,3,5,25,15
"('55.70741', '37.757355')",0.34044274687647164,1,0,5,1,28,12
"('55.6815818', '37.7454492')",0.733861571315985,0,1,4,3,26,11
"('55.698883', '37.740201')",0.5697612915902944,0,2,4,4,26,14
"('55.678966', '37.758419')",0.8153416623511622,0,1,3,4,26,9
"('55.70414', '37.76866')",0.9374732900281325,0,1,4,2,26,13
"('55.6961', '37.73675')",0.5673188959442775,0,2,4,4,26,13
"('55.678825', '37.750893')",0.6677011799008693,0,3,2,5,23,12
"('55.705521', '37.76008')",0.3971230234563995,1,0,5,1,28,12
"('55.686213', '37.738072')",0.9351276416252867,0,1,4,3,27,11
"('55.681092', '37.772613')",1.3521066325304454,0,0,4,2,24,11
"('55.681453', '37.765193')",1.2965188825685368,0,0,4,2,25,10
"('55.722483', '37.734259')",1.3861275491844078,0,0,4,11,20,23
"('55.699639', '37.783356')",1.748270357431982,0,0,4,1,26,10
"('55.714839', '37.756673')",0.8544125038047232,0,1,4,4,25,15
"('55.68027', '37.74982')",0.8330707910476588,0,2,3,4,25,10
"('55.69464', '37.74631')",0.04278059626153341,2,0,6,1,29,10
"('55.70507', '37.75788')",0.25525536062295295,1,0,5,1,28,12
"('55.679066', '37.76078')",0.9135354830211766,0,1,3,4,25,10
"('55.704605', '37.76142')",0.47946481982554884,1,0,5,1,28,12
"('55.705663', '37.759339')",0.3537551174728131,1,0,5,1,28,12
"('55.698746', '37.78718')",1.9449090289145108,0,0,4,1,25,11
"('55.681037', '37.757566')",0.9939204427039993,0,1,3,4,25,10
"('55.698055', '37.787254')",2.017189586358292,0,0,4,1,25,10
"('55.700245', '37.784615')",1.7264313308864034,0,0,4,1,25,11
"('55.702822', '37.7677')",0.9046890228549325,0,1,4,2,26,13
"('55.704063', '37.754215')",0.0910756605208699,1,0,5,2,28,12
"('55.677616', '37.758895')",0.713937100234222,0,1,3,4,24,11
"('55.698486', '37.782036')",1.8304210788611632,0,0,4,1,26,10
"('55.707506', '37.758157')",0.38554828544214526,1,0,5,1,28,12
"('55.70776', '37.760117')",0.4981969641445091,1,1,4,2,27,13
"('55.698883', '37.740201')",0.5697612915902944,0,2,4,4,26,14
"('55.677208', '37.75047')",0.48980159259596934,1,2,3,4,23,12
"('55.667046', '37.784595')",0.9021959018975038,0,1,3,1,18,15
"('55.696149', '37.749319')",0.13254708849265245,2,0,5,2,28,11
"('55.704489', '37.768121')",0.9006068702756983,0,1,4,2,26,13
"('55.670849', '37.775442')",0.3765163231619306,1,0,4,2,21,13
"('55.669939', '37.758768')",0.4689457534023452,1,2,2,4,20,14
"('55.702404', '37.751978')",0.28962590057381704,1,2,3,4,26,14
"('55.847705', '37.370581')",1.3035033281424788,0,0,2,3,10,12
"('55.847705', '37.370581')",1.3035033281424788,0,0,2,3,10,12
"('55.840755', '37.38834')",2.423622067765606,0,0,4,1,14,10
"('55.844834', '37.347494')",0.5672312817859152,0,1,0,3,6,13
"('55.851884', '37.352012')",0.19611435612785383,1,0,1,1,9,10
"('55.852137', '37.354582')",0.3396083767337693,1,0,1,2,8,11
"('55.840149', '37.377569')",2.0332398474957505,0,0,1,4,10,13
"('55.859505', '37.40859')",0.23711452682857465,1,0,2,3,13,11
"('55.8565101', '37.4045102')",0.6335263450756617,0,1,1,4,12,13
"('55.842464', '37.373302')",1.671162844095519,0,0,1,4,9,14
"('55.85383', '37.35121')",0.3720383920483033,1,0,1,1,7,12
"('55.838314', '37.380516')",2.299726735451523,0,0,2,3,12,12
"('55.864303', '37.372368')",2.0767276107017847,0,0,2,2,9,10
