coords,bus_stations_closest_km,bus_stations_less500m,bus_stations_0.5-1km,bus_stations_1-3km,bus_stations_3-5km,bus_stations_5-10km,bus_stations_10-15km
"('55.531992', '37.384691')",10.193081833126545,0,0,0,0,0,2
"('55.496639', '37.319206')",2431.768381003592,0,0,0,0,0,0
"('55.59078', '37.427435')",3.397857090793674,0,0,0,1,1,1
"('55.569499', '37.469764')",6.2238082215493105,0,0,0,0,2,0
"('55.509441', '37.338277')",13.50030253482168,0,0,0,0,0,1
"('55.569571', '37.491575')",5.091625201715879,0,0,0,0,2,0
"('55.573973', '37.488943')",4.934935215481295,0,0,0,1,1,1
"('55.5792254', '37.4810338')",5.085672867167134,0,0,0,0,2,0
"('55.490616', '37.334765')",2429.990579031015,0,0,0,0,0,0
"('55.5191118', '37.3494791')",12.235343587822028,0,0,0,0,0,1
"('55.583085', '37.4643469')",5.018258880276303,0,0,0,0,2,0
"('55.56533', '37.47888')",6.012456323979329,0,0,0,0,2,0
"('55.7684938', '37.6540297')",10.317805407204599,0,0,0,0,0,1
"('55.782152', '37.662973')",9.184123556186266,0,0,0,0,1,0
"('55.776877', '37.659371')",9.613901308788805,0,0,0,0,1,0
"('55.782947', '37.659182')",9.377083971152524,0,0,0,0,1,0
"('55.771317', '37.655346')",10.102522479803277,0,0,0,0,0,1
"('55.7931271', '37.5672822')",11.002776395044934,0,0,0,0,0,2
"('55.777616', '37.66097')",9.489196961689712,0,0,0,0,1,0
"('55.784288', '37.657476')",9.429508150058535,0,0,0,0,1,0
"('55.7684938', '37.6540297')",10.317805407204599,0,0,0,0,0,1
"('55.78115', '37.667087')",8.98389145500102,0,0,0,0,1,0
"('55.7817272', '37.6659454')",9.026870325262037,0,0,0,0,1,0
"('55.772175', '37.659874')",9.805353053007927,0,0,0,0,1,0
"('55.626213', '37.510152')",4.157747406847058,0,0,0,1,1,1
"('55.646426', '37.494836')",5.403094647863806,0,0,0,0,2,0
"('55.625491', '37.504834')",4.332403706986928,0,0,0,1,1,1
"('55.628241', '37.506487')",4.480042445430928,0,0,0,1,1,1
"('55.647854', '37.495779')",5.5375893126279365,0,0,0,0,2,0
"('55.630146', '37.507924')",4.581166322658954,0,0,0,1,1,1
"('55.628495', '37.504762')",4.574391078358047,0,0,0,1,1,1
"('55.628241', '37.506487')",4.480042445430928,0,0,0,1,1,1
"('55.644694', '37.493973')",5.258021563252648,0,0,0,0,2,0
"('55.649251', '37.484406')",5.043576649475328,0,0,0,0,2,0
"('55.642718', '37.503396')",5.683500251266073,0,0,0,0,2,0
"('55.84368', '37.547306')",5.743688040280276,0,0,0,0,1,0
"('55.840629', '37.529852')",5.2760188996867825,0,0,0,0,1,0
"('55.837899', '37.537497')",5.806569809020471,0,0,0,0,1,0
"('55.8539585', '37.5058702')",3.212555655380043,0,0,0,1,0,1
"('55.831833', '37.530535')",6.118987684883729,0,0,0,0,1,0
"('55.831875', '37.500443')",5.398236903139705,0,0,0,0,1,0
"('55.84678', '37.496964')",3.737167915791062,0,0,0,1,0,1
"('55.8343579', '37.5301737')",5.867161657984832,0,0,0,0,1,0
"('55.841534', '37.542957')",5.72071059479802,0,0,0,0,1,0
"('55.841623', '37.489701')",4.2062670361823935,0,0,0,1,0,1
"('55.799472', '37.488835')",8.875173667256446,0,0,0,0,1,0
"('55.849796', '37.523087')",4.208025827512239,0,0,0,1,0,1
"('55.813587', '37.46061')",7.394395263001944,0,0,0,0,1,0
"('55.787958', '37.461337')",10.212901314047274,0,0,0,0,0,1
"('55.699781', '37.847487')",9.466410519175,0,0,0,0,1,2
"('55.71255', '37.864517')",11.209552714762046,0,0,0,0,0,3
"('55.700557', '37.851799')",9.659059249768339,0,0,0,0,1,2
"('55.70056', '37.84617')",9.51202433524157,0,0,0,0,1,2
"('55.704747', '37.860495')",10.319951435416408,0,0,0,0,0,3
"('55.697351', '37.845044')",9.156663507462865,0,0,0,0,1,2
"('55.584416', '37.12755')",18.981468398475478,0,0,0,0,0,0
"('55.580345', '37.157851')",17.235926395981515,0,0,0,0,0,0
"('55.5077268', '37.2658543')",15.999424060016828,0,0,0,0,0,0
"('55.2156978', '37.0674242')",2445.1867275995305,0,0,0,0,0,0
"('55.770775', '37.376626')",13.701433458555227,0,0,0,0,0,1
"('55.619668', '37.761895')",1.1998003494335208,0,0,2,0,2,1
"('55.61693', '37.755751')",0.7075692300150462,0,1,1,1,1,2
"('55.6062176', '37.7327241')",1.1715603638731984,0,0,1,1,1,2
"('55.609273', '37.759632')",0.8635617612379655,0,1,1,1,1,2
"('55.60844', '37.756622')",0.7534849274707339,0,1,1,1,1,2
"('55.617775', '37.754177')",0.7089933285794353,0,1,1,1,1,2
"('55.613336', '37.701008')",2.921053819559092,0,0,1,0,3,0
"('55.610645', '37.75535')",0.5542229365354532,0,1,1,1,1,2
"('55.616051', '37.753901')",0.5554395464668094,0,1,1,1,1,2
"('55.610157', '37.74793')",0.28690923428873805,1,0,2,0,2,1
"('55.61969', '37.73191')",1.2449364364601267,0,0,1,1,1,2
"('55.610112', '37.742456')",0.4230512616552058,1,0,1,1,1,2
"('55.615578', '37.722756')",1.5822267347337993,0,0,1,1,1,2
"('55.618689', '37.745034')",0.6811530167802512,0,1,1,1,1,2
"('55.607941', '37.752374')",0.618473044659549,0,1,1,1,1,2
"('55.597475', '37.720753')",2.385014133838074,0,0,1,1,1,2
"('55.614582', '37.746517')",0.21460311950539143,1,0,2,0,2,1
"('55.604727', '37.715803')",2.17790060286681,0,0,1,1,1,2
"('55.610901', '37.71274')",2.1903188896474117,0,0,1,1,1,2
"('55.614582', '37.746517')",0.21460311950539143,1,0,2,0,2,1
"('55.620342', '37.736366')",1.0956401448328272,0,0,1,1,1,2
"('55.763523', '37.556559')",13.716844880864938,0,0,0,0,0,1
"('55.765463', '37.559847')",13.588510569466951,0,0,0,0,0,1
"('55.763523', '37.556559')",13.716844880864938,0,0,0,0,0,1
"('55.765463', '37.559847')",13.588510569466951,0,0,0,0,0,1
"('55.757288', '37.55681')",14.37516751077553,0,0,0,0,0,1
"('55.764222', '37.565183')",13.84195343232341,0,0,0,0,0,1
"('55.7656358', '37.5670872')",13.743341478386013,0,0,0,0,0,1
"('55.767722', '37.565964')",13.502112198492734,0,0,0,0,0,1
"('55.76154', '37.554214')",13.874505386373619,0,0,0,0,0,1
"('55.76154', '37.554214')",13.874505386373619,0,0,0,0,0,1
"('55.7673304', '37.5727194')",13.715097599613404,0,0,0,0,0,1
"('55.760915', '37.554861')",13.953643567924187,0,0,0,0,0,1
"('55.766329', '37.557861')",13.453456225182642,0,0,0,0,0,1
"('55.76246', '37.567554')",14.08029725347366,0,0,0,0,0,1
"('55.76154', '37.554214')",13.874505386373619,0,0,0,0,0,1
"('55.758316', '37.557843')",14.289092007974489,0,0,0,0,0,1
"('55.7602553', '37.5648602')",14.243442918378241,0,0,0,0,0,1
"('55.761381', '37.570186')",14.255383781732935,0,0,0,0,0,1
"('55.760915', '37.554861')",13.953643567924187,0,0,0,0,0,1
"('55.763984', '37.567482')",13.922215520186882,0,0,0,0,0,1
"('55.789922', '37.677885')",8.01843931555831,0,0,0,0,1,0
"('55.7812', '37.670967')",8.75627164964963,0,0,0,0,1,0
"('55.7889', '37.669369')",8.562590560059117,0,0,0,0,1,0
"('55.785286', '37.67969')",8.079691627679972,0,0,0,0,1,0
"('55.791206', '37.6723')",8.314470911605913,0,0,0,0,1,0
"('55.791106', '37.681083')",7.788155558666594,0,0,0,0,1,0
"('55.791098', '37.675892')",8.100885496668202,0,0,0,0,1,0
"('55.783266', '37.675738')",8.39242967611329,0,0,0,0,1,0
"('55.79289', '37.682873')",7.625270304743802,0,0,0,0,1,0
"('55.78774', '37.673096')",8.378398910335124,0,0,0,0,1,0
"('55.7812', '37.670967')",8.75627164964963,0,0,0,0,1,0
"('55.78', '37.69993')",7.1734450313789395,0,0,0,0,1,0
"('55.759881', '37.642159')",11.432309223865808,0,0,0,0,0,1
"('55.763355', '37.646793')",10.988652775873208,0,0,0,0,0,1
"('55.766511', '37.648295')",10.739030354818427,0,0,0,0,0,1
"('55.764764', '37.65116')",10.672842761642094,0,0,0,0,0,1
"('55.7651089', '37.6555295')",10.414760178885096,0,0,0,0,0,1
"('55.761923', '37.649633')",10.91235348118327,0,0,0,0,0,1
"('55.762505', '37.649651')",10.878939356700988,0,0,0,0,0,1
"('55.765949', '37.654224')",10.440700201347525,0,0,0,0,0,1
"('55.764101', '37.66044')",10.204849202002507,0,0,0,0,0,1
"('55.761558', '37.647298')",11.059560337243365,0,0,0,0,0,1
"('55.81244', '37.532196')",8.091529637592387,0,0,0,0,1,0
"('55.8098133', '37.5337395')",8.398334368758276,0,0,0,0,1,0
"('55.81244', '37.532196')",8.091529637592387,0,0,0,0,1,0
"('55.812595', '37.53138')",8.055364169557363,0,0,0,0,1,0
"('55.803894', '37.532986')",8.98977640078631,0,0,0,0,1,0
"('55.803833', '37.526123')",8.84809207612778,0,0,0,0,1,0
"('55.799932', '37.491907')",8.837485431668458,0,0,0,0,1,0
"('55.795226', '37.515263')",9.583024975745014,0,0,0,0,1,0
"('55.808674', '37.531666')",8.464926382514196,0,0,0,0,1,0
"('55.805817', '37.5289')",8.698360875148895,0,0,0,0,1,0
"('55.805002', '37.526618')",8.735194432202375,0,0,0,0,1,0
"('55.81152', '37.52616')",8.043528049594755,0,0,0,0,1,0
"('55.808674', '37.531666')",8.464926382514196,0,0,0,0,1,0
"('55.808178', '37.5327')",8.54065310216233,0,0,0,0,1,0
"('55.603303', '37.622073')",4.311274652199706,0,0,0,1,1,3
"('55.59546', '37.615542')",3.8796151238488994,0,0,0,1,1,3
"('55.60078', '37.606136')",3.282925392283484,0,0,0,1,1,3
"('55.59224', '37.598447')",2.8716920045816,0,0,1,0,2,2
"('55.599423', '37.605167')",3.2133131567530717,0,0,0,1,1,3
"('55.590267', '37.595869')",2.778075869279416,0,0,1,0,2,2
"('55.588415', '37.601798')",3.1996189324036193,0,0,0,1,1,3
"('55.592378', '37.604232')",3.223706916231191,0,0,0,1,1,3
"('55.601549', '37.620896')",4.2171812938124775,0,0,0,1,1,3
"('55.598039', '37.586733')",2.049822451548203,0,0,1,0,1,3
"('55.599138', '37.584137')",1.8873958183370902,0,0,1,0,1,3
"('55.59137', '37.652634')",6.253673219132364,0,0,0,0,3,1
"('55.740289', '37.658796')",11.865234679580078,0,0,0,0,0,1
"('55.735824', '37.653469')",12.44667128687353,0,0,0,0,0,2
"('55.736736', '37.674667')",11.424307079091948,0,0,0,0,0,3
"('55.718557', '37.647908')",13.342763409812603,0,0,0,0,0,4
"('55.739073', '37.669091')",11.484786967452607,0,0,0,0,0,3
"('55.711767', '37.643345')",12.824487545178467,0,0,0,0,0,4
"('55.739073', '37.669091')",11.484786967452607,0,0,0,0,0,3
"('55.726335', '37.661437')",12.837940379511874,0,0,0,0,0,3
"('55.738176', '37.653173')",12.285577109507361,0,0,0,0,0,1
"('55.7289955', '37.667081')",12.379992892979187,0,0,0,0,0,3
"('55.733827', '37.653604')",12.591458349646574,0,0,0,0,0,3
"('55.713207', '37.646714')",12.856792692441315,0,0,0,0,0,4
"('55.73581', '37.65939')",12.175622481819323,0,0,0,0,0,3
"('55.711767', '37.643345')",12.824487545178467,0,0,0,0,0,4
"('55.7116', '37.640327')",12.906608869594562,0,0,0,0,0,4
"('55.737248', '37.675172')",11.361131807948047,0,0,0,0,0,3
"('55.710332', '37.643129')",12.69444018596129,0,0,0,0,0,4
"('55.731262', '37.666036')",12.239653515348879,0,0,0,0,0,3
"('55.710332', '37.643129')",12.69444018596129,0,0,0,0,0,4
"('55.73644', '37.673546')",11.496716987927176,0,0,0,0,0,3
"('55.73348', '37.660126')",12.322895666724623,0,0,0,0,0,3
"('55.73889', '37.66663')",11.609947215566212,0,0,0,0,0,3
"('55.740304', '37.662264')",11.702376226261704,0,0,0,0,0,1
"('55.7226109', '37.6458793')",13.801469140405501,0,0,0,0,0,4
"('55.7417', '37.59354')",15.090103220851338,0,0,0,0,0,0
"('55.749588', '37.589745')",14.869564777747309,0,0,0,0,0,1
"('55.745868', '37.597926')",14.617739449124596,0,0,0,0,0,1
"('55.7415784', '37.5864977')",15.478119445630277,0,0,0,0,0,0
"('55.74224', '37.585035')",15.521050205172322,0,0,0,0,0,0
"('55.7385165', '37.588639')",15.536932318273212,0,0,0,0,0,0
"('55.760414', '37.40652')",13.999522177164156,0,0,0,0,0,1
"('55.745083', '37.40912')",13.823751219437852,0,0,0,0,0,1
"('55.757009', '37.411472')",14.260545146272092,0,0,0,0,0,1
"('55.754289', '37.409352')",14.58952231486419,0,0,0,0,0,2
"('55.760414', '37.40652')",13.999522177164156,0,0,0,0,0,1
"('55.765789', '37.4098294')",13.366053283286593,0,0,0,0,0,1
"('55.755642', '37.40946')",14.444060606383989,0,0,0,0,0,2
"('55.761796', '37.410026')",13.782384489625327,0,0,0,0,0,1
"('55.770056', '37.410879')",12.896306567095097,0,0,0,0,0,1
"('55.750368', '37.413601')",14.398609409626827,0,0,0,0,0,2
"('55.745787', '37.426303')",13.882819655148607,0,0,0,0,0,1
"('55.770775', '37.376626')",13.701433458555227,0,0,0,0,0,1
"('55.743573', '37.396515')",13.724453958925544,0,0,0,0,0,1
"('55.727116', '37.457745')",12.01767817616958,0,0,0,0,0,1
"('55.7355823', '37.4076525')",12.77385832490214,0,0,0,0,0,1
"('55.7225556', '37.4288862')",11.302416228844283,0,0,0,0,0,1
"('55.801197', '37.3978')",10.099247668659165,0,0,0,0,0,1
"('55.71104', '37.39654')",10.134851179744416,0,0,0,0,0,1
"('55.731693', '37.45389')",12.476686159263618,0,0,0,0,0,1
"('55.736615', '37.466009')",13.158091388058331,0,0,0,0,0,1
"('55.756336', '37.406908')",14.420963211493367,0,0,0,0,0,1
"('55.740223', '37.475109')",13.680293208193413,0,0,0,0,0,1
"('55.772416', '37.473024')",11.881577556328516,0,0,0,0,0,1
"('55.809925', '37.412487')",8.797581019144936,0,0,0,0,1,0
"('55.736855', '37.408714')",12.910848250574855,0,0,0,0,0,1
"('55.755325', '37.40681')",14.529622087808836,0,0,0,0,0,2
"('55.732986', '37.425405')",12.456745946247583,0,0,0,0,0,1
"('55.760545', '37.410969')",13.895746959884686,0,0,0,0,0,1
"('55.743512', '37.422099')",13.626449775360566,0,0,0,0,0,1
"('55.7417592', '37.4025916')",13.48456469864538,0,0,0,0,0,1
"('55.760302', '37.419197')",13.768622003538068,0,0,0,0,0,1
"('55.7874823', '37.3596301')",12.701369036037258,0,0,0,0,0,1
"('55.755003', '37.405435')",14.59120131756568,0,0,0,0,0,2
"('55.770897', '37.37809')",13.646070090539526,0,0,0,0,0,1
"('55.746122', '37.405094')",13.955832629684137,0,0,0,0,0,1
"('55.7602', '37.416477')",13.828066473679119,0,0,0,0,0,1
"('55.770775', '37.376626')",13.701433458555227,0,0,0,0,0,1
"('55.760302', '37.419197')",13.768622003538068,0,0,0,0,0,1
"('55.7602', '37.416477')",13.828066473679119,0,0,0,0,0,1
"('55.7505', '37.405155')",14.441676739921053,0,0,0,0,0,1
"('55.741946', '37.411912')",13.465952685716593,0,0,0,0,0,1
"('55.743512', '37.422099')",13.626449775360566,0,0,0,0,0,1
"('55.767616', '37.41175')",13.134281548162368,0,0,0,0,0,1
"('55.75896', '37.419476')",13.907352280843188,0,0,0,0,0,1
"('55.743512', '37.422099')",13.626449775360566,0,0,0,0,0,1
"('55.756786', '37.418362')",14.159300689547159,0,0,0,0,0,1
"('55.760545', '37.410969')",13.895746959884686,0,0,0,0,0,1
"('55.770775', '37.376626')",13.701433458555227,0,0,0,0,0,1
"('55.746122', '37.405094')",13.955832629684137,0,0,0,0,0,1
"('55.7414918', '37.4195197')",13.402153523907296,0,0,0,0,0,1
"('55.743461', '37.395563')",13.71909644743614,0,0,0,0,0,1
"('55.74388', '37.413673')",13.676556644021817,0,0,0,0,0,1
"('55.7417592', '37.4025916')",13.48456469864538,0,0,0,0,0,1
"('55.678118', '37.603514')",9.400363545682131,0,0,0,0,1,3
"('55.683676', '37.582215')",9.65416542890754,0,0,0,0,1,3
"('55.678074', '37.59825')",9.291493489949161,0,0,0,0,1,3
"('55.7040368', '37.6132897')",12.332716802383194,0,0,0,0,0,3
"('55.682108', '37.594135')",9.650338651639581,0,0,0,0,1,3
"('55.7038995', '37.6133851')",12.319958812121984,0,0,0,0,0,3
"('55.6897837', '37.5926883')",10.456261463109804,0,0,0,0,0,4
"('55.67855', '37.593623')",9.259788935247308,0,0,0,0,1,3
"('55.67855', '37.593623')",9.259788935247308,0,0,0,0,1,3
"('55.676189', '37.599453')",9.114812812052865,0,0,0,0,1,3
"('55.675666', '37.592797')",8.936596249727984,0,0,0,0,1,3
"('55.680889', '37.595932')",9.54988029106839,0,0,0,0,1,3
"('55.68331', '37.588593')",9.695781513557591,0,0,0,0,1,3
"('55.67855', '37.593623')",9.259788935247308,0,0,0,0,1,3
"('55.678138', '37.594953')",9.238509889449073,0,0,0,0,1,3
"('55.683036', '37.585655')",9.626313914457135,0,0,0,0,1,3
"('55.6852941', '37.5919965')",9.960214092109357,0,0,0,0,1,3
"('55.681407', '37.584137')",9.429344080337872,0,0,0,0,1,3
"('55.68665', '37.592644')",10.116534249155999,0,0,0,0,0,4
"('55.679925', '37.598573')",9.494331030066693,0,0,0,0,1,3
"('55.76705', '37.61186')",12.786153568835648,0,0,0,0,0,2
"('55.765113', '37.615237')",12.676619836708639,0,0,0,0,0,1
"('55.768861', '37.616333')",12.449669596819344,0,0,0,0,0,2
"('55.761674', '37.651035')",10.85042618705192,0,0,0,0,0,1
"('55.766491', '37.622333')",12.207307650972366,0,0,0,0,0,1
"('55.737542', '37.641135')",12.906928503166162,0,0,0,0,0,1
"('55.76002', '37.64115')",11.47952309700658,0,0,0,0,0,1
"('55.716281', '37.769458')",10.515666859929489,0,0,0,0,0,3
"('55.706293', '37.771544')",9.396191001492044,0,0,0,0,1,2
"('55.7016731', '37.810541')",8.97765155257088,0,0,0,0,1,2
"('55.713025', '37.751367')",10.331377324549194,0,0,0,0,0,3
"('55.70913', '37.789375')",9.672917071835473,0,0,0,0,1,2
"('55.707339', '37.785656')",9.470661876926865,0,0,0,0,1,2
"('55.715753', '37.753964')",10.59663175042545,0,0,0,0,0,3
"('55.708694', '37.791378')",9.628289307306666,0,0,0,0,1,2
"('55.721779', '37.73757')",10.691778758736962,0,0,0,0,0,3
"('55.712558', '37.741172')",10.43400826815245,0,0,0,0,0,3
"('55.697549', '37.753901')",8.615513934878692,0,0,0,0,2,1
"('55.711022', '37.774825')",9.904138159262118,0,0,0,0,1,2
"('55.71302', '37.77447')",10.127599239203482,0,0,0,0,0,3
"('55.710236', '37.78581')",9.793209392474056,0,0,0,0,1,2
"('55.7156246', '37.7789853')",10.401592136728784,0,0,0,0,0,3
"('55.707554', '37.791225')",9.501095405243541,0,0,0,0,1,2
"('55.713142', '37.776917')",10.131638510677233,0,0,0,0,0,3
"('55.716281', '37.769458')",10.515666859929489,0,0,0,0,0,3
"('55.700836', '37.791954')",8.755654859560334,0,0,0,0,1,2
"('55.716281', '37.769458')",10.515666859929489,0,0,0,0,0,3
"('55.716281', '37.769458')",10.515666859929489,0,0,0,0,0,3
"('55.715753', '37.753964')",10.59663175042545,0,0,0,0,0,3
"('55.7013325', '37.8085481')",8.919187216203659,0,0,0,0,1,2
"('55.703048', '37.752652')",9.229493300853305,0,0,0,0,1,2
"('55.719551', '37.733796')",11.01027133072315,0,0,0,0,0,3
"('55.7155', '37.734074')",10.87471240844627,0,0,0,0,0,3
"('55.682864', '37.854225')",8.008986695257812,0,0,0,0,1,2
"('55.69585', '37.745377')",8.574615901902686,0,0,0,0,2,1
"('55.759068', '37.804413')",5.80038337288407,0,0,0,0,1,0
"('55.720626', '37.736393')",10.838349314192612,0,0,0,0,0,3
"('55.713826', '37.750712')",10.427215594351589,0,0,0,0,0,3
"('55.704727', '37.745304')",9.524420419418414,0,0,0,0,1,2
"('55.713025', '37.751367')",10.331377324549194,0,0,0,0,0,3
"('55.709703', '37.773442')",9.76409664600945,0,0,0,0,1,2
"('55.8468', '37.575792')",6.962013111267173,0,0,0,0,1,1
"('55.718816', '37.426186')",10.88061521269293,0,0,0,0,0,1
"('55.7003333', '37.3947427')",8.979954779464132,0,0,0,0,1,0
"('55.7226001', '37.4354938')",11.33176597125346,0,0,0,0,0,1
"('55.716174', '37.441413')",10.655640361492498,0,0,0,0,0,2
"('55.712832', '37.398123')",10.31721703752775,0,0,0,0,0,1
"('55.720895', '37.451519')",11.266365425918579,0,0,0,0,0,1
"('55.7234715', '37.433165')",11.41825107904958,0,0,0,0,0,1
"('55.718032', '37.496631')",11.776487165541702,0,0,0,0,0,2
"('55.72001', '37.442623')",11.088720342291124,0,0,0,0,0,1
"('55.718147', '37.424749')",10.804137372588105,0,0,0,0,0,1
"('55.73111', '37.452678')",12.400409271218432,0,0,0,0,0,1
"('55.720489', '37.450987')",11.216239912829161,0,0,0,0,0,1
"('55.734207', '37.454465')",12.758736898517418,0,0,0,0,0,1
"('55.717281', '37.414025')",10.71663476458698,0,0,0,0,0,1
"('55.72124', '37.426556')",11.151026435837643,0,0,0,0,0,1
"('55.728124', '37.452067')",12.066072652284413,0,0,0,0,0,1
"('55.73701', '37.435178')",12.930614709859421,0,0,0,0,0,1
"('55.717281', '37.414025')",10.71663476458698,0,0,0,0,0,1
"('55.729554', '37.43446')",12.099323144586347,0,0,0,0,0,1
"('55.726244', '37.467536')",12.054940528021433,0,0,0,0,0,1
"('55.723967', '37.437173')",11.492012904139319,0,0,0,0,0,1
"('55.7211809', '37.4297068')",11.151721611032961,0,0,0,0,0,1
"('55.725555', '37.463825')",11.926348697159083,0,0,0,0,0,1
"('55.724754', '37.434647')",11.566981849387053,0,0,0,0,0,1
"('55.724007', '37.45476')",11.642890102566874,0,0,0,0,0,1
"('55.721949', '37.426977')",11.230695898818,0,0,0,0,0,1
"('55.722588', '37.452103')",11.458341812347863,0,0,0,0,0,1
"('55.724165', '37.47624')",11.97584392800317,0,0,0,0,0,2
"('55.7140074', '37.4342459')",10.371885372892706,0,0,0,0,0,2
"('55.726244', '37.467536')",12.054940528021433,0,0,0,0,0,1
"('55.735657', '37.432537')",12.770305711930707,0,0,0,0,0,1
"('55.7207169', '37.4588989')",11.333709858759237,0,0,0,0,0,2
"('55.7068658', '37.3981247')",9.66029556369926,0,0,0,0,1,0
"('55.728576', '37.434325')",11.99011235118341,0,0,0,0,0,1
"('55.719318', '37.445779')",11.037808329902084,0,0,0,0,0,1
"('55.722421', '37.425468')",11.280792549622634,0,0,0,0,0,1
"('55.75527', '37.657806')",10.878323506187913,0,0,0,0,0,1
"('55.7573', '37.65146')",11.083382866539884,0,0,0,0,0,1
"('55.759755', '37.655023')",10.74787856275481,0,0,0,0,0,1
"('55.752911', '37.655688')",11.138567923996835,0,0,0,0,0,1
"('55.761305', '37.65629')",10.589123379994328,0,0,0,0,0,1
"('55.7533075', '37.6688339')",10.45138730895317,0,0,0,0,0,1
"('55.755353', '37.668615')",10.323517031254555,0,0,0,0,0,1
"('55.7642852', '37.659961')",10.22016369750563,0,0,0,0,0,1
"('55.763032', '37.657808')",10.40775761896763,0,0,0,0,0,1
"('55.759957', '37.656901')",10.636217058526634,0,0,0,0,0,1
"('55.645476', '37.707215')",4.438085757502611,0,0,0,1,1,2
"('55.644882', '37.702679')",4.554656451585537,0,0,0,1,1,2
"('55.650866', '37.71512')",4.707910576224641,0,0,0,1,1,2
"('55.645476', '37.707215')",4.438085757502611,0,0,0,1,1,2
"('55.644882', '37.702679')",4.554656451585537,0,0,0,1,1,2
"('55.645121', '37.718911')",4.0283576229129885,0,0,0,2,0,3
"('55.645476', '37.707215')",4.438085757502611,0,0,0,1,1,2
"('55.644196', '37.722794')",3.831278506321632,0,0,0,2,0,3
"('55.646015', '37.722999')",4.012423635063178,0,0,0,2,0,3
"('55.645866', '37.716206')",4.180011985941718,0,0,0,1,1,2
"('55.64761', '37.720223')",4.244379174571057,0,0,0,2,0,3
"('55.7567884', '37.780454')",6.171974622830055,0,0,0,0,1,1
"('55.74833', '37.797054')",6.99215309800317,0,0,0,0,1,1
"('55.75141', '37.78573')",6.707399473857709,0,0,0,0,1,1
"('55.75918', '37.796986')",5.784824241810858,0,0,0,0,1,0
"('55.739878', '37.778847')",8.041799357362688,0,0,0,0,1,2
"('55.760727', '37.776592')",5.799726125282898,0,0,0,0,1,0
"('55.740973', '37.78253')",7.886000727664085,0,0,0,0,1,2
"('55.763126', '37.78561')",5.41885202779714,0,0,0,0,1,0
"('55.748113', '37.796445')",7.017444277677593,0,0,0,0,1,1
"('55.77836', '37.83774')",4.344217665237707,0,0,0,1,0,1
"('55.758114', '37.776008')",6.090544853938967,0,0,0,0,1,0
"('55.7438104', '37.8026969')",7.49455715616466,0,0,0,0,1,1
"('55.757885', '37.787785')",5.975776648704991,0,0,0,0,1,0
"('55.748138', '37.785108')",7.073648904762388,0,0,0,0,1,1
"('55.7471445', '37.8269653')",7.318566212190366,0,0,0,0,1,1
"('55.756356', '37.777931')",6.252432569055197,0,0,0,0,1,1
"('55.746845', '37.826855')",7.349434619405013,0,0,0,0,1,1
"('55.757885', '37.787785')",5.975776648704991,0,0,0,0,1,0
"('55.75748', '37.77315')",6.20536981947921,0,0,0,0,1,0
"('55.746292', '37.79104')",7.2387568242101334,0,0,0,0,1,1
"('55.74352', '37.799213')",7.525296589282628,0,0,0,0,1,2
"('55.7584029', '37.795835')",5.874131414648932,0,0,0,0,1,0
"('55.74833', '37.797054')",6.99215309800317,0,0,0,0,1,1
"('55.75805', '37.791206')",5.933575730298908,0,0,0,0,1,0
"('55.75017', '37.794758')",6.792934207421367,0,0,0,0,1,1
"('55.740993', '37.823314')",7.941373522182496,0,0,0,0,1,1
"('55.756888', '37.777535')",6.200317184389954,0,0,0,0,1,1
"('55.74661', '37.796616')",7.184364528460981,0,0,0,0,1,1
"('55.762642', '37.836447')",5.858473566420765,0,0,0,0,1,0
"('55.7406452', '37.5232682')",14.763451266970828,0,0,0,0,0,1
"('55.741399', '37.522099')",14.807577210070042,0,0,0,0,0,1
"('55.7406452', '37.5232682')",14.763451266970828,0,0,0,0,0,1
"('55.730786', '37.467949')",12.55245764719666,0,0,0,0,0,1
"('55.735434', '37.4726454')",13.125424987222658,0,0,0,0,0,1
"('55.737684', '37.521156')",14.408859856564014,0,0,0,0,0,1
"('55.735809', '37.525028')",14.330105687814404,0,0,0,0,0,1
"('55.735941', '37.527444')",14.412760954718685,0,0,0,0,0,1
"('55.740446', '37.52492')",14.7888269478206,0,0,0,0,0,1
"('55.7375835', '37.5163839')",14.270812132135024,0,0,0,0,0,1
"('55.7375835', '37.5163839')",14.270812132135024,0,0,0,0,0,1
"('55.7333', '37.538925')",14.50646008358312,0,0,0,0,0,1
"('55.73296', '37.538125')",14.448303727110567,0,0,0,0,0,1
"('55.736549', '37.526151')",14.435580565739606,0,0,0,0,0,1
"('55.735596', '37.519539')",14.155355462178115,0,0,0,0,0,1
"('55.737684', '37.521156')",14.408859856564014,0,0,0,0,0,1
"('55.735809', '37.525028')",14.330105687814404,0,0,0,0,0,1
"('55.7368186', '37.531715')",14.624758156962802,0,0,0,0,0,1
"('55.735393', '37.522117')",14.20643698728554,0,0,0,0,0,1
"('55.73926', '37.549363')",15.413163396437367,0,0,0,0,0,0
"('55.737725', '37.540721')",14.988672429432818,0,0,0,0,0,1
"('55.736199', '37.523258')",14.318732674270855,0,0,0,0,0,1
"('55.878536', '37.479115')",0.10527011104809036,1,0,1,0,1,0
"('55.878536', '37.479115')",0.10527011104809036,1,0,1,0,1,0
"('55.878536', '37.479115')",0.10527011104809036,1,0,1,0,1,0
