coords,edu_uni_closest_km,edu_uni_less500m,edu_uni_0.5-1km,edu_uni_1-3km,edu_uni_3-5km,edu_uni_5-10km,edu_uni_10-15km
"('55.835753', '37.49187')",3.6895232222604757,0,0,0,1,0,1
"('55.818144', '37.505597')",3.201619806660688,0,0,0,1,0,1
"('55.8231', '37.493743')",3.9889020047601886,0,0,0,1,0,1
"('55.844167', '37.484685')",3.145603053382857,0,0,0,1,0,1
"('55.827737', '37.467284')",2.659998603408789,0,0,1,0,1,0
"('55.802012', '37.566889')",0.33349076655294263,1,0,1,0,1,0
"('55.848564', '37.48835')",3.4197289201722256,0,0,0,1,0,1
"('55.763857', '37.560134')",0.349231730743502,1,0,1,0,1,0
"('55.76104', '37.573364')",0.5325280074180768,0,1,0,1,0,1
"('55.764967', '37.565479')",0.052365413227337246,1,0,1,0,1,0
"('55.764222', '37.565183')",0.03335201804544773,1,0,1,0,1,0
"('55.770071', '37.57298')",0.7332892376374731,0,1,0,1,0,1
"('55.762693', '37.565937')",0.15762817857247155,1,0,1,0,1,0
"('55.760915', '37.554861')",0.7668259511669223,0,1,0,1,0,1
"('55.769386', '37.586716')",1.3656239811944584,0,0,1,0,1,0
"('55.76447', '37.582207')",0.9685586211796723,0,1,0,1,0,1
"('55.765362', '37.564922')",0.10828045119954602,1,0,1,0,1,0
"('55.764247', '37.573744')",0.43689529995164816,1,0,1,0,1,0
"('55.759461', '37.572675')",0.6305600764825865,0,1,0,1,0,1
"('55.768694', '37.586104')",1.3008582078010071,0,0,1,0,1,0
"('55.763523', '37.556559')",0.5762414497147487,0,1,0,1,0,1
"('55.728109', '37.61759')",1.2113626732576928,0,0,1,0,1,0
"('55.779104', '37.612578')",0.6713916387985108,0,1,0,1,0,1
"('55.7662037', '37.6169983')",0.7033941817658879,0,1,0,1,0,1
"('55.7577', '37.559593')",0.8099107683525542,0,1,0,1,0,1
"('55.766694', '37.570564')",0.3418514521228955,1,0,1,0,1,0
"('55.76156', '37.54907')",1.0806884454432832,0,0,1,0,1,0
"('55.759136', '37.574005')",0.7105400176939866,0,1,0,1,0,1
"('55.76762', '37.587021')",1.3182598239964347,0,0,1,0,1,0
"('55.769388', '37.580795')",1.0355898684521123,0,0,1,0,1,0
"('55.76685', '37.58739')",1.3209695838511022,0,0,1,0,1,0
"('55.76459', '37.58984')",1.4478794198943978,0,0,1,0,1,0
"('55.7660148', '37.5714951')",0.3418166020352019,1,0,1,0,1,0
"('55.76917', '37.588323')",1.4498740625237958,0,0,1,0,1,0
"('55.767934', '37.582808')",1.0774048286828246,0,0,1,0,1,0
"('55.742727', '37.64613')",0.6728862317182958,0,1,0,1,0,1
"('55.756158', '37.550693')",1.1787018755217646,0,0,1,0,1,0
"('55.768537', '37.6009')",0.9440006923836355,0,1,0,1,0,1
"('55.7666059', '37.5676078')",0.24098014067224544,1,0,1,0,1,0
"('55.764065', '37.569782')",0.18880514449912075,1,0,1,0,1,0
"('55.754801', '37.58455')",0.449693636126959,1,0,1,0,1,0
"('55.75753', '37.575027')",0.8912979767652918,0,1,0,1,0,1
"('55.761745', '37.56654')",0.2550796149612544,1,0,1,0,1,0
"('55.765793', '37.574635')",0.5147724713467281,0,1,0,1,0,1
"('55.767097', '37.5686125')",0.3121299076227217,1,0,1,0,1,0
"('55.754593', '37.56892')",1.0598491893042368,0,0,1,0,1,0
"('55.766056', '37.58832')",1.3641867714754805,0,0,1,0,1,0
"('55.761338', '37.567906')",0.3087556627101919,1,0,1,0,1,0
"('55.775555', '37.68164')",2.2821360649230136,0,0,1,0,1,0
"('55.765854', '37.677734')",1.5154977517040167,0,0,1,0,1,0
"('55.775753', '37.671938')",1.8912874202736472,0,0,1,0,1,0
"('55.772168', '37.677409')",1.8356595646428813,0,0,1,0,1,0
"('55.77142', '37.668434')",1.3738776126967862,0,0,1,0,1,0
"('55.795834', '37.717939')",0.8397409524107304,0,1,0,1,0,1
"('55.790423', '37.680499')",1.8563499239923817,0,0,1,0,1,0
"('55.762703', '37.661213')",0.42155374808374346,1,0,1,0,1,0
"('55.772041', '37.686788')",2.299034909892557,0,0,1,0,1,0
"('55.77325', '37.6812')",2.0974348087857364,0,0,1,0,1,0
"('55.7749976', '37.6729808')",1.8631032885312895,0,0,1,0,1,0
"('55.775459', '37.673519')",1.924353453042146,0,0,1,0,1,0
"('55.777094', '37.681443')",2.2567715656297507,0,0,1,0,1,0
"('55.77471', '37.68217')",2.2460207466682793,0,0,1,0,1,0
"('55.762543', '37.67272')",1.1339737545401967,0,0,1,0,1,0
"('55.7749976', '37.6729808')",1.8631032885312895,0,0,1,0,1,0
"('55.775915', '37.686877')",2.027980023487262,0,0,1,0,1,0
"('55.776993', '37.714634')",1.0030379369640239,0,0,1,0,1,0
"('55.766148', '37.67139')",1.1554639745110504,0,0,1,0,1,0
"('55.777094', '37.681443')",2.2567715656297507,0,0,1,0,1,0
"('55.762794', '37.677921')",1.4616488749787855,0,0,1,0,1,0
"('55.77314', '37.693561')",1.913154391827907,0,0,1,0,1,0
"('55.773793', '37.694845')",1.8053291643942673,0,0,1,0,1,0
"('55.771206', '37.658212')",1.0639715946195127,0,0,1,0,1,0
"('55.66994', '37.536032')",1.232570039455056,0,0,1,0,1,0
"('55.7224', '37.619946')",1.6990326173936519,0,0,1,0,1,0
"('55.724728', '37.664516')",1.7197752894679217,0,0,1,0,1,0
"('55.816424', '37.705257')",1.7627667041645594,0,0,1,0,1,0
"('55.819176', '37.721193')",2.291526602895902,0,0,1,0,1,0
"('55.823151', '37.715956')",2.5960459847996282,0,0,1,0,1,0
"('55.819555', '37.707566')",2.1153337739079885,0,0,1,0,1,0
"('55.820632', '37.713701')",2.289900664314856,0,0,1,0,1,0
"('55.819386', '37.706489')",2.0934381004081177,0,0,1,0,1,0
"('55.820025', '37.714626')",2.2382451587424903,0,0,1,0,1,0
"('55.821072', '37.70276')",2.182727641146731,0,0,1,0,1,0
"('55.817448', '37.711975')",1.920317400953783,0,0,1,0,1,0
"('55.818954', '37.71327')",2.1018448618125682,0,0,1,0,1,0
"('55.813477', '37.710197')",1.4646926413674952,0,0,1,0,1,0
"('55.806504', '37.720097')",1.1281774100046187,0,0,1,0,1,0
"('55.863758', '37.665436')",1.3956591358741424,0,0,1,0,1,0
"('55.793896', '37.712067')",0.707152043980956,0,1,0,1,0,1
"('55.815549', '37.757817')",2.8255872841434075,0,0,1,0,1,0
"('55.814518', '37.729305')",2.152822877920443,0,0,1,0,1,0
"('55.7762572', '37.7368937')",1.7895946376767513,0,0,1,0,1,0
"('55.799143', '37.729359')",1.464854485080571,0,0,1,0,1,0
"('55.766735', '37.73041')",2.3793982653155434,0,0,1,0,1,0
"('55.820025', '37.714626')",2.2382451587424903,0,0,1,0,1,0
"('55.811508', '37.698915')",1.2797067060792429,0,0,1,0,1,0
"('55.819359', '37.702035')",2.1006588547441636,0,0,1,0,1,0
"('55.8167', '37.72118')",2.045665112657269,0,0,1,0,1,0
"('55.822711', '37.719055')",2.6054950517548843,0,0,1,0,1,0
"('55.79988', '37.730618')",1.5450947409954834,0,0,1,0,1,0
"('55.8058209', '37.7547534')",2.3919098996071337,0,0,1,0,1,0
"('55.7755746', '37.7378258')",1.8830349828830024,0,0,1,0,1,0
"('55.7946813', '37.6844009')",1.4160992350336232,0,0,1,0,1,0
"('55.807907', '37.706629')",0.8175878700588282,0,1,0,1,0,1
"('55.78549', '37.68692')",1.6733859837598917,0,0,1,0,1,0
"('55.82779', '37.75684')",3.9301574256354685,0,0,0,1,0,1
"('55.788819', '37.698358')",0.9905069450952418,0,1,0,1,0,1
"('55.811594', '37.708203')",1.2367361525268987,0,0,1,0,1,0
"('55.814598', '37.705158')",1.5595397357632526,0,0,1,0,1,0
"('55.818948', '37.702706')",2.051145165168356,0,0,1,0,1,0
"('55.759693', '37.738503')",3.308056865046899,0,0,0,1,0,1
"('55.79343', '37.72872')",1.1591943902174862,0,0,1,0,1,0
"('55.809525', '37.789734')",1.2933975515782006,0,0,1,0,1,0
"('55.792903', '37.802877')",0.9171096335694219,0,1,0,1,0,1
"('55.792078', '37.770061')",1.4081254976929616,0,0,1,0,1,0
"('55.764171', '37.739716')",2.9169678545565048,0,0,1,0,1,0
"('55.859478', '37.482124')",3.4696961846044463,0,0,0,1,0,1
"('55.862882', '37.474886')",3.3202637718937766,0,0,0,1,0,1
"('55.86929', '37.479736')",4.028492737175853,0,0,0,1,0,1
"('55.863439', '37.506586')",3.4846785483375915,0,0,0,1,0,1
"('55.872567', '37.462586')",3.676544798376919,0,0,0,1,0,1
"('55.858897', '37.500118')",3.5654287347868943,0,0,0,1,0,1
"('55.874733', '37.465225')",3.9674723251038784,0,0,0,1,0,1
"('55.85967', '37.499839')",3.619920391324896,0,0,0,1,0,1
"('55.86795', '37.463116')",3.2528203857071536,0,0,0,1,0,1
"('55.867536', '37.488332')",4.300006727694445,0,0,0,1,0,1
"('55.849054', '37.486059')",3.2878723746435052,0,0,0,1,0,1
"('55.866325', '37.491943')",4.400638328908837,0,0,0,1,0,1
"('55.861231', '37.495024')",3.9676181374962125,0,0,0,1,0,1
"('55.868359', '37.463673')",3.3100404004830724,0,0,0,1,0,1
"('55.868662', '37.456755')",3.122082065112253,0,0,0,1,0,1
"('55.85463', '37.472702')",2.691824833275967,0,0,1,0,1,0
"('55.868395', '37.462514')",3.2738968338489567,0,0,0,1,0,1
"('55.856391', '37.4781')",3.082177658725667,0,0,0,1,0,1
"('55.863373', '37.492922')",4.197545215914159,0,0,0,1,0,1
"('55.863828', '37.518219')",2.9650405376467615,0,0,1,0,1,0
"('55.865152', '37.472081')",3.3639405995321434,0,0,0,1,0,1
"('55.868794', '37.494665')",4.439557967989758,0,0,0,1,0,1
"('55.84979', '37.476196')",2.703015073547328,0,0,1,0,1,0
"('55.866809', '37.488655')",4.2663544581035895,0,0,0,1,0,1
"('55.874733', '37.465225')",3.9674723251038784,0,0,0,1,0,1
"('55.868662', '37.456755')",3.122082065112253,0,0,0,1,0,1
"('55.84776', '37.487602')",3.359959115186086,0,0,0,1,0,1
"('55.862317', '37.490897')",4.103436780058165,0,0,0,1,0,1
"('55.870789', '37.462334')",3.496139158718008,0,0,0,1,0,1
"('55.856598', '37.470078')",2.6595463152537366,0,0,1,0,1,0
"('55.778628', '37.589419')",1.673304908569801,0,0,1,0,1,0
"('55.80774', '37.508812')",2.042598867555741,0,0,1,0,1,0
"('55.773598', '37.590508')",1.490691134275681,0,0,1,0,1,0
"('55.769388', '37.566755')",0.5400404591621736,0,1,0,1,0,1
"('55.779084', '37.571498')",1.5981508499030945,0,0,1,0,1,0
"('55.777353', '37.576735')",1.562438157455786,0,0,1,0,1,0
"('55.77382', '37.580086')",1.3331013680200854,0,0,1,0,1,0
"('55.771555', '37.571318')",0.8364599383816692,0,1,0,1,0,1
"('55.772512', '37.585547')",1.47873462833443,0,0,1,0,1,0
"('55.772421', '37.581173')",1.2636225537303623,0,0,1,0,1,0
"('55.773165', '37.583463')",1.424929883535681,0,0,1,0,1,0
"('55.776112', '37.588485')",1.6500971279155834,0,0,1,0,1,0
"('55.776856', '37.574911')",1.4682198390516679,0,0,1,0,1,0
"('55.777753', '37.580409')",1.7065945298578757,0,0,1,0,1,0
"('55.80774', '37.508812')",2.042598867555741,0,0,1,0,1,0
"('55.7711551', '37.5722103')",0.8165776778209289,0,1,0,1,0,1
"('55.771828', '37.586384')",1.477547540549019,0,0,1,0,1,0
"('55.77314', '37.578712')",1.2202084826578659,0,0,1,0,1,0
"('55.780162', '37.578855')",1.5140340835900445,0,0,1,0,1,0
"('55.780785', '37.57977')",1.460254292992567,0,0,1,0,1,0
"('55.80774', '37.508812')",2.042598867555741,0,0,1,0,1,0
"('55.769388', '37.580795')",1.0355898684521123,0,0,1,0,1,0
"('55.783939', '37.587371')",1.3623799926086937,0,0,1,0,1,0
"('55.773537', '37.58013')",1.310478043517477,0,0,1,0,1,0
"('55.769271', '37.56582')",0.5243750947825552,0,1,0,1,0,1
"('55.78118', '37.578532')",1.398985772429565,0,0,1,0,1,0
"('55.78089', '37.580982')",1.4707849805042632,0,0,1,0,1,0
"('55.775692', '37.590731')",1.5027548628407055,0,0,1,0,1,0
"('55.773768', '37.592482')",1.367706603599687,0,0,1,0,1,0
"('55.778644', '37.582709')",1.742322657169521,0,0,1,0,1,0
"('55.769995', '37.572046')",0.6963980797367786,0,1,0,1,0,1
"('55.76998', '37.586723')",1.3937058416059327,0,0,1,0,1,0
"('55.771646', '37.584469')",1.3670730190893752,0,0,1,0,1,0
"('55.769388', '37.580795')",1.0355898684521123,0,0,1,0,1,0
"('55.7803455', '37.5796864')",1.5062323910814763,0,0,1,0,1,0
"('55.777753', '37.580409')",1.7065945298578757,0,0,1,0,1,0
"('55.777753', '37.580409')",1.7065945298578757,0,0,1,0,1,0
"('55.78583', '37.573853')",0.8466263619473996,0,1,0,1,0,1
"('55.778628', '37.589419')",1.673304908569801,0,0,1,0,1,0
"('55.768446', '37.571938')",0.5468351232400445,0,1,0,1,0,1
"('55.805678', '37.504814')",1.9481701113561818,0,0,1,0,1,0
"('55.64191', '37.509075')",4.233199315814093,0,0,0,1,0,1
"('55.64005', '37.516431')",4.387060321013672,0,0,0,1,0,1
"('55.642403', '37.519127')",4.118782242018035,0,0,0,1,0,1
"('55.653538', '37.52261')",2.8816997318693054,0,0,1,0,1,0
"('55.63941', '37.528765')",4.4059228589153845,0,0,0,1,0,1
"('55.6418045', '37.5346585')",3.967728241496869,0,0,0,1,0,1
"('55.649063', '37.533957')",3.388531472777478,0,0,0,1,0,1
"('55.634207', '37.512667')",5.0539337801601025,0,0,0,0,1,0
"('55.645878', '37.526528')",3.7510978358888893,0,0,0,1,0,1
"('55.642606', '37.547405')",3.464358484074136,0,0,0,1,0,1
"('55.649362', '37.497773')",3.6335185357440603,0,0,0,1,0,1
"('55.635716', '37.534352')",4.538145720640177,0,0,0,1,0,1
"('55.646045', '37.525522')",3.7265799059416005,0,0,0,1,0,1
"('55.633033', '37.517823')",5.1637519915662855,0,0,0,0,1,0
"('55.634629', '37.537137')",4.552897359229467,0,0,0,1,0,1
"('55.649362', '37.497773')",3.6335185357440603,0,0,0,1,0,1
"('55.6301641', '37.5145688')",5.492860226217592,0,0,0,0,1,0
"('55.615751', '37.493937')",7.278376333909741,0,0,0,0,1,0
"('55.651074', '37.515632')",3.1667952992701762,0,0,0,1,0,1
"('55.648621', '37.522432')",3.4281548156753012,0,0,0,1,0,1
"('55.645395', '37.522863')",3.788112827244356,0,0,0,1,0,1
"('55.646604', '37.519413')",3.650813700145412,0,0,0,1,0,1
"('55.631066', '37.509487')",5.423793812066297,0,0,0,0,1,0
"('55.647087', '37.503073')",3.757952353114738,0,0,0,1,0,1
"('55.648275', '37.520509')",3.4642670363352552,0,0,0,1,0,1
"('55.635716', '37.534352')",4.538145720640177,0,0,0,1,0,1
"('55.63755', '37.528972')",4.561525438569333,0,0,0,1,0,1
"('55.643266', '37.502004')",4.1850279940000386,0,0,0,1,0,1
"('55.649408', '37.526133')",3.3576496379866976,0,0,0,1,0,1
"('55.641388', '37.545715')",3.633741178817838,0,0,0,1,0,1
"('55.679817', '37.515057')",0.3061730108017119,1,0,1,0,1,0
"('55.670041', '37.498977')",1.6972251338179574,0,0,1,0,1,0
"('55.663004', '37.475881')",3.3336063481687366,0,0,0,1,0,1
"('55.604336', '37.534794')",7.717906686945552,0,0,0,0,1,0
"('55.661013', '37.522351')",2.04979801811206,0,0,1,0,1,0
"('55.686493', '37.56599')",1.4465880581619686,0,0,1,0,1,0
"('55.634578', '37.51591')",4.997167206970978,0,0,0,1,0,1
"('55.658144', '37.485403')",3.2313144886668272,0,0,0,1,0,1
"('55.67484', '37.506683')",0.9900721375376992,0,1,0,1,0,1
"('55.655712', '37.58005')",1.6885258055886352,0,0,1,0,1,0
"('55.688974', '37.556415')",1.1016797968474414,0,0,1,0,1,0
"('55.643033', '37.475468')",4.937354316416751,0,0,0,1,0,1
"('55.663603', '37.488772')",2.651929982542657,0,0,1,0,1,0
"('55.67981', '37.5432')",0.08659815737288244,1,0,1,0,1,0
"('55.668056', '37.506738')",1.5263839785185358,0,0,1,0,1,0
"('55.658236', '37.564644')",1.4308318018358492,0,0,1,0,1,0
"('55.643612', '37.507906')",4.060117800891765,0,0,0,1,0,1
"('55.653715', '37.5300411')",2.9224474544893293,0,0,1,0,1,0
"('55.644506', '37.534299')",3.7461760502124815,0,0,0,1,0,1
"('55.6538', '37.514057')",2.876834481625666,0,0,1,0,1,0
"('55.635963', '37.539303')",4.356865500918168,0,0,0,1,0,1
"('55.6466', '37.532852')",3.632674680106418,0,0,0,1,0,1
"('55.649362', '37.497773')",3.6335185357440603,0,0,0,1,0,1
"('55.646863', '37.534613')",3.5356973679727193,0,0,0,1,0,1
"('55.636001', '37.541278')",4.294773903295162,0,0,0,1,0,1
"('55.648153', '37.537191')",3.320247298105319,0,0,0,1,0,1
"('55.637897', '37.540802')",4.122710768346234,0,0,0,1,0,1
"('55.640495', '37.54685')",3.690200766172697,0,0,0,1,0,1
"('55.6301641', '37.5145688')",5.492860226217592,0,0,0,0,1,0
"('55.643937', '37.528855')",3.9830542565760085,0,0,0,1,0,1
"('55.638333', '37.530939')",4.41764569520822,0,0,0,1,0,1
"('55.643266', '37.502004')",4.1850279940000386,0,0,0,1,0,1
"('55.640316', '37.530857')",4.245019187406141,0,0,0,1,0,1
"('55.642718', '37.503396')",4.220655191253167,0,0,0,1,0,1
"('55.667823', '37.548258')",1.4509882074089726,0,0,1,0,1,0
"('55.668442', '37.559856')",0.8244246426706077,0,1,0,1,0,1
"('55.693597', '37.577678')",2.4669111223575695,0,0,1,0,1,0
"('55.671102', '37.540012')",1.0477703077725393,0,0,1,0,1,0
"('55.643769', '37.496075')",4.250854745833492,0,0,0,1,0,1
"('55.626213', '37.510152')",5.955485670966453,0,0,0,0,1,0
"('55.665101', '37.552462')",1.389386045751881,0,0,1,0,1,0
"('55.63755', '37.528972')",4.561525438569333,0,0,0,1,0,1
"('55.645634', '37.542763')",3.323757359823929,0,0,0,1,0,1
"('55.644313', '37.537281')",3.6454359423212903,0,0,0,1,0,1
"('55.639176', '37.513008')",4.501317643399396,0,0,0,1,0,1
"('55.636497', '37.5146')",4.789433146400578,0,0,0,1,0,1
"('55.6266371', '37.5219362')",5.8111072119601195,0,0,0,0,1,0
"('55.66013', '37.491413')",2.8146143802282486,0,0,1,0,1,0
"('55.634014', '37.524219')",5.056076312523693,0,0,0,0,1,0
"('55.646101', '37.537137')",3.4953687546168166,0,0,0,1,0,1
"('55.632499', '37.523016')",5.223307392733899,0,0,0,0,1,0
"('55.875218', '37.545276')",3.3945630947431455,0,0,0,1,0,1
"('55.882671', '37.562712')",4.253951629953449,0,0,0,1,0,1
"('55.880226', '37.55044')",3.9280603743392324,0,0,0,1,0,1
"('55.873257', '37.561096')",3.2038272915949895,0,0,0,1,0,1
"('55.892242', '37.574245')",5.35826382013146,0,0,0,0,1,0
"('55.680174', '37.666557')",2.675710495152721,0,0,1,0,1,0
"('55.871326', '37.59044')",3.56471847195355,0,0,0,1,0,1
"('55.889286', '37.5596')",4.959559226763894,0,0,0,1,0,1
"('55.883145', '37.561275')",4.292772031213123,0,0,0,1,0,1
"('55.879728', '37.560332')",3.907828342571113,0,0,0,1,0,1
"('55.874714', '37.589016')",3.9080279235759288,0,0,0,1,0,1
"('55.878324', '37.55999')",3.7500488314723928,0,0,0,1,0,1
"('55.810654', '37.56483')",0.9102758271861146,0,1,0,1,0,1
"('55.78552', '37.60524')",1.488959909242474,0,0,1,0,1,0
"('55.863621', '37.559388')",2.131142411442457,0,0,1,0,1,0
"('55.858923', '37.563063')",1.7062812797043627,0,0,1,0,1,0
"('55.808902', '37.568156')",0.8070316700178696,0,1,0,1,0,1
"('55.884161', '37.563449')",4.425128578708121,0,0,0,1,0,1
"('55.87183', '37.56465')",3.0976692500302883,0,0,0,1,0,1
"('55.87358', '37.588467')",3.7772765604690925,0,0,0,1,0,1
"('55.881066', '37.564509')",4.097909889604882,0,0,0,1,0,1
"('55.873222', '37.59009')",3.7627251100494554,0,0,0,1,0,1
"('55.874799', '37.548995')",3.3276437034002226,0,0,0,1,0,1
"('55.884161', '37.563449')",4.425128578708121,0,0,0,1,0,1
"('55.878526', '37.563889')",3.8129786936936267,0,0,0,1,0,1
"('55.8775119', '37.5388126')",3.715730858250501,0,0,0,1,0,1
"('55.874065', '37.591682')",3.8793356936296504,0,0,0,1,0,1
"('55.884737', '37.594144')",4.046574866133752,0,0,0,1,0,1
"('55.874065', '37.591682')",3.8793356936296504,0,0,0,1,0,1
"('55.880783', '37.562901')",4.048590611032927,0,0,0,1,0,1
"('55.8798721', '37.5810486')",4.295954702686155,0,0,0,1,0,1
"('55.89287', '37.561527')",5.36909323389885,0,0,0,0,1,0
"('55.889137', '37.559021')",4.93962528072769,0,0,0,1,0,1
"('55.871602', '37.560664')",3.0177144900791,0,0,0,1,0,1
"('55.85721', '37.439607')",1.5516867180713736,0,0,1,0,1,0
"('55.891996', '37.600388')",3.7455857994354944,0,0,0,1,0,1
"('55.895858', '37.631658')",2.094026557683606,0,0,1,0,1,0
"('55.878131', '37.610755')",3.089589654599246,0,0,0,1,0,1
"('55.869915', '37.613728')",3.2551311541490224,0,0,0,1,0,1
"('55.882308', '37.635251')",1.4940860965019538,0,0,1,0,1,0
"('55.869656', '37.61001')",3.4724244567649563,0,0,0,1,0,1
"('55.878723', '37.622353')",2.3701632278761653,0,0,1,0,1,0
"('55.89346', '37.653891')",0.9972724787365417,0,1,0,1,0,1
"('55.89346', '37.653891')",0.9972724787365417,0,1,0,1,0,1
"('55.9347854', '37.5543862')",8.574546708832845,0,0,0,0,1,0
"('55.8534582', '37.6434107')",2.1347112464564515,0,0,1,0,1,0
"('55.863014', '37.67102')",1.1619012183687656,0,0,1,0,1,0
"('55.8592', '37.67431')",0.6930110679336349,0,1,0,1,0,1
"('55.880974', '37.641061')",1.1776943785309004,0,0,1,0,1,0
"('55.836838', '37.667564')",1.4415906431606818,0,0,1,0,1,0
"('55.886357', '37.644863')",0.8928246408692064,0,1,0,1,0,1
"('55.875925', '37.603424')",3.595078496517576,0,0,0,1,0,1
"('55.892223', '37.65523')",0.8408636888799945,0,1,0,1,0,1
"('55.875925', '37.603424')",3.595078496517576,0,0,0,1,0,1
"('55.89821', '37.61854')",2.9264655129504527,0,0,1,0,1,0
"('55.87044', '37.60794')",3.547523778266436,0,0,0,1,0,1
"('55.885323', '37.643856')",0.9387230843151475,0,1,0,1,0,1
"('55.893536', '37.66477')",1.0052947552254394,0,0,1,0,1,0
"('55.88793', '37.617294')",2.6232289880781874,0,0,1,0,1,0
"('55.87233', '37.604046')",3.685290667120628,0,0,0,1,0,1
"('55.775818', '37.616287')",0.30783218800091394,1,0,1,0,1,0
"('55.747692', '37.568929')",1.094245791939036,0,0,1,0,1,0
"('55.752766', '37.536427')",0.979547798046009,0,1,0,1,0,1
"('55.741029', '37.576313')",1.2061867830071287,0,0,1,0,1,0
"('55.7755221', '37.5984969')",1.0232023217259183,0,0,1,0,1,0
"('55.7377562', '37.5711381')",1.6861520312727287,0,0,1,0,1,0
"('55.761573', '37.631469')",1.4004376262292628,0,0,1,0,1,0
"('55.579215', '37.657026')",10.785841747142056,0,0,0,0,0,1
"('55.588618', '37.642231')",9.610728898600616,0,0,0,0,1,0
"('55.583118', '37.646768')",10.253508182220509,0,0,0,0,0,1
"('55.57603', '37.64607')",11.030812270847761,0,0,0,0,0,1
"('55.580788', '37.646525')",10.5087031026006,0,0,0,0,0,1
"('55.582665', '37.644279')",10.283934519877947,0,0,0,0,0,1
"('55.575785', '37.655347')",11.142722267767112,0,0,0,0,0,1
"('55.585652', '37.641971')",9.937178351495767,0,0,0,0,1,0
"('55.583037', '37.641962')",10.226646282175171,0,0,0,0,0,1
"('55.589198', '37.647819')",9.592646691025928,0,0,0,0,1,0
"('55.603721', '37.655746')",8.101437344959276,0,0,0,0,1,0
"('55.632814', '37.612506')",4.692340130174185,0,0,0,1,0,1
"('55.591986', '37.669953')",9.599673496494944,0,0,0,0,1,0
"('55.599672', '37.664599')",8.682848673133304,0,0,0,0,1,0
"('55.612502', '37.577364')",6.44061700066769,0,0,0,0,1,0
"('55.58992', '37.64843')",9.519022233151471,0,0,0,0,1,0
"('55.6592015', '37.6165642')",1.7679930882508883,0,0,1,0,1,0
"('55.6002', '37.508884')",8.772850564037974,0,0,0,0,1,0
"('55.599082', '37.582861')",7.954154365292323,0,0,0,0,1,0
"('55.599097', '37.510718')",8.830744545028644,0,0,0,0,1,0
"('55.600638', '37.581244')",7.7736682880926935,0,0,0,0,1,0
"('55.59712', '37.58285')",8.171828446097264,0,0,0,0,1,0
"('55.600638', '37.581244')",7.7736682880926935,0,0,0,0,1,0
"('55.61114', '37.544818')",6.812632917350309,0,0,0,0,1,0
"('55.598375', '37.534281')",8.36110991384232,0,0,0,0,1,0
"('55.596986', '37.541476')",8.392243119098055,0,0,0,0,1,0
"('55.567906', '37.579924')",11.408008866259914,0,0,0,0,0,1
"('55.671473', '37.592078')",1.1923083000123529,0,0,1,0,1,0
"('55.535473', '37.514967')",15.441940310434527,0,0,0,0,0,0
"('55.631686', '37.472414')",6.109610545543193,0,0,0,0,1,0
"('55.6223609', '37.5928588')",5.486971533659103,0,0,0,0,1,0
"('55.592953', '37.548276')",8.744578676218048,0,0,0,0,1,0
"('55.613926', '37.544342')",6.5213804860844355,0,0,0,0,1,0
"('55.600435', '37.545905')",7.9558543245886435,0,0,0,0,1,0
"('55.60279', '37.545069')",7.711388144508656,0,0,0,0,1,0
"('55.59752', '37.534281')",8.452313281681594,0,0,0,0,1,0
"('55.604025', '37.539473')",7.665609026476247,0,0,0,0,1,0
"('55.609975', '37.54109')",7.000857104115085,0,0,0,0,1,0
"('55.617195', '37.53561')",6.352012583651507,0,0,0,0,1,0
"('55.603654', '37.534263')",7.800456538588831,0,0,0,0,1,0
"('55.603883', '37.518362')",8.142516851433598,0,0,0,0,1,0
"('55.604025', '37.539473')",7.665609026476247,0,0,0,0,1,0
"('55.613794', '37.535682')",6.704268354550092,0,0,0,0,1,0
"('55.61895', '37.540836')",6.054246243749198,0,0,0,0,1,0
"('55.656097', '37.59639')",2.1576537493783228,0,0,1,0,1,0
"('55.601387', '37.50867')",8.661738350720821,0,0,0,0,1,0
"('55.604025', '37.539473')",7.665609026476247,0,0,0,0,1,0
"('55.614358', '37.549777')",6.389733035004642,0,0,0,0,1,0
"('55.61895', '37.540836')",6.054246243749198,0,0,0,0,1,0
"('55.605215', '37.54215')",7.493356153043833,0,0,0,0,1,0
"('55.568349', '37.284378')",19.33215399302713,0,0,0,0,0,0
"('55.614235', '37.542454')",6.521824336409649,0,0,0,0,1,0
"('55.610173', '37.533032')",7.1403109188457945,0,0,0,0,1,0
"('55.569499', '37.469764')",12.643543690491269,0,0,0,0,0,1
"('55.67406', '37.530537')",0.871052737310072,0,1,0,1,0,1
"('55.667397', '37.574436')",0.34063092415633917,1,0,1,0,1,0
"('55.646238', '37.736419')",3.3448131751639396,0,0,0,1,0,1
"('55.627426', '37.720886')",5.525018899495867,0,0,0,0,1,0
"('55.64568', '37.739474')",3.4128131645891164,0,0,0,1,0,1
"('55.635762', '37.720861')",4.614524099246156,0,0,0,1,0,1
"('55.647498', '37.753973')",3.388355870882983,0,0,0,1,0,1
"('55.635741', '37.719316')",4.638243525525228,0,0,0,1,0,1
"('55.623265', '37.73173')",5.909486806509342,0,0,0,0,1,0
"('55.62505', '37.73676')",5.703849873260924,0,0,0,0,1,0
"('55.637932', '37.699283')",4.863678986993766,0,0,0,1,0,1
"('55.646462', '37.750083')",3.42890326092765,0,0,0,1,0,1
