coords,edu_uni_closest_km,edu_uni_less500m,edu_uni_0.5-1km,edu_uni_1-3km,edu_uni_3-5km,edu_uni_5-10km,edu_uni_10-15km
"('55.634812', '37.539715')",4.4576182693905,0,0,0,1,0,1
"('55.636621', '37.60549')",4.2723636420613555,0,0,0,1,0,1
"('55.636702', '37.310384')",14.028754587587855,0,0,0,0,0,1
"('55.63735', '37.532017')",4.467168164201061,0,0,0,1,0,1
"('55.637581', '37.428073')",7.440237805352749,0,0,0,0,1,0
"('55.63786', '37.429815')",7.335611893887438,0,0,0,0,1,0
"('55.63816', '37.756299')",4.423945929523521,0,0,0,1,0,1
"('55.638175', '37.531765')",4.401299828223685,0,0,0,1,0,1
"('55.640335', '37.309199')",13.96632443693527,0,0,0,0,0,1
"('55.640423', '37.61026')",3.890175206029175,0,0,0,1,0,1
"('55.640914', '37.526834')",4.302977234036502,0,0,0,1,0,1
"('55.641773', '37.362869')",10.746510299104992,0,0,0,0,0,1
"('55.641919', '37.677708')",4.901669326127014,0,0,0,1,0,1
"('55.64192', '37.523456')",4.176266213409849,0,0,0,1,0,1
"('55.642372', '37.672468')",4.646495463194708,0,0,0,1,0,1
"('55.642977', '37.393074')",8.966869022321543,0,0,0,0,1,0
"('55.64316', '37.602984')",3.5628825848390338,0,0,0,1,0,1
"('55.643465', '37.725496')",3.7161758480791685,0,0,0,1,0,1
"('55.643744', '37.492284')",4.3449869110064006,0,0,0,1,0,1
"('55.644206', '37.490551')",4.344070653307253,0,0,0,1,0,1
"('55.644755', '37.392553')",8.907817563102553,0,0,0,0,1,0
"('55.645367', '37.34869')",11.43244061430865,0,0,0,0,0,1
"('55.645553', '37.495779')",4.07320721254696,0,0,0,1,0,1
"('55.64566', '37.390603')",8.975386436567213,0,0,0,0,1,0
"('55.645893', '37.477022')",4.621367949126412,0,0,0,1,0,1
"('55.64664', '37.47969')",4.45591566661974,0,0,0,1,0,1
"('55.646868', '37.526555')",3.641660510653087,0,0,0,1,0,1
"('55.647204', '37.618641')",3.0506639630437036,0,0,0,1,0,1
"('55.647432', '37.38631')",9.1417169517247,0,0,0,0,1,0
"('55.647728', '37.65381')",3.4747579113811797,0,0,0,1,0,1
"('55.648148', '37.596435')",2.874294798179475,0,0,1,0,1,0
"('55.648794', '37.388188')",8.97385788479041,0,0,0,0,1,0
"('55.649276', '37.660215')",3.5633843262359184,0,0,0,1,0,1
"('55.649312', '37.717842')",3.2192371061443423,0,0,0,1,0,1
"('55.6495', '37.387846')",8.963947449313485,0,0,0,0,1,0
"('55.649571', '37.400135')",8.248707221402059,0,0,0,0,1,0
"('55.649901', '37.367419')",10.152635535967166,0,0,0,0,0,1
"('55.650583', '37.563543')",2.2656926761184906,0,0,1,0,1,0
"('55.650836', '37.597387')",2.654880154631345,0,0,1,0,1,0
"('55.651186', '37.483095')",3.9201969679461333,0,0,0,1,0,1
"('55.65161', '37.482018')",3.923817692998025,0,0,0,1,0,1
"('55.652156', '37.733769')",2.690605922152631,0,0,1,0,1,0
"('55.6522', '37.47304')",4.247561766768453,0,0,0,1,0,1
"('55.652486', '37.738243')",2.652026124244758,0,0,1,0,1,0
"('55.652796', '37.474192')",4.14940428693293,0,0,0,1,0,1
"('55.65313', '37.715218')",2.8986410072699345,0,0,1,0,1,0
"('55.654823', '37.409011')",7.506711859432577,0,0,0,0,1,0
"('55.655254', '37.473123')",4.006119240994169,0,0,0,1,0,1
"('55.655254', '37.609595')",2.33499921541552,0,0,1,0,1,0
"('55.65559', '37.469305')",4.161717081449533,0,0,0,1,0,1
"('55.6561864', '37.516193')",2.5968791855175977,0,0,1,0,1,0
"('55.656301', '37.413089')",7.207651346911666,0,0,0,0,1,0
"('55.656346', '37.424327')",6.551048801557324,0,0,0,0,1,0
"('55.65724', '37.494548')",2.9538733723520703,0,0,1,0,1,0
"('55.658124', '37.602005')",2.2681249677109707,0,0,1,0,1,0
"('55.658581', '37.744262')",2.0310014266172276,0,0,1,0,1,0
"('55.65868', '37.53109')",2.402169745626355,0,0,1,0,1,0
"('55.658683', '37.560377')",1.5017850786615181,0,0,1,0,1,0
"('55.658994', '37.5226097')",2.275159042626425,0,0,1,0,1,0
"('55.66017', '37.730724')",1.8275660466589652,0,0,1,0,1,0
"('55.660374', '37.602049')",2.1175584631255306,0,0,1,0,1,0
"('55.660531', '37.730895')",1.7860585721150226,0,0,1,0,1,0
"('55.660977', '37.514252')",2.08609414646385,0,0,1,0,1,0
"('55.661327', '37.509342')",2.1277883375659568,0,0,1,0,1,0
"('55.661394', '37.414212')",6.955068833839809,0,0,0,0,1,0
"('55.661496', '37.47147')",3.657726844716978,0,0,0,1,0,1
"('55.661526', '37.560932')",1.2187694616872244,0,0,1,0,1,0
"('55.661547', '37.473923')",3.5268599389093036,0,0,0,1,0,1
"('55.661547', '37.558113')",1.3310140964052806,0,0,1,0,1,0
"('55.661836', '37.516')",1.9738276621145567,0,0,1,0,1,0
"('55.6620528', '37.5125239')",1.9926863066486313,0,0,1,0,1,0
"('55.662434', '37.58476')",1.1446237829002641,0,0,1,0,1,0
"('55.662816', '37.471614')",3.5708619769239527,0,0,0,1,0,1
"('55.662964', '37.528217')",1.8940621093122734,0,0,1,0,1,0
"('55.663629', '37.73244')",1.4292589481817017,0,0,1,0,1,0
"('55.663639', '37.486679')",2.74808807594097,0,0,1,0,1,0
"('55.663918', '37.576187')",0.743113214742743,0,1,0,1,0,1
"('55.66534', '37.733338')",1.2321627036717526,0,0,1,0,1,0
"('55.665594', '37.547594')",1.6547150851083168,0,0,1,0,1,0
"('55.666086', '37.561688')",0.8279214018751474,0,1,0,1,0,1
"('55.666142', '37.511356')",1.5806705786310775,0,0,1,0,1,0
"('55.666589', '37.586518')",0.9374864302754141,0,1,0,1,0,1
"('55.666868', '37.505678')",1.6733733046633512,0,0,1,0,1,0
"('55.667657', '37.440226')",5.1889262439459545,0,0,0,0,1,0
"('55.668021', '37.508741')",1.4625816408041923,0,0,1,0,1,0
"('55.668386', '37.56379')",0.5901335493929718,0,1,0,1,0,1
"('55.668909', '37.583418')",0.6626412272591982,0,1,0,1,0,1
"('55.669544', '37.78783')",3.312064203626579,0,0,0,1,0,1
"('55.669712', '37.439957')",5.151220208759926,0,0,0,0,1,0
"('55.669899', '37.515371')",1.102840333613551,0,0,1,0,1,0
"('55.670242', '37.610332')",1.0197562220706586,0,0,1,0,1,0
"('55.67065', '37.6115')",0.9336033996895056,0,1,0,1,0,1
"('55.671031', '37.460421')",3.864445658608759,0,0,0,1,0,1
"('55.6714126', '37.5485865')",1.0769657550081275,0,0,1,0,1,0
"('55.671494', '37.599518')",1.6188451344684829,0,0,1,0,1,0
"('55.671555', '37.78962')",3.3796334412321367,0,0,0,1,0,1
"('55.6726', '37.464283')",3.587291122188847,0,0,0,1,0,1
"('55.67278', '37.619144')",0.3975251906667397,1,0,1,0,1,0
"('55.672905', '37.524318')",0.7632567100063954,0,1,0,1,0,1
"('55.673138', '37.66627')",2.5921137028550327,0,0,1,0,1,0
"('55.67335', '37.51068')",0.9083892733626586,0,1,0,1,0,1
"('55.6736287', '37.4948009')",1.7166363673696647,0,0,1,0,1,0
"('55.674118', '37.507008')",1.019385667334696,0,0,1,0,1,0
"('55.674671', '37.487712')",2.1007613627634223,0,0,1,0,1,0
"('55.675529', '37.598618')",1.6403978663299457,0,0,1,0,1,0
"('55.675798', '37.443982')",4.796550679654722,0,0,0,1,0,1
"('55.6758988', '37.4906266')",1.8896496536144058,0,0,1,0,1,0
"('55.676154', '37.536131')",0.6151872893546628,0,1,0,1,0,1
"('55.67638', '37.642')",1.078444736346959,0,0,1,0,1,0
"('55.676585', '37.634092')",0.5980562272491313,0,1,0,1,0,1
"('55.6773', '37.50356')",1.0619787111016823,0,0,1,0,1,0
"('55.677539', '37.634398')",0.6561958664582737,0,1,0,1,0,1
"('55.677837', '37.763638')",1.7117638409127547,0,0,1,0,1,0
"('55.678169', '37.580939')",0.9763008620668548,0,1,0,1,0,1
"('55.678382', '37.599301')",1.6455218056322942,0,0,1,0,1,0
"('55.678707', '37.634631')",0.735381569742801,0,1,0,1,0,1
"('55.678768', '37.578702')",0.975922532334303,0,1,0,1,0,1
"('55.679245', '37.685055')",3.2386303211268253,0,0,0,1,0,1
"('55.67928', '37.542428')",0.12702997052287926,1,0,1,0,1,0
"('55.6794626', '37.6953989')",2.5948985319305464,0,0,1,0,1,0
"('55.68027', '37.515191')",0.3047256921092391,1,0,1,0,1,0
"('55.68032', '37.45746')",3.929671106002249,0,0,0,1,0,1
"('55.68032', '37.72457')",0.849597196404141,0,1,0,1,0,1
"('55.680935', '37.75373')",1.1864356991073133,0,0,1,0,1,0
"('55.681047', '37.551088')",0.40906820728402365,1,0,1,0,1,0
"('55.681067', '37.48296')",2.330045450559781,0,0,1,0,1,0
"('55.681163', '37.610233')",1.1477538668201617,0,0,1,0,1,0
"('55.6811648', '37.5948427')",1.8024737659833563,0,0,1,0,1,0
"('55.681194', '37.527696')",0.4580359022416045,1,0,1,0,1,0
"('55.681275', '37.718238')",1.2529571195731706,0,0,1,0,1,0
"('55.681387', '37.674445')",3.1895135469092755,0,0,0,1,0,1
"('55.682645', '37.637434')",1.1602963518415677,0,0,1,0,1,0
"('55.682674', '37.650345')",1.8101533671982803,0,0,1,0,1,0
"('55.682747', '37.489356')",1.9527472578932077,0,0,1,0,1,0
"('55.683239', '37.530939')",0.7428393967677928,0,1,0,1,0,1
"('55.683407', '37.555355')",0.7011397605225853,0,1,0,1,0,1
"('55.6834388', '37.6950682')",2.7059286630124704,0,0,1,0,1,0
"('55.683518', '37.530256')",0.7242141224690167,0,1,0,1,0,1
"('55.683563', '37.67088')",3.0391919427245004,0,0,0,1,0,1
"('55.6836471', '37.6983498')",2.515768070524798,0,0,1,0,1,0
"('55.68402', '37.656307')",2.211757949303821,0,0,1,0,1,0
"('55.684366', '37.533993')",0.6429415946028699,0,1,0,1,0,1
"('55.684396', '37.695519')",2.7110840159506404,0,0,1,0,1,0
"('55.6846329', '37.6990343')",2.5120127573830406,0,0,1,0,1,0
"('55.684772', '37.585404')",1.7577110682244184,0,0,1,0,1,0
"('55.684975', '37.49206')",1.8491877876456853,0,0,1,0,1,0
"('55.685158', '37.68641')",3.230939404315295,0,0,0,1,0,1
"('55.685234', '37.921005')",11.645069905330478,0,0,0,0,0,1
"('55.685477', '37.593345')",2.088697527525659,0,0,1,0,1,0
"('55.686366', '37.582152')",1.8462534248121623,0,0,1,0,1,0
"('55.686504', '37.681038')",3.407761939540414,0,0,0,1,0,1
"('55.686579', '37.676933')",3.512172726296986,0,0,0,1,0,1
"('55.686985', '37.589733')",2.1029485997554396,0,0,1,0,1,0
"('55.688862', '37.684416')",3.08502831043023,0,0,0,1,0,1
"('55.6895027', '37.655056')",2.489514312696634,0,0,1,0,1,0
"('55.689563', '37.561949')",1.4003996188025067,0,0,1,0,1,0
"('55.689725', '37.854746')",7.5793662652223,0,0,0,0,1,0
"('55.690258', '37.495583')",1.9319627728472344,0,0,1,0,1,0
"('55.6907642', '37.6558984')",2.622246366178161,0,0,1,0,1,0
"('55.690821', '37.858824')",7.85482873116461,0,0,0,0,1,0
"('55.692024', '37.467509')",3.571829596030699,0,0,0,1,0,1
"('55.692317', '37.531551')",1.4347800295046664,0,0,1,0,1,0
"('55.692851', '37.562766')",1.6897514367211373,0,0,1,0,1,0
"('55.693145', '37.546525')",1.27917634106591,0,0,1,0,1,0
"('55.693957', '37.585098')",2.4318604223103306,0,0,1,0,1,0
"('55.694096', '37.81723')",5.438378061185596,0,0,0,0,1,0
"('55.694114', '37.665183')",3.024633742692789,0,0,0,1,0,1
"('55.69426', '37.457592')",4.2432602880564785,0,0,0,1,0,1
"('55.694322', '37.63676')",1.4875988765530455,0,0,1,0,1,0
"('55.694435', '37.602634')",1.4936565967932618,0,0,1,0,1,0
"('55.695195', '37.530229')",1.7493832109737935,0,0,1,0,1,0
"('55.695246', '37.85073')",7.478218566942081,0,0,0,0,1,0
"('55.69553', '37.56943')",2.195249581585647,0,0,1,0,1,0
"('55.695611', '37.47351')",3.416046529133655,0,0,0,1,0,1
"('55.696037', '37.460421')",4.162115519259427,0,0,0,1,0,1
"('55.696123', '37.469817')",3.6448165398371555,0,0,0,1,0,1
"('55.696161', '37.476761')",3.2769777864585454,0,0,0,1,0,1
"('55.6968553', '37.6359431')",1.2589765051490032,0,0,1,0,1,0
"('55.697179', '37.512577')",1.9975138028022152,0,0,1,0,1,0
"('55.697238', '37.476732')",3.347087410125525,0,0,0,1,0,1
"('55.69731', '37.473725')",3.506779556546529,0,0,0,1,0,1
"('55.697453', '37.633976')",1.1211703362020895,0,0,1,0,1,0
"('55.697853', '37.944029')",11.85792933195153,0,0,0,0,0,1
"('55.698208', '37.647504')",1.8234920952466072,0,0,1,0,1,0
"('55.698285', '37.497872')",2.492021495210126,0,0,1,0,1,0
"('55.698437', '37.942906')",11.762894542143155,0,0,0,0,0,1
"('55.698477', '37.625999')",0.7046844407831327,0,1,0,1,0,1
"('55.698589', '37.825856')",6.130021910358584,0,0,0,0,1,0
"('55.69868', '37.92679')",11.127268627406794,0,0,0,0,0,1
"('55.6988237', '37.6385601')",1.2795916974459558,0,0,1,0,1,0
"('55.698874', '37.468312')",3.8865666994695993,0,0,0,1,0,1
"('55.69899', '37.928253')",11.152667395527272,0,0,0,0,0,1
"('55.699287', '37.74525')",1.272346055768779,0,0,1,0,1,0
"('55.699558', '37.631101')",0.8343062964919361,0,1,0,1,0,1
"('55.699886', '37.500745')",2.550901303646505,0,0,1,0,1,0
"('55.700104', '37.468034')",3.9778425230513874,0,0,0,1,0,1
"('55.700645', '37.930508')",11.088356621316667,0,0,0,0,0,1
"('55.7008162', '37.768386')",2.6374472779553426,0,0,1,0,1,0
"('55.700983', '37.493479')",2.896177066321948,0,0,1,0,1,0
"('55.70108', '37.661356')",2.5986237912274937,0,0,1,0,1,0
"('55.701262', '37.651583')",1.9870882385540862,0,0,1,0,1,0
"('55.70128', '37.642654')",1.4341184084686287,0,0,1,0,1,0
"('55.701516', '37.948898')",11.7467616102449,0,0,0,0,0,1
"('55.7016804', '37.4925216')",2.994329005565715,0,0,1,0,1,0
"('55.701708', '37.512237')",2.492778170436757,0,0,1,0,1,0
"('55.701775', '37.663404')",2.7184823009258805,0,0,1,0,1,0
"('55.702296', '37.781559')",3.446842893301877,0,0,0,1,0,1
"('55.702307', '37.515093')",2.5266736628733364,0,0,1,0,1,0
"('55.702312', '37.640633')",1.288946343744189,0,0,1,0,1,0
"('55.702901', '37.491251')",3.1514260058998405,0,0,0,1,0,1
"('55.702926', '37.67855')",2.95855832809151,0,0,1,0,1,0
"('55.703022', '37.81619')",5.619859457785335,0,0,0,0,1,0
"('55.70323', '37.670753')",3.1692560542961,0,0,0,1,0,1
"('55.703373', '37.943616')",11.371965066522515,0,0,0,0,0,1
"('55.703599', '37.516463')",2.6591568001762145,0,0,1,0,1,0
"('55.703976', '37.923798')",10.539019799019558,0,0,0,0,0,1
"('55.704103', '37.565021')",2.8067960596664947,0,0,1,0,1,0
"('55.704413', '37.503352')",2.9414038257688104,0,0,1,0,1,0
"('55.70442', '37.77749')",3.1860216584266965,0,0,0,1,0,1
"('55.704524', '37.615371')",0.2659953962933925,1,0,1,0,1,0
"('55.704981', '37.501618')",3.040417112679811,0,0,0,1,0,1
"('55.706715', '37.615067')",0.40743944378082986,1,0,1,0,1,0
"('55.707295', '37.456822')",5.020285705433747,0,0,0,0,1,0
"('55.707365', '37.57775')",2.6516348323861316,0,0,1,0,1,0
"('55.707623', '37.768561')",2.6547421198208774,0,0,1,0,1,0
"('55.707745', '37.671875')",3.261180408078331,0,0,0,1,0,1
"('55.707841', '37.655472')",2.242740676096157,0,0,1,0,1,0
"('55.708663', '37.590255')",1.909909992092315,0,0,1,0,1,0
"('55.708785', '37.676807')",3.112067601999393,0,0,0,1,0,1
"('55.709028', '37.620761')",0.5253426834131527,0,1,0,1,0,1
"('55.70927', '37.61811')",0.5691384272915054,0,1,0,1,0,1
"('55.709424', '37.817735')",5.747207888311696,0,0,0,0,1,0
"('55.709713', '37.679412')",2.971344717540852,0,0,1,0,1,0
"('55.7100458', '37.6088908')",0.9440372381505754,0,1,0,1,0,1
"('55.7100596', '37.3993136')",8.304495090546895,0,0,0,0,1,0
"('55.710094', '37.65888')",2.506781427826307,0,0,1,0,1,0
"('55.710106', '37.679943')",2.9485636121736065,0,0,1,0,1,0
"('55.7106908', '37.5980618')",1.5379502004564691,0,0,1,0,1,0
"('55.710692', '37.607448')",1.0591353288404861,0,0,1,0,1,0
"('55.712452', '37.940418')",10.491351499970321,0,0,0,0,0,1
"('55.7125233', '37.5968509')",1.7086255957454626,0,0,1,0,1,0
"('55.71271', '37.644478')",1.782139065885146,0,0,1,0,1,0
"('55.712766', '37.528064')",2.7609287162867053,0,0,1,0,1,0
"('55.71304', '37.500944')",3.3271028903709747,0,0,0,1,0,1
"('55.7131028', '37.9460569')",10.689700046209577,0,0,0,0,0,1
"('55.713135', '37.618526')",0.9885251322330759,0,1,0,1,0,1
"('55.713441', '37.721292')",1.0504845438940278,0,0,1,0,1,0
"('55.7135459', '37.4365861')",6.456167169743412,0,0,0,0,1,0
"('55.7137', '37.621838')",1.0490768381245088,0,0,1,0,1,0
"('55.713725', '37.520222')",2.7375794478705635,0,0,1,0,1,0
"('55.713796', '37.483939')",3.980797984839782,0,0,0,1,0,1
"('55.713968', '37.405121')",8.166251131905863,0,0,0,0,1,0
"('55.7140296', '37.4352823')",6.554141897046113,0,0,0,0,1,0
"('55.714191', '37.670914')",2.959826933436978,0,0,1,0,1,0
"('55.714206', '37.505355')",3.0653266989242067,0,0,0,1,0,1
"('55.714546', '37.436319')",6.494297015750452,0,0,0,0,1,0
"('55.714699', '37.504701')",3.0414902121199683,0,0,0,1,0,1
"('55.71482', '37.750029')",1.8892430040100163,0,0,1,0,1,0
"('55.714883', '37.4332517')",6.656985086455191,0,0,0,0,1,0
"('55.714891', '37.477399')",4.2233580966249225,0,0,0,1,0,1
"('55.7149838', '37.474807')",4.34926983698206,0,0,0,1,0,1
"('55.715469', '37.521111')",2.5355782472338877,0,0,1,0,1,0
"('55.71548', '37.479034')",4.101769075347729,0,0,0,1,0,1
"('55.715626', '37.410106')",7.981381642465577,0,0,0,0,1,0
"('55.715839', '37.434361')",6.552127702354467,0,0,0,0,1,0
"('55.715961', '37.751026')",2.0191480632988905,0,0,1,0,1,0
"('55.7164084', '37.6343347')",1.608317268522198,0,0,1,0,1,0
"('55.7166', '37.50902')",2.7175191491221837,0,0,1,0,1,0
"('55.716671', '37.751071')",2.0740110184094602,0,0,1,0,1,0
"('55.71675', '37.57678')",3.0356381055657318,0,0,0,1,0,1
"('55.71697', '37.500816')",2.984795282375733,0,0,1,0,1,0
"('55.717188', '37.619522')",1.4340998385836095,0,0,1,0,1,0
"('55.71729', '37.6213')",1.4457980093428509,0,0,1,0,1,0
"('55.717295', '37.595097')",2.128238271626683,0,0,1,0,1,0
"('55.7174103', '37.7821036')",3.780750102173874,0,0,0,1,0,1
"('55.717579', '37.594225')",2.189723960615272,0,0,1,0,1,0
"('55.717752', '37.4298685')",6.741167072456333,0,0,0,0,1,0
"('55.7178871', '37.4265829')",6.931452137713491,0,0,0,0,1,0
"('55.718096', '37.666072')",2.4526573124466338,0,0,1,0,1,0
"('55.7181046', '37.3990861')",8.542123229319744,0,0,0,0,1,0
"('55.718624', '37.637337')",1.918170634113903,0,0,1,0,1,0
"('55.718633', '37.623214')",1.6042706919286664,0,0,1,0,1,0
"('55.718659', '37.576807')",3.138721664191127,0,0,0,1,0,1
"('55.71883', '37.477623')",3.9655314327348328,0,0,0,1,0,1
"('55.718884', '37.634678')",1.8555940959710036,0,0,1,0,1,0
"('55.719009', '37.414993')",7.5894511755846,0,0,0,0,1,0
"('55.719054', '37.429007')",6.7459039177660545,0,0,0,0,1,0
"('55.7191524', '37.8311864')",6.7378618971328965,0,0,0,0,1,0
"('55.719395', '37.820908')",6.156583192151969,0,0,0,0,1,0
"('55.719433', '37.656871')",2.2096193820516983,0,0,1,0,1,0
"('55.71947', '37.694398')",2.598108813714602,0,0,1,0,1,0
"('55.719585', '37.660656')",2.2167018182114284,0,0,1,0,1,0
"('55.719683', '37.578343')",3.118655019085672,0,0,0,1,0,1
"('55.720078', '37.90309')",8.323640871889063,0,0,0,0,1,0
"('55.720121', '37.690686')",2.8245301105818035,0,0,1,0,1,0
"('55.720184', '37.431442')",6.561801697753855,0,0,0,0,1,0
"('55.7202015', '37.6935129')",2.6933307098841133,0,0,1,0,1,0
"('55.7206172', '37.6935138')",2.7237855276665033,0,0,1,0,1,0
"('55.720717', '37.424947')",6.935723257469239,0,0,0,0,1,0
"('55.720864', '37.725604')",1.835970644647862,0,0,1,0,1,0
"('55.720986', '37.46564')",4.519210657857692,0,0,0,1,0,1
"('55.7210103', '37.6935982')",2.749107543889056,0,0,1,0,1,0
"('55.721077', '37.62157')",1.8070715379760456,0,0,1,0,1,0
"('55.721255', '37.902931')",8.21257509888884,0,0,0,0,1,0
"('55.721264', '37.653873')",2.0051342898595705,0,0,1,0,1,0
"('55.721483', '37.62634')",1.7039273992517767,0,0,1,0,1,0
"('55.72177', '37.398384')",8.214645708178594,0,0,0,0,1,0
"('55.721807', '37.51361')",2.0728090260046073,0,0,1,0,1,0
"('55.721873', '37.573977')",3.081665612408186,0,0,0,1,0,1
"('55.722034', '37.47316')",4.041812846593807,0,0,0,1,0,1
"('55.72214', '37.61857')",1.7579516116582055,0,0,1,0,1,0
"('55.722157', '37.584721')",2.9741454224839106,0,0,1,0,1,0
"('55.722233', '37.61309')",1.9095437983602221,0,0,1,0,1,0
"('55.72237', '37.611015')",1.9704191198836953,0,0,1,0,1,0
"('55.722527', '37.613503')",1.8679924943530775,0,0,1,0,1,0
"('55.722565', '37.612667')",1.8931732277786526,0,0,1,0,1,0
"('55.72275', '37.895511')",7.804156416448524,0,0,0,0,1,0
"('55.7228', '37.868526')",6.967936237365982,0,0,0,0,1,0
"('55.722857', '37.780176')",3.954410354514693,0,0,0,1,0,1
"('55.723014', '37.434711')",6.27595700150237,0,0,0,0,1,0
"('55.723014', '37.62563')",1.5410431011528898,0,0,1,0,1,0
"('55.72303', '37.613747')",1.8125843631218177,0,0,1,0,1,0
"('55.7232502', '37.4704095')",4.143268879028026,0,0,0,1,0,1
"('55.723252', '37.563521')",2.548814214999082,0,0,1,0,1,0
"('55.723366', '37.558006')",2.28119007604395,0,0,1,0,1,0
"('55.723592', '37.527256')",1.5692593057205468,0,0,1,0,1,0
"('55.723643', '37.780051')",3.994836070409747,0,0,0,1,0,1
"('55.723719', '37.452103')",5.205205049951079,0,0,0,0,1,0
"('55.723876', '37.777149')",3.8581164830940504,0,0,0,1,0,1
"('55.724211', '37.580265')",2.945197246963153,0,0,1,0,1,0
"('55.724271', '37.44691')",5.499985376257338,0,0,0,0,1,0
"('55.724611', '37.530463')",1.4354292788992373,0,0,1,0,1,0
"('55.724996', '37.41546')",7.379856336238623,0,0,0,0,1,0
"('55.725143', '37.62175')",1.3732790290536248,0,0,1,0,1,0
"('55.725184', '37.772891')",3.731911214546893,0,0,0,1,0,1
"('55.725433', '37.432655')",6.336560722284659,0,0,0,0,1,0
"('55.725478', '37.743345')",2.592300277993593,0,0,1,0,1,0
"('55.726198', '37.766118')",3.490919731387172,0,0,0,1,0,1
"('55.7262713', '37.6758841')",1.93149329045449,0,0,1,0,1,0
"('55.7263668', '37.741592')",2.6392419369417124,0,0,1,0,1,0
"('55.7263761', '37.6769525')",1.9671383921522922,0,0,1,0,1,0
"('55.72662', '37.753174')",3.01040800472757,0,0,0,1,0,1
"('55.726853', '37.749696')",2.9148689182019316,0,0,1,0,1,0
"('55.726894', '37.574345')",2.646159389543651,0,0,1,0,1,0
"('55.72729', '37.63783')",1.1695158615282804,0,0,1,0,1,0
"('55.727384', '37.652382')",1.3339571925697549,0,0,1,0,1,0
"('55.727455', '37.45036')",5.201834206783833,0,0,0,0,1,0
"('55.7278', '37.634047')",1.0305735037303845,0,0,1,0,1,0
"('55.727947', '37.630751')",0.9763879045102256,0,1,0,1,0,1
"('55.728515', '37.737587')",2.785943028029762,0,0,1,0,1,0
"('55.728601', '37.527867')",1.0143348745923348,0,0,1,0,1,0
"('55.72923', '37.417724')",6.89448485312867,0,0,0,0,1,0
"('55.72961', '37.570474')",2.258225602800227,0,0,1,0,1,0
"('55.729818', '37.762201')",3.6305350741231246,0,0,0,1,0,1
"('55.73002', '37.633652')",0.787651025840872,0,1,0,1,0,1
"('55.730431', '37.574067')",2.346394949385525,0,0,1,0,1,0
"('55.730948', '37.64401')",1.1043530975280185,0,0,1,0,1,0
"('55.730957', '37.67653')",1.520022993152038,0,0,1,0,1,0
"('55.730995', '37.58041')",2.1952774485631807,0,0,1,0,1,0
"('55.731024', '37.623097')",0.7462303840502215,0,1,0,1,0,1
"('55.731212', '37.415442')",6.766065283089744,0,0,0,0,1,0
"('55.7315262', '37.5863649')",2.1114803845728427,0,0,1,0,1,0
"('55.731992', '37.672756')",1.316338153899002,0,0,1,0,1,0
"('55.732037', '37.622547')",0.6754005960619889,0,1,0,1,0,1
"('55.732063', '37.419395')",6.565811750203431,0,0,0,0,1,0
"('55.732839', '37.461867')",4.384395308102831,0,0,0,1,0,1
"('55.733443', '37.671094')",1.1286662434441066,0,0,1,0,1,0
"('55.73348', '37.632584')",0.4056653128303257,1,0,1,0,1,0
"('55.733624', '37.654448')",0.6291044933733156,0,1,0,1,0,1
"('55.733696', '37.620052')",0.6779577529353884,0,1,0,1,0,1
"('55.733795', '37.614033')",1.0207769265512245,0,0,1,0,1,0
"('55.733964', '37.620905')",0.616625103803703,0,1,0,1,0,1
"('55.734139', '37.740579')",3.4395400837979406,0,0,0,1,0,1
"('55.734202', '37.618866')",0.7203043311851467,0,1,0,1,0,1
"('55.734324', '37.5267398')",0.4576693916779589,1,0,1,0,1,0
"('55.734385', '37.525342')",0.513429022040105,0,1,0,1,0,1
"('55.734653', '37.744503')",3.5676561119867514,0,0,0,1,0,1
"('55.734805', '37.668156')",0.927872642472238,0,1,0,1,0,1
"('55.734897', '37.638818')",0.591092050829232,0,1,0,1,0,1
"('55.734973', '37.571013')",1.871692986560782,0,0,1,0,1,0
"('55.735084', '37.698834')",2.276317958568666,0,0,1,0,1,0
"('55.735505', '37.635593')",0.3798209620199544,1,0,1,0,1,0
"('55.73554', '37.626556')",0.222287214584804,1,0,1,0,1,0
"('55.7355913', '37.5720679')",1.8658196424219229,0,0,1,0,1,0
"('55.735738', '37.499435')",2.0026215791363757,0,0,1,0,1,0
"('55.735941', '37.583598')",1.6247789213537012,0,0,1,0,1,0
"('55.736047', '37.672765')",0.9091881106247602,0,1,0,1,0,1
"('55.736265', '37.456585')",4.684137032506448,0,0,0,1,0,1
"('55.73635', '37.588505')",1.5839461217420852,0,0,1,0,1,0
"('55.736458', '37.599678')",1.787720695139773,0,0,1,0,1,0
"('55.736477', '37.422367')",6.0437118246153325,0,0,0,0,1,0
"('55.736508', '37.522054')",0.586559837068425,0,1,0,1,0,1
"('55.736878', '37.56936')",1.6648985640723546,0,0,1,0,1,0
"('55.736883', '37.617105')",0.7633764435227629,0,1,0,1,0,1
"('55.736909', '37.62599')",0.20585157382349162,1,0,1,0,1,0
"('55.737431', '37.632969')",0.16938550653382412,1,0,1,0,1,0
"('55.737507', '37.518371')",0.8005388757671925,0,1,0,1,0,1
"('55.737568', '37.631748')",0.09918220813277089,1,0,1,0,1,0
"('55.738049', '37.625873')",0.2321411730374253,1,0,1,0,1,0
"('55.73829', '37.710342')",2.866955537041114,0,0,1,0,1,0
"('55.738308', '37.64216')",0.7548924856685972,0,1,0,1,0,1
