coords,moscow_stations_closest_km,moscow_stations_less500m,moscow_stations_0.5-1km,moscow_stations_1-3km,moscow_stations_3-5km,moscow_stations_5-10km,moscow_stations_10-15km
"('55.717731', '37.734093')",0.956684042311343,0,2,14,23,108,112
"('55.718903', '37.7388')",1.1579460409307059,0,0,16,22,108,107
"('55.727474', '37.736286')",0.6501549405699226,0,2,13,24,111,109
"('55.73296', '37.717115')",0.7821288978303205,0,3,13,28,115,115
"('55.72817', '37.738764')",0.715765727858291,0,3,12,25,108,109
"('55.726041', '37.745654')",0.4347190756942917,1,0,13,25,102,113
"('55.726041', '37.745654')",0.4347190756942917,1,0,13,25,102,113
"('55.728004', '37.734947')",0.5506433544592075,0,2,11,26,109,111
"('55.72642', '37.741413')",0.6869630667280386,0,3,11,28,101,115
"('55.729224', '37.738252')",0.6273088671200294,0,3,11,26,108,109
"('55.728004', '37.734947')",0.5506433544592075,0,2,11,26,109,111
"('55.612017', '37.411121')",1.2228430376263433,0,0,2,5,31,55
"('55.750738', '37.682323')",0.4156544594627768,2,1,18,45,119,130
"('55.666127', '37.508589')",0.9490826458132925,0,1,9,14,73,124
"('55.673783', '37.50434')",0.30833751608453225,2,0,10,13,77,123
"('55.673046', '37.51035')",0.532645183469729,0,3,8,16,77,128
"('55.667061', '37.507699')",0.9617178797916607,0,1,9,14,75,125
"('55.6737', '37.538063')",1.088602443474686,0,0,9,16,87,139
"('55.667061', '37.507699')",0.9617178797916607,0,1,9,14,75,125
"('55.680641', '37.51644')",0.8739910810326446,0,2,10,15,89,124
"('55.686726', '37.538943')",0.7821617173538238,0,1,9,19,102,133
"('55.673126', '37.5131')",0.6575024888780172,0,3,8,16,78,128
"('55.67047', '37.509308')",0.7391986397693909,0,3,7,16,74,128
"('55.666858', '37.518812')",0.3922874001617304,1,0,8,15,75,129
"('55.658813', '37.493156')",0.8082658856943598,0,1,7,16,61,115
"('55.677275', '37.53738')",1.2660818716078936,0,0,9,16,88,137
"('55.671377', '37.513565')",0.5690179769802398,0,3,7,16,77,127
"('55.672636', '37.514724')",0.5640750793976429,0,3,8,16,77,131
"('55.669569', '37.507672')",0.8010441805275181,0,3,6,17,74,127
"('55.67694', '37.539266')",1.2254398111156346,0,0,9,16,87,140
"('55.673783', '37.50434')",0.30833751608453225,2,0,10,13,77,123
"('55.6588197', '37.4942433')",0.8637220440270967,0,1,7,16,61,116
"('55.674996', '37.530732')",0.788191348527558,0,1,8,20,81,141
"('55.669711', '37.513431')",0.55066103172513,0,3,7,16,76,127
"('55.673126', '37.5131')",0.6575024888780172,0,3,8,16,78,128
"('55.660362', '37.51678')",1.1068080770163673,0,0,8,12,71,127
"('55.6718818', '37.5090102')",0.5895456125842984,0,3,8,15,76,126
"('55.682808', '37.531478')",1.182513159383298,0,0,13,12,94,130
"('55.677895', '37.535763')",1.2401675649027566,0,0,9,18,86,138
"('55.752186', '37.83015')",0.9772387482834758,0,2,5,12,58,93
"('55.74846', '37.818634')",0.4913443830436831,2,0,7,11,64,94
"('55.779433', '37.827634')",2.4317495919254783,0,0,1,10,51,95
"('55.748837', '37.811672')",0.4204795206028563,2,0,6,16,68,99
"('55.739693', '37.862778')",0.6087291975977667,0,1,1,15,40,72
"('55.778664', '37.834938')",2.8356722209380814,0,0,1,10,46,94
"('55.781484', '37.832836')",2.5435368507592044,0,0,1,9,48,95
"('55.74152', '37.82997')",1.5352472792923229,0,0,8,12,59,92
"('55.742966', '37.80091')",0.5055500011376285,0,1,8,16,71,102
"('55.74059', '37.85056')",0.985723385408005,0,1,3,19,42,86
"('55.7564', '37.80276')",0.8753714315133655,0,2,3,20,64,106
"('55.75703', '37.795268')",0.9669161876762292,0,2,4,24,59,116
"('55.743928', '37.874464')",0.6670893877388565,0,1,2,11,39,63
"('55.739693', '37.862778')",0.6087291975977667,0,1,1,15,40,72
"('55.740036', '37.83068')",1.6931480069170177,0,0,8,12,59,90
"('55.73862', '37.851765')",1.0574291134058633,0,0,4,18,44,84
"('55.75447', '37.80233')",0.8087718212447129,0,2,3,19,66,104
"('55.76648', '37.825417')",1.7253893604242878,0,0,3,8,57,93
"('55.74824', '37.816396')",0.459284607923712,2,0,6,13,67,91
"('55.779201', '37.826538')",2.4001826678458875,0,0,1,11,49,98
"('55.760287', '37.800353')",1.2656841950997886,0,0,5,17,65,106
"('55.749817', '37.821426')",0.5069688461177451,0,2,5,14,62,91
"('55.73973', '37.827213')",1.6024291116234377,0,0,10,11,63,90
"('55.751015', '37.82565')",0.707869450610865,0,2,5,13,57,95
"('55.782233', '37.835692')",2.6498274433166134,0,0,1,9,46,92
"('55.772279', '37.834183')",2.548041609183944,0,0,3,8,52,91
"('55.75541', '37.79994')",0.9851853935083441,0,2,3,20,65,108
"('55.770011', '37.833491')",2.307474852874381,0,0,3,8,54,92
"('55.77792', '37.820385')",2.2574507107239596,0,0,4,9,52,102
"('55.754604', '37.80311')",0.7673101491153999,0,2,3,19,66,104
"('55.738505', '37.869343')",0.8072872036328891,0,1,2,14,39,69
"('55.757364', '37.806901')",0.7474817948376707,0,2,3,19,63,104
"('55.743404', '37.862354')",0.2181216671579359,1,1,2,15,40,74
"('55.734461', '37.85073')",1.4514461380154284,0,0,4,17,42,85
"('55.73688', '37.847927')",1.3660134858601545,0,0,4,17,44,86
"('55.773682', '37.820457')",2.4158997621018883,0,0,4,9,53,102
"('55.73665', '37.84676')",1.437862182426621,0,0,6,15,46,86
"('55.765764', '37.8266485')",1.6857086572579723,0,0,3,8,57,91
"('55.7387466', '37.8320931')",1.8613652441656272,0,0,8,13,58,91
"('55.745022', '37.87043')",0.40068472505964936,1,0,3,10,41,65
"('55.73815', '37.86715')",0.799286667964093,0,1,1,15,38,72
"('55.740527', '37.85559')",0.7369958631264117,0,1,3,17,44,80
"('55.7254379', '37.8614816')",2.0136608992067684,0,0,8,11,43,72
"('55.738525', '37.834462')",1.9628344105353375,0,0,8,13,57,87
"('55.7254379', '37.8614816')",2.0136608992067684,0,0,8,11,43,72
"('55.7315', '37.85038')",1.7420267940682088,0,0,5,16,43,83
"('55.740892', '37.630239')",0.1774310117716502,2,1,30,36,134,128
"('55.73555', '37.637596')",0.6504178211336679,0,3,26,38,132,129
"('55.742093', '37.616378')",0.600229589413655,0,4,28,37,138,119
"('55.740436', '37.626088')",0.04382717630448082,2,1,31,36,136,126
"('55.74114', '37.619205')",0.40575009512778903,2,1,31,34,140,118
"('55.74471', '37.635912')",0.4900564730158455,1,1,34,30,139,118
"('55.740928', '37.622118')",0.22131134895061674,2,1,32,32,142,119
"('55.643983', '37.343532')",0.9170547594286965,0,1,5,7,21,46
"('55.636001', '37.311238')",1.15025772833326,0,0,4,5,19,36
"('55.625339', '37.312526')",0.9123228551209719,0,1,4,4,19,33
"('55.603458', '37.3770532')",1.9667858404223206,0,0,1,5,21,49
"('55.626594', '37.343919')",0.9530804349849434,0,1,4,7,18,45
"('55.661176', '37.368092')",1.0569595146889343,0,0,5,6,36,53
"('55.6030912', '37.3769706')",1.9671155953598156,0,0,1,5,21,49
"('55.603919', '37.358633')",3.126304757440975,0,0,0,8,16,44
"('55.5322084', '37.4568026')",3.1909117492982304,0,0,0,4,12,29
"('55.607799', '37.41343')",0.812955258530494,0,1,2,3,30,54
"('55.65532', '37.398024')",0.8277081025920904,0,2,4,9,42,62
"('55.94631', '37.343082')",0.7349152564363882,0,1,2,2,4,33
"('55.947304', '37.34489')",0.8930549359751517,0,1,2,2,4,29
"('55.779975', '37.615722')",0.9088791719294937,0,2,30,35,131,125
"('55.779975', '37.615722')",0.9088791719294937,0,2,30,35,131,125
"('55.757214', '37.64955')",0.6144094172913546,0,3,34,37,129,125
"('55.769271', '37.604996')",0.4099140292219534,3,1,35,37,136,125
"('55.729224', '37.738252')",0.6273088671200294,0,3,11,26,108,109
"('55.623342', '37.491817')",1.0257795270120915,0,0,3,9,51,74
"('55.676519', '37.539715')",1.1742857284658166,0,0,9,16,87,140
"('55.678879', '37.541036')",1.2950661636186416,0,0,9,17,91,135
"('55.672448', '37.563629')",0.5851350177163371,0,2,8,17,96,133
"('55.679306', '37.571201')",0.5711845945018069,0,2,6,23,101,136
"('55.65885', '37.56918')",0.44973024911394094,1,0,8,14,75,139
"('55.676813', '37.5738129')",0.7121734012407704,0,1,7,19,98,139
"('55.668655', '37.537523')",0.9741704152797742,0,1,8,16,79,142
"('55.6706116', '37.5612752')",0.43088581374829127,1,1,7,18,93,134
"('55.672255', '37.577238')",1.1010641263620224,0,0,12,13,102,132
"('55.671529', '37.474821')",1.0613677122977265,0,0,11,10,72,108
"('55.659286', '37.465084')",1.198008381460355,0,0,4,17,53,103
"('55.680118', '37.451564')",0.3890525351386271,1,0,7,10,68,100
"('55.681006', '37.45292')",0.3056016411469363,1,0,7,10,70,103
"('55.6605794', '37.4535896')",1.0583509621465808,0,0,6,12,55,90
"('55.655361', '37.4702882')",1.062508265863737,0,0,3,17,53,103
"('55.681006', '37.45292')",0.3056016411469363,1,0,7,10,70,103
"('55.664329', '37.466009')",1.0681391219929148,0,0,8,12,62,103
"('55.675433', '37.444889')",0.6910087441992538,0,2,7,12,56,100
"('55.658484', '37.471345')",0.8910201621449887,0,1,4,17,57,110
"('55.657795', '37.466908')",1.1670161195459847,0,0,3,19,52,104
"('55.66164', '37.41553')",0.33738776910391155,2,0,5,8,45,72
"('55.667879', '37.470554')",0.9362856608554463,0,1,7,13,63,110
"('55.662222', '37.474318')",0.5468517590668904,0,1,5,15,61,108
"('55.669933', '37.475807')",0.8760882724912582,0,1,8,14,67,113
"('55.663832', '37.474641')",0.5223633364898335,0,1,7,14,62,108
"('55.667457', '37.454573')",0.41225007813222314,1,0,6,12,60,97
"('55.663832', '37.474641')",0.5223633364898335,0,1,7,14,62,108
"('55.659603', '37.485905')",0.43877220111608145,1,0,6,16,57,115
"('55.659348', '37.472989')",0.7510906756783858,0,1,4,16,57,111
"('55.672052', '37.473456')",1.1544597883158396,0,0,10,12,72,107
"('55.673199', '37.454932')",0.509929207864899,0,1,8,11,64,101
"('55.678944', '37.44648')",0.6044404371381841,0,1,8,10,64,100
"('55.844111', '37.576852')",0.10898575913916661,1,3,9,21,85,106
"('55.843495', '37.555723')",1.2486635062547362,0,0,11,17,86,106
"('55.840029', '37.582586')",0.5875205300609498,0,3,10,18,97,103
"('55.847442', '37.564967')",0.7265400954510907,0,4,7,22,76,112
"('55.84587', '37.55371')",1.1443246431371978,0,0,11,17,79,112
"('55.843869', '37.566611')",0.5672845090381217,0,3,10,18,86,107
"('55.8430528', '37.5664976')",0.5965343972033185,0,3,10,19,89,107
"('55.842105', '37.569045')",0.5016824891148539,0,3,8,21,88,109
"('55.724773', '37.774499')",0.6441989342651818,0,2,13,17,87,103
"('55.727562', '37.776817')",0.37260991304612273,1,0,13,16,89,101
"('55.724773', '37.774499')",0.6441989342651818,0,2,13,17,87,103
"('55.725138', '37.775272')",0.6072054071702508,0,2,13,17,88,103
"('55.708576', '37.794262')",0.8477868730267952,0,2,7,20,64,112
"('55.724773', '37.774499')",0.6441989342651818,0,2,13,17,87,103
"('55.813723', '37.799328')",0.4240535515771037,1,0,2,6,34,114
"('55.72259', '37.611813')",0.4859516027625425,1,3,11,42,130,131
"('55.71821', '37.60825')",0.07239107506747028,1,0,15,29,139,122
"('55.7373538', '37.6155562')",0.20070767904428916,1,2,23,43,137,122
"('55.726142', '37.608185')",0.391410777265773,1,2,19,41,131,133
"('55.72164', '37.606658')",0.3225400388146244,1,1,15,34,138,122
"('55.72386', '37.610054')",0.5764847895331898,0,4,12,44,130,135
"('55.7349671', '37.6124637')",0.43555990502467534,1,2,23,41,136,124
"('55.7162154', '37.6139228')",0.4777708221801107,1,1,15,30,136,128
"('55.792625', '37.50645')",0.5541325167427739,0,3,9,18,121,102
"('55.809378', '37.456882')",0.3987136831801842,1,0,8,13,85,101
"('55.782497', '37.47269')",1.0847796033816988,0,0,8,20,100,112
"('55.7992799', '37.4686817')",1.1772742808737113,0,0,9,13,92,109
"('55.789907', '37.496318')",0.4502926259792512,1,1,12,16,122,96
"('55.810642', '37.452194')",0.7062992321269271,0,1,4,15,78,109
"('55.811346', '37.405247')",0.8554734353714624,0,1,4,9,51,103
"('55.805346', '37.417958')",0.9897644919695672,0,1,4,8,58,106
"('55.809378', '37.456882')",0.3987136831801842,1,0,8,13,85,101
"('55.809378', '37.456882')",0.3987136831801842,1,0,8,13,85,101
"('55.786976', '37.45254')",2.396508295174743,0,0,4,15,78,119
"('55.799557', '37.48551')",0.8261128027624212,0,2,9,18,109,98
"('55.804982', '37.464472')",0.49791196402065296,1,0,8,14,90,101
"('55.788535', '37.468238')",1.6704870382287804,0,0,9,15,99,104
"('55.79017', '37.47236')",1.3683413127436916,0,0,9,17,99,105
"('55.784267', '37.468452')",1.4134493155075352,0,0,8,19,97,112
"('55.80371', '37.413403')",0.6898000549316714,0,1,3,8,56,105
"('55.806813', '37.423482')",1.3627192629796132,0,0,4,10,59,108
"('55.79017', '37.47236')",1.3683413127436916,0,0,9,17,99,105
"('55.790023', '37.469243')",1.5612029960515625,0,0,9,13,103,99
"('55.782337', '37.47599')",0.9333977369730481,0,1,8,19,102,111
"('55.78713', '37.480022')",1.1006458367256176,0,0,10,19,104,108
"('55.784515', '37.46053')",1.8262161674358055,0,0,7,14,90,111
"('55.7799454', '37.4858997')",0.47585728539219596,1,0,9,23,108,114
"('55.771889', '37.485197')",0.42404773316459865,1,1,9,26,105,121
"('55.809687', '37.460098')",0.19963765542012166,1,0,9,12,89,97
"('55.792124', '37.484092')",0.6009565984303137,0,1,11,16,112,100
"('55.785453', '37.497638')",0.4993219917401769,1,1,10,24,113,108
"('55.79017', '37.47236')",1.3683413127436916,0,0,9,17,99,105
"('55.8042885', '37.4681355')",0.6465838657212633,0,1,9,13,92,102
"('55.806504', '37.449866')",0.8984856768143016,0,1,5,15,79,108
"('55.79017', '37.47236')",1.3683413127436916,0,0,9,17,99,105
"('55.808923', '37.462317')",0.07859344112045713,1,0,9,13,88,101
"('55.807435', '37.448662')",0.9399350592105112,0,1,5,15,78,109
"('55.798256', '37.48199')",0.8807126460395122,0,1,9,17,108,99
"('55.798905', '37.484244')",0.8217076955296785,0,2,9,17,109,98
"('55.593863', '37.432025')",0.8280885421482461,0,1,1,5,31,45
"('55.570624', '37.4872')",1.6583441751091266,0,0,2,6,23,49
"('55.5118537', '37.3519973')",9.113967225351864,0,0,0,0,3,15
"('55.570624', '37.4872')",1.6583441751091266,0,0,2,6,23,49
"('55.745661', '37.670798')",0.5973277118040412,0,2,17,49,116,140
"('55.50213', '37.32641')",11.058332688320117,0,0,0,0,0,16
"('55.508774', '37.342445')",9.803879999903655,0,0,0,0,2,16
"('55.57548', '37.471623')",1.0737871334202305,0,0,3,1,30,42
"('55.508524', '37.339337')",9.98004270023312,0,0,0,0,1,16
"('55.532675', '37.38292')",6.211801576972024,0,0,0,0,6,30
"('55.56837', '37.470203')",0.7070550626367115,0,2,0,5,22,47
"('55.573378', '37.468775')",0.7850688238514095,0,1,2,3,25,46
"('55.466683', '37.29488')",28.92190035638385,0,0,0,0,0,0
"('55.533435', '37.376411')",6.533933119026651,0,0,0,0,8,29
"('55.570502', '37.489113')",1.7365051729222682,0,0,2,6,23,49
"('55.569571', '37.491575')",1.7918425342865978,0,0,2,6,23,50
"('55.608292', '37.707063')",0.6655113533692224,0,2,4,8,37,73
"('55.598863', '37.72528')",1.3560668768545039,0,0,5,3,32,63
"('55.60877', '37.699337')",0.5079193667851499,0,1,4,7,39,75
"('55.62205', '37.6964')",1.0447701092398929,0,0,6,10,43,85
"('55.59878', '37.720287')",1.2795151136199674,0,0,5,3,33,62
"('55.603359', '37.708069')",0.9450955519311607,0,1,3,8,32,72
"('55.62512', '37.713063')",1.688176526360334,0,0,9,5,45,83
"('55.827408', '37.59533')",0.6679607896732261,0,2,12,25,108,104
"('55.827879', '37.59038')",0.5863183465984979,0,2,10,26,104,106
"('55.826898', '37.5918')",0.5152495707879603,0,2,11,26,107,105
"('55.794846', '37.585898')",0.1186226765844576,2,0,17,44,120,123
"('55.823467', '37.602024')",0.47378127288472743,1,3,13,24,117,96
"('55.82537', '37.59751')",0.5544808040243336,0,4,10,27,108,103
"('55.829674', '37.598698')",0.987055566839797,0,1,15,20,109,102
"('55.826898', '37.5918')",0.5152495707879603,0,2,11,26,107,105
"('55.794178', '37.576454')",0.6718537506441915,0,2,16,40,118,124
"('55.7811995', '37.6439518')",0.6711978759737741,0,2,29,39,124,125
"('55.784534', '37.638817')",0.6395320905444994,0,4,22,46,116,135
"('55.4772347', '37.528589')",3.041222587920196,0,0,0,2,1,2
"('55.5217316', '37.3545344')",8.373746410490234,0,0,0,0,4,24
"('55.856159', '37.611661')",0.9933195000402459,0,1,5,23,57,123
"('55.882707', '37.648349')",1.0220573248946172,0,0,3,5,34,101
"('55.877152', '37.628119')",1.7402298301871884,0,0,5,10,45,99
"('55.866238', '37.52825')",0.4620714214473534,1,0,8,15,60,97
"('55.871602', '37.634488')",1.8718655264113058,0,0,5,11,45,110
"('55.759436', '37.605733')",0.6361157393533133,0,8,27,50,121,138
"('55.7588339', '37.6088938')",0.427447665263961,1,9,26,48,124,136
"('55.75892', '37.60938')",0.4043019191125737,1,10,24,50,121,139
"('55.758682', '37.607124')",0.5249535994118715,0,10,25,50,120,140
"('55.758175', '37.606342')",0.5585109782121912,0,9,26,51,118,142
"('55.7588339', '37.6088938')",0.427447665263961,1,9,26,48,124,136
"('55.759496', '37.608868')",0.4645040474108996,1,8,27,47,125,135
"('55.696423', '37.47377')",0.5623044137017068,0,2,9,14,78,122
"('55.731926', '37.63342')",0.4110076696214991,1,2,20,43,123,140
"('55.717731', '37.633464')",1.1227710538888513,0,0,16,35,131,134
"('55.719288', '37.648476')",1.3161776799752556,0,0,20,28,140,120
"('55.722274', '37.64745')",0.9969465410904618,0,1,18,33,134,130
"('55.719288', '37.648476')",1.3161776799752556,0,0,20,28,140,120
"('55.736691', '37.635233')",0.7365861480907212,0,3,25,39,131,130
"('55.740649', '37.64145')",0.7713433695774642,0,5,28,35,136,125
"('55.73486', '37.62862')",0.6656380826240185,0,6,20,43,130,131
"('55.803231', '37.347476')",1.3826466684892875,0,0,3,5,29,66
"('55.803231', '37.347476')",1.3826466684892875,0,0,3,5,29,66
"('55.79839', '37.50681')",0.5042540948692352,0,2,13,16,122,97
"('55.799841', '37.524408')",0.386431463437934,1,1,13,22,121,106
"('55.798256', '37.48199')",0.8807126460395122,0,1,9,17,108,99
"('55.804056', '37.496165')",0.5705085076095007,0,1,10,16,117,91
"('55.808078', '37.495716')",1.0118909274605314,0,0,11,15,112,93
"('55.786313', '37.463664')",1.7891844114353126,0,0,8,16,96,105
"('55.807129', '37.500543')",0.8925224298625295,0,2,9,18,112,97
"('55.8061554', '37.5023376')",0.8075717128148567,0,2,10,18,113,98
"('55.820369', '37.461867')",1.155690802873733,0,0,8,13,75,110
"('55.78032', '37.475647')",0.7839849003928336,0,1,8,20,100,114
"('55.805999', '37.503738')",0.7231735536358277,0,2,10,18,115,96
"('55.80011', '37.515335')",0.6072649881393694,0,2,14,19,120,102
"('55.8061554', '37.5023376')",0.8075717128148567,0,2,10,18,113,98
"('55.7742587', '37.546541')",0.10565700343584854,2,0,19,40,118,129
"('55.758553', '37.52044')",0.2782983309704924,2,1,20,23,125,126
"('55.732656', '37.587919')",0.5931627981738582,0,2,19,42,132,133
"('55.73721', '37.585636')",0.6013152299260082,0,1,21,41,135,126
"('55.738257', '37.592294')",0.28952780827129476,1,0,24,44,136,124
"('55.72961', '37.581253')",0.2478020820286254,1,0,18,38,133,130
"('55.725464', '37.587517')",0.5096056834132651,0,1,17,39,132,130
"('55.727612', '37.586563')",0.3988868479446906,1,0,19,35,137,126
"('55.7314668', '37.58927')",0.6357525902129225,0,2,19,40,132,132
"('55.73216', '37.584072')",0.5763348932311054,0,2,18,39,134,128
"('55.723774', '37.583096')",0.4486169572835313,1,0,17,36,132,131
"('55.745387', '37.587317')",0.34028431194879827,1,0,28,40,130,131
"('55.73998', '37.591135')",0.49027471584325344,1,1,25,44,132,128
"('55.735941', '37.527444')",0.6613913914597263,0,3,16,27,124,125
"('55.764648', '37.494449')",1.1351325314109837,0,0,14,25,109,123
"('55.734674', '37.519602')",0.20513850314257487,1,0,18,25,119,129
"('55.737917', '37.490973')",0.48491784443790914,1,1,16,22,102,129
"('55.799865', '37.77286')",1.4231401694322223,0,0,7,8,71,102
"('55.818048', '37.74628')",0.9474616147184016,0,1,2,12,64,110
"('55.834108', '37.359864')",1.2902164700722756,0,0,7,3,27,69
"('55.797751', '37.791495')",0.6203166376423966,0,1,5,6,58,108
"('55.821365', '37.821228')",1.9195975036420512,0,0,1,2,29,93
"('55.799847', '37.827896')",1.8903358906350411,0,0,2,1,45,89
