coords,train_stations_closest_km,train_stations_less500m,train_stations_0.5-1km,train_stations_1-3km,train_stations_3-5km,train_stations_5-10km,train_stations_10-15km
"('55.673126', '37.5131')",8.477216933521756,0,0,0,0,1,7
"('55.67047', '37.509308')",8.843654113175086,0,0,0,0,1,6
"('55.666858', '37.518812')",8.997092280357629,0,0,0,0,1,6
"('55.658813', '37.493156')",10.449740558903711,0,0,0,0,0,3
"('55.677275', '37.53738')",7.549422387250732,0,0,0,0,2,7
"('55.671377', '37.513565')",8.645235526938874,0,0,0,0,1,7
"('55.672636', '37.514724')",8.48782678748375,0,0,0,0,1,7
"('55.669569', '37.507672')",8.97722496268228,0,0,0,0,1,5
"('55.67694', '37.539266')",7.558052214328791,0,0,0,0,2,7
"('55.673783', '37.50434')",8.643963308004784,0,0,0,0,1,7
"('55.6588197', '37.4942433')",10.41914719656068,0,0,0,0,0,3
"('55.674996', '37.530732')",7.903960018948714,0,0,0,0,2,7
"('55.669711', '37.513431')",8.82000649496801,0,0,0,0,1,7
"('55.673126', '37.5131')",8.477216933521756,0,0,0,0,1,7
"('55.660362', '37.51678')",9.72252450777524,0,0,0,0,1,3
"('55.6718818', '37.5090102')",8.707904799010617,0,0,0,0,1,7
"('55.682808', '37.531478')",7.059333077250416,0,0,0,0,2,7
"('55.677895', '37.535763')",7.507821796071056,0,0,0,0,2,7
"('55.752186', '37.83015')",7.663353589078604,0,0,0,0,1,6
"('55.74846', '37.818634')",7.52179990675846,0,0,0,0,2,5
"('55.779433', '37.827634')",5.669526445293449,0,0,0,0,1,6
"('55.748837', '37.811672')",7.235322543785538,0,0,0,0,2,7
"('55.739693', '37.862778')",10.09077396558394,0,0,0,0,0,6
"('55.778664', '37.834938')",6.117578391129217,0,0,0,0,1,6
"('55.781484', '37.832836')",5.865585249404897,0,0,0,0,1,6
"('55.74152', '37.82997')",8.567142456829075,0,0,0,0,1,6
"('55.742966', '37.80091')",7.458079505691397,0,0,0,0,5,5
"('55.74059', '37.85056')",9.481641542811742,0,0,0,0,1,6
"('55.7564', '37.80276')",6.224311837165777,0,0,0,0,5,5
"('55.75703', '37.795268')",5.913610394317547,0,0,0,0,5,5
"('55.743928', '37.874464')",10.324255421108576,0,0,0,0,0,6
"('55.739693', '37.862778')",10.09077396558394,0,0,0,0,0,6
"('55.740036', '37.83068')",8.725892967458023,0,0,0,0,1,6
"('55.73862', '37.851765')",9.693991705916325,0,0,0,0,1,5
"('55.75447', '37.80233')",6.388983473451825,0,0,0,0,5,5
"('55.76648', '37.825417')",6.350910757660697,0,0,0,0,1,6
"('55.74824', '37.816396')",7.4589676541155105,0,0,0,0,2,5
"('55.779201', '37.826538')",5.620501793760849,0,0,0,0,1,6
"('55.760287', '37.800353')",5.782177216147853,0,0,0,0,5,5
"('55.749817', '37.821426')",7.508206296505018,0,0,0,0,1,6
"('55.73973', '37.827213')",8.62483145037689,0,0,0,0,1,6
"('55.751015', '37.82565')",7.573325874071699,0,0,0,0,1,6
"('55.782233', '37.835692')",5.9976432668830295,0,0,0,0,1,6
"('55.772279', '37.834183')",6.4208984769280555,0,0,0,0,1,6
"('55.75541', '37.79994')",6.220223962778815,0,0,0,0,5,5
"('55.770011', '37.833491')",6.5218734131004705,0,0,0,0,1,6
"('55.77792', '37.820385')",5.3544034279767,0,0,0,0,1,7
"('55.754604', '37.80311')",6.40308300475421,0,0,0,0,5,5
"('55.738505', '37.869343')",10.480610767160158,0,0,0,0,0,6
"('55.757364', '37.806901')",6.286681623956574,0,0,0,0,5,4
"('55.743404', '37.862354')",9.787933849001547,0,0,0,0,1,5
"('55.734461', '37.85073')",9.997813738208105,0,0,0,0,1,5
"('55.73688', '37.847927')",9.678721010834249,0,0,0,0,1,6
"('55.773682', '37.820457')",5.616412100931222,0,0,0,0,1,7
"('55.73665', '37.84676')",9.650599304481599,0,0,0,0,1,6
"('55.765764', '37.8266485')",6.461277121412666,0,0,0,0,1,6
"('55.7387466', '37.8320931')",8.894019496943859,0,0,0,0,1,6
"('55.745022', '37.87043')",10.05141125940202,0,0,0,0,0,6
"('55.73815', '37.86715')",10.407723419830601,0,0,0,0,0,6
"('55.740527', '37.85559')",9.705200110613388,0,0,0,0,1,5
"('55.7254379', '37.8614816')",11.20137713591318,0,0,0,0,0,6
"('55.738525', '37.834462')",9.003382863914926,0,0,0,0,1,6
"('55.7254379', '37.8614816')",11.20137713591318,0,0,0,0,0,6
"('55.7315', '37.85038')",10.236982120670934,0,0,0,0,0,6
"('55.740892', '37.630239')",1.3716681503678785,0,0,2,4,5,5
"('55.73555', '37.637596')",0.6578188451783276,0,1,1,5,4,6
"('55.742093', '37.616378')",2.0015071674864706,0,0,1,6,3,7
"('55.740436', '37.626088')",1.4596142847359674,0,0,2,5,4,6
"('55.74114', '37.619205')",1.8001382031467321,0,0,1,6,3,7
"('55.74471', '37.635912')",1.6817684404750677,0,0,2,5,5,5
"('55.740928', '37.622118')",1.6575048593036816,0,0,1,6,3,7
"('55.643983', '37.343532')",17.8340221961612,0,0,0,0,0,0
"('55.636001', '37.311238')",19.988449677585614,0,0,0,0,0,0
"('55.625339', '37.312526')",20.65738818258058,0,0,0,0,0,0
"('55.603458', '37.3770532')",19.582841731674243,0,0,0,0,0,0
"('55.626594', '37.343919')",19.076861723608978,0,0,0,0,0,0
"('55.661176', '37.368092')",15.443895731158548,0,0,0,0,0,0
"('55.6030912', '37.3769706')",19.618464392502073,0,0,0,0,0,0
"('55.603919', '37.358633')",20.26921947258066,0,0,0,0,0,0
"('55.5322084', '37.4568026')",24.470014206637682,0,0,0,0,0,0
"('55.607799', '37.41343')",17.871969310809952,0,0,0,0,0,0
"('55.65532', '37.398024')",14.404021279773321,0,0,0,0,0,1
"('55.94631', '37.343082')",22.83586090655402,0,0,0,0,0,0
"('55.947304', '37.34489')",22.842252147382325,0,0,0,0,0,0
"('55.779975', '37.615722')",1.7582362992602905,0,0,6,1,9,1
"('55.779975', '37.615722')",1.7582362992602905,0,0,6,1,9,1
"('55.757214', '37.64955')",0.7106663594946814,0,1,3,4,6,4
"('55.769271', '37.604996')",1.711593600802983,0,0,2,7,3,7
"('55.729224', '37.738252')",5.791021722061956,0,0,0,0,7,3
"('55.623342', '37.491817')",14.131458564558656,0,0,0,0,0,1
"('55.676519', '37.539715')",7.597462932831972,0,0,0,0,2,7
"('55.678879', '37.541036')",7.322898486591758,0,0,0,0,2,7
"('55.672448', '37.563629')",7.865919001044433,0,0,0,0,2,7
"('55.679306', '37.571201')",7.0702515123799285,0,0,0,0,2,7
"('55.65885', '37.56918')",9.048312844731997,0,0,0,0,2,5
"('55.676813', '37.5738129')",7.197225361773746,0,0,0,0,2,7
"('55.668655', '37.537523')",8.482093442309822,0,0,0,0,2,6
"('55.6706116', '37.5612752')",8.07480993990621,0,0,0,0,2,7
"('55.672255', '37.577238')",7.503827249291788,0,0,0,0,2,7
"('55.671529', '37.474821')",9.8266468433322,0,0,0,0,1,2
"('55.659286', '37.465084')",11.294650512098347,0,0,0,0,0,3
"('55.680118', '37.451564')",10.059332661518038,0,0,0,0,0,3
"('55.681006', '37.45292')",9.929254957748645,0,0,0,0,1,2
"('55.6605794', '37.4535896')",11.60281579352579,0,0,0,0,0,2
"('55.655361', '37.4702882')",11.482962757594207,0,0,0,0,0,2
"('55.681006', '37.45292')",9.929254957748645,0,0,0,0,1,2
"('55.664329', '37.466009')",10.801193320186165,0,0,0,0,0,3
"('55.675433', '37.444889')",10.724376016186438,0,0,0,0,0,3
"('55.658484', '37.471345')",11.152877310436745,0,0,0,0,0,3
"('55.657795', '37.466908')",11.368753011962884,0,0,0,0,0,2
"('55.66164', '37.41553')",13.119428365806474,0,0,0,0,0,1
"('55.667879', '37.470554')",10.313322646909224,0,0,0,0,0,3
"('55.662222', '37.474318')",10.701357944751868,0,0,0,0,0,3
"('55.669933', '37.475807')",9.935675207297967,0,0,0,0,1,2
"('55.663832', '37.474641')",10.539820949493498,0,0,0,0,0,3
"('55.667457', '37.454573')",10.966457544200495,0,0,0,0,0,3
"('55.663832', '37.474641')",10.539820949493498,0,0,0,0,0,3
"('55.659603', '37.485905')",10.580984274818883,0,0,0,0,0,3
"('55.659348', '37.472989')",11.016308566601271,0,0,0,0,0,3
"('55.672052', '37.473456')",9.830203231852467,0,0,0,0,1,2
"('55.673199', '37.454932')",10.468176434670504,0,0,0,0,0,3
"('55.678944', '37.44648')",10.380490544258576,0,0,0,0,0,3
"('55.844111', '37.576852')",5.584039041268008,0,0,0,0,6,4
"('55.843495', '37.555723')",5.834943439498321,0,0,0,0,5,5
"('55.840029', '37.582586')",5.096633770281749,0,0,0,0,6,4
"('55.847442', '37.564967')",6.085417794388003,0,0,0,0,5,5
"('55.84587', '37.55371')",6.126782647587867,0,0,0,0,4,6
"('55.843869', '37.566611')",5.674525495189766,0,0,0,0,6,4
"('55.8430528', '37.5664976')",5.588008199819249,0,0,0,0,6,4
"('55.842105', '37.569045')",5.448484785497291,0,0,0,0,6,4
"('55.724773', '37.774499')",8.013794027817696,0,0,0,0,6,4
"('55.727562', '37.776817')",8.009395351461912,0,0,0,0,6,4
"('55.724773', '37.774499')",8.013794027817696,0,0,0,0,6,4
"('55.725138', '37.775272')",8.038743071949542,0,0,0,0,6,4
"('55.708576', '37.794262')",9.99515679241296,0,0,0,0,1,7
"('55.724773', '37.774499')",8.013794027817696,0,0,0,0,6,4
"('55.813723', '37.799328')",3.4851075371815705,0,0,0,1,2,7
"('55.72259', '37.611813')",1.9151484456073573,0,0,1,2,7,3
"('55.71821', '37.60825')",2.347930329342991,0,0,1,1,8,2
"('55.7373538', '37.6155562')",1.728169474962171,0,0,1,4,5,5
"('55.726142', '37.608185')",2.009956266122089,0,0,1,2,7,3
"('55.72164', '37.606658')",2.254054214877394,0,0,1,1,8,2
"('55.72386', '37.610054')",1.9645998702759955,0,0,1,2,7,3
"('55.7349671', '37.6124637')",1.797228280413395,0,0,1,2,7,3
"('55.7162154', '37.6139228')",2.2041443273654537,0,0,1,1,8,2
"('55.792625', '37.50645')",5.012717656748656,0,0,0,0,7,2
"('55.809378', '37.456882')",8.396486152886332,0,0,0,0,2,7
"('55.782497', '37.47269')",6.844212223863759,0,0,0,0,3,6
"('55.7992799', '37.4686817')",7.492431049211387,0,0,0,0,3,6
"('55.789907', '37.496318')",5.525949298868507,0,0,0,0,4,5
"('55.810642', '37.452194')",8.712843455435298,0,0,0,0,2,7
"('55.811346', '37.405247')",11.621043777111431,0,0,0,0,0,4
"('55.805346', '37.417958')",10.725490392745748,0,0,0,0,0,4
"('55.809378', '37.456882')",8.396486152886332,0,0,0,0,2,7
"('55.809378', '37.456882')",8.396486152886332,0,0,0,0,2,7
"('55.786976', '37.45254')",8.157220662615643,0,0,0,0,3,6
"('55.799557', '37.48551')",6.459757633493935,0,0,0,0,4,5
"('55.804982', '37.464472')",7.842440768066043,0,0,0,0,3,6
"('55.788535', '37.468238')",7.2119466161056245,0,0,0,0,3,6
"('55.79017', '37.47236')",6.993747294959294,0,0,0,0,3,6
"('55.784267', '37.468452')",7.128907016814469,0,0,0,0,3,6
"('55.80371', '37.413403')",10.947936987663416,0,0,0,0,0,4
"('55.806813', '37.423482')",10.415896034439434,0,0,0,0,0,5
"('55.79017', '37.47236')",6.993747294959294,0,0,0,0,3,6
"('55.790023', '37.469243')",7.181675829332885,0,0,0,0,3,6
"('55.782337', '37.47599')",6.636398248580043,0,0,0,0,4,5
"('55.78713', '37.480022')",6.456662209418595,0,0,0,0,4,5
"('55.784515', '37.46053')",7.625886317002785,0,0,0,0,3,6
"('55.7799454', '37.4858997')",5.996676992428657,0,0,0,0,4,5
"('55.771889', '37.485197')",6.019992891751981,0,0,0,0,4,5
"('55.809687', '37.460098')",8.205999849682696,0,0,0,0,3,6
"('55.792124', '37.484092')",6.330848746535648,0,0,0,0,4,5
"('55.785453', '37.497638')",5.335893367620622,0,0,0,0,5,4
"('55.79017', '37.47236')",6.993747294959294,0,0,0,0,3,6
"('55.8042885', '37.4681355')",7.603846882612603,0,0,0,0,3,6
"('55.806504', '37.449866')",8.773419170097315,0,0,0,0,2,7
"('55.79017', '37.47236')",6.993747294959294,0,0,0,0,3,6
"('55.808923', '37.462317')",8.052453390532554,0,0,0,0,3,6
"('55.807435', '37.448662')",8.864363513889314,0,0,0,0,2,7
"('55.798256', '37.48199')",6.668791030142822,0,0,0,0,4,5
"('55.798905', '37.484244')",6.53287313720476,0,0,0,0,4,5
"('55.593863', '37.432025')",18.63967910212523,0,0,0,0,0,0
"('55.570624', '37.4872')",19.8363125888915,0,0,0,0,0,0
"('55.5118537', '37.3519973')",29.069524968600795,0,0,0,0,0,0
"('55.570624', '37.4872')",19.8363125888915,0,0,0,0,0,0
"('55.745661', '37.670798')",1.4581321572999548,0,0,2,3,7,3
"('55.50213', '37.32641')",30.791648232607503,0,0,0,0,0,0
"('55.508774', '37.342445')",29.655258342016566,0,0,0,0,0,0
"('55.57548', '37.471623')",19.589175010587358,0,0,0,0,0,0
"('55.508524', '37.339337')",29.77330322668408,0,0,0,0,0,0
"('55.532675', '37.38292')",26.118621157775852,0,0,0,0,0,0
"('55.56837', '37.470203')",20.37117020736859,0,0,0,0,0,0
"('55.573378', '37.468775')",19.86695105097396,0,0,0,0,0,0
"('55.466683', '37.29488')",2448.0022498298117,0,0,0,0,0,0
"('55.533435', '37.376411')",26.227084376787698,0,0,0,0,0,0
"('55.570502', '37.489113')",19.819586154411244,0,0,0,0,0,0
"('55.569571', '37.491575')",19.882852981729393,0,0,0,0,0,0
"('55.608292', '37.707063')",14.173883573489936,0,0,0,0,0,1
"('55.598863', '37.72528')",15.538790125104788,0,0,0,0,0,0
"('55.60877', '37.699337')",13.984528713901277,0,0,0,0,0,1
"('55.62205', '37.6964')",12.512567888148252,0,0,0,0,0,1
"('55.59878', '37.720287')",15.441207932597292,0,0,0,0,0,0
"('55.603359', '37.708069')",14.717261128976297,0,0,0,0,0,1
"('55.62512', '37.713063')",12.533294756057884,0,0,0,0,0,1
"('55.827408', '37.59533')",3.7076255494525134,0,0,0,2,7,3
"('55.827879', '37.59038')",3.7349350320160513,0,0,0,2,6,4
"('55.826898', '37.5918')",3.630410477899922,0,0,0,2,6,4
"('55.794846', '37.585898')",0.1478417580341307,1,0,3,2,7,3
"('55.823467', '37.602024')",3.356639334204884,0,0,0,2,7,3
"('55.82537', '37.59751')",3.5029749987006267,0,0,0,2,7,3
"('55.829674', '37.598698')",3.9878757566901157,0,0,0,2,7,3
"('55.826898', '37.5918')",3.630410477899922,0,0,0,2,6,4
"('55.794178', '37.576454')",0.730135595580182,0,1,1,2,7,3
"('55.7811995', '37.6439518')",0.8591469914894856,0,2,3,4,6,4
"('55.784534', '37.638817')",0.9770787561659318,0,1,3,4,6,4
"('55.4772347', '37.528589')",2425.452589309587,0,0,0,0,0,0
"('55.5217316', '37.3545344')",28.02301559436393,0,0,0,0,0,0
"('55.856159', '37.611661')",7.037636290741722,0,0,0,0,6,4
"('55.882707', '37.648349')",10.082916480732955,0,0,0,0,0,8
"('55.877152', '37.628119')",9.420230911529181,0,0,0,0,2,6
"('55.866238', '37.52825')",8.838012208957542,0,0,0,0,1,7
"('55.871602', '37.634488')",8.798900107870935,0,0,0,0,2,7
"('55.759436', '37.605733')",2.4753678819222684,0,0,1,8,1,9
"('55.7588339', '37.6088938')",2.653324194757215,0,0,1,8,2,8
"('55.75892', '37.60938')",2.6661316745064063,0,0,1,8,2,8
"('55.758682', '37.607124')",2.5954107845087515,0,0,1,8,1,9
"('55.758175', '37.606342')",2.6099146309972543,0,0,1,8,1,9
"('55.7588339', '37.6088938')",2.653324194757215,0,0,1,8,2,8
"('55.759496', '37.608868')",2.5968174253650855,0,0,1,8,2,8
"('55.696423', '37.47377')",7.799265601963865,0,0,0,0,1,8
"('55.731926', '37.63342')",0.4544232282199143,1,0,1,3,6,4
"('55.717731', '37.633464')",1.3907292461942984,0,0,1,1,8,2
"('55.719288', '37.648476')",1.2926447710753093,0,0,1,1,8,2
"('55.722274', '37.64745')",0.9690848994662158,0,1,0,2,7,3
"('55.719288', '37.648476')",1.2926447710753093,0,0,1,1,8,2
"('55.736691', '37.635233')",0.8193064722559573,0,1,1,5,4,6
"('55.740649', '37.64145')",1.220145770109386,0,0,2,4,6,4
"('55.73486', '37.62862')",0.8913286873510552,0,1,0,6,3,7
"('55.803231', '37.347476')",14.958873994525893,0,0,0,0,0,1
"('55.803231', '37.347476')",14.958873994525893,0,0,0,0,0,1
"('55.79839', '37.50681')",5.117649348102158,0,0,0,0,7,2
"('55.799841', '37.524408')",4.040477312817223,0,0,0,2,6,4
"('55.798256', '37.48199')",6.668791030142822,0,0,0,0,4,5
"('55.804056', '37.496165')",5.8654048082377495,0,0,0,0,4,5
"('55.808078', '37.495716')",5.991039821970912,0,0,0,0,4,5
"('55.786313', '37.463664')",7.455840332370626,0,0,0,0,3,6
"('55.807129', '37.500543')",5.671510403823795,0,0,0,0,4,5
"('55.8061554', '37.5023376')",5.535979590764354,0,0,0,0,4,5
"('55.820369', '37.461867')",8.427740559046448,0,0,0,0,2,6
"('55.78032', '37.475647')",6.641326218469992,0,0,0,0,4,5
"('55.805999', '37.503738')",5.446542655839259,0,0,0,0,4,5
"('55.80011', '37.515335')",4.607850870200906,0,0,0,2,5,5
"('55.8061554', '37.5023376')",5.535979590764354,0,0,0,0,4,5
"('55.7742587', '37.546541')",2.2016379221684987,0,0,1,2,7,3
"('55.758553', '37.52044')",3.3577718713595854,0,0,0,2,7,2
"('55.732656', '37.587919')",1.7845241449603004,0,0,1,2,7,3
"('55.73721', '37.585636')",1.3770243353504132,0,0,1,2,7,3
"('55.738257', '37.592294')",1.7163546539829722,0,0,1,3,6,4
"('55.72961', '37.581253')",1.7683628832142815,0,0,1,1,8,2
"('55.725464', '37.587517')",2.3700390845311867,0,0,1,1,8,2
"('55.727612', '37.586563')",2.140129504239965,0,0,1,1,8,2
"('55.7314668', '37.58927')",1.9356495990377902,0,0,1,1,8,2
"('55.73216', '37.584072')",1.6489706628714538,0,0,1,2,7,3
"('55.723774', '37.583096')",2.393506316788879,0,0,1,1,8,2
"('55.745387', '37.587317')",1.3421938786904808,0,0,1,3,6,4
"('55.73998', '37.591135')",1.595132718982622,0,0,1,3,6,4
"('55.735941', '37.527444')",2.5692417235099967,0,0,1,0,9,0
"('55.764648', '37.494449')",5.112881138373343,0,0,0,0,5,4
"('55.734674', '37.519602')",3.0813864368227772,0,0,0,1,8,1
"('55.737917', '37.490973')",4.768633700562539,0,0,0,1,3,6
"('55.799865', '37.77286')",1.6360114592555328,0,0,1,0,6,4
"('55.818048', '37.74628')",1.7052532913283514,0,0,1,0,6,4
"('55.834108', '37.359864')",14.976722886079285,0,0,0,0,0,1
"('55.797751', '37.791495')",2.8281979714850016,0,0,1,0,6,3
"('55.821365', '37.821228')",5.078847638680933,0,0,0,0,1,6
"('55.799847', '37.827896')",5.066051785501118,0,0,0,0,1,6
"('55.82447', '37.82651')",5.525051650688928,0,0,0,0,1,5
"('55.801126', '37.817676')",4.418457286792745,0,0,0,1,0,8
"('55.8110696', '37.7962296')",3.2064313121470653,0,0,0,1,3,6
"('55.791035', '37.818948')",4.680314010209962,0,0,0,1,0,9
"('55.8161', '37.829037')",5.33764776963788,0,0,0,0,1,5
"('55.8188268', '37.8306471')",5.525304295444107,0,0,0,0,1,5
"('55.809515', '37.811123')",4.073807482382913,0,0,0,1,0,9
"('55.823945', '37.803569')",4.2458472740961355,0,0,0,1,0,9
"('55.816885', '37.823017')",5.003026703067068,0,0,0,0,1,6
"('55.816561', '37.794837')",3.3554506107189264,0,0,0,1,3,6
"('55.662222', '37.732656')",9.529134670968173,0,0,0,0,1,5
"('55.650099', '37.730203')",10.542619164934923,0,0,0,0,0,6
"('55.669986', '37.773143')",10.716292504594955,0,0,0,0,0,6
"('55.743572', '37.75488')",6.104179230613231,0,0,0,0,7,3
"('55.744167', '37.77044')",6.6816795839511185,0,0,0,0,6,4
"('55.743572', '37.75488')",6.104179230613231,0,0,0,0,7,3
"('55.75311', '37.78632')",6.044690067727473,0,0,0,0,6,4
"('55.739458', '37.762462')",6.689087565283409,0,0,0,0,6,4
"('55.74559', '37.763836')",6.447502765071823,0,0,0,0,7,3
"('55.746816', '37.760333')",6.280382267008823,0,0,0,0,7,3
"('55.736047', '37.752526')",6.232462532130978,0,0,0,0,7,3
"('55.748016', '37.811825')",7.316658189062395,0,0,0,0,2,7
"('55.743781', '37.684075')",2.1112707719941084,0,0,1,4,6,4
"('55.74335', '37.755005')",6.118104314081787,0,0,0,0,7,3
"('55.702823', '37.772212')",8.86110116310786,0,0,0,0,2,7
"('55.704996', '37.922335')",15.467755505174512,0,0,0,0,0,0
"('55.788442', '37.557578')",1.9674056533944386,0,0,2,1,8,2
"('55.781246', '37.5673209')",1.0027674596960001,0,0,2,2,7,3
"('55.789406', '37.569539')",1.2876732009528222,0,0,2,1,8,2
"('55.782744', '37.568354')",1.0418046253149886,0,0,2,2,7,3
"('55.794092', '37.574103')",0.8778248713220352,0,1,1,2,7,3
"('55.781723', '37.55733')",1.597987572721283,0,0,2,2,7,3
"('55.794537', '37.56731')",1.3035533887593624,0,0,2,1,8,2
"('55.7939481', '37.5675456')",1.2894409524503299,0,0,2,1,8,2
"('55.793864', '37.541001')",2.9541315922516,0,0,1,1,8,2
"('55.782896', '37.565201')",1.2118348459236332,0,0,2,2,7,3
"('55.787958', '37.567042')",1.5003321696405842,0,0,2,2,7,3
"('55.794806', '37.571543')",1.0390866869754405,0,0,2,1,8,2
"('55.829881', '37.570635')",4.103683333071691,0,0,0,1,7,3
"('55.833708', '37.568677')",4.5470691157730565,0,0,0,1,5,5
"('55.801541', '37.54922')",2.565678068694195,0,0,1,1,8,2
"('55.81173', '37.565946')",2.381040962007749,0,0,1,2,6,4
"('55.841614', '37.572953')",5.346292400214339,0,0,0,0,6,4
"('55.73111', '37.452678')",7.263122472747558,0,0,0,0,2,7
"('55.730786', '37.467949')",6.330333875974257,0,0,0,0,2,7
"('55.72699', '37.473698')",6.089221375746571,0,0,0,0,2,7
"('55.73297', '37.46856')",6.2443140508105,0,0,0,0,2,7
"('55.73165', '37.465702')",6.448471690686139,0,0,0,0,2,7
"('55.731855', '37.460601')",6.7586095127213905,0,0,0,0,2,7
"('55.734146', '37.468605')",6.219160281521378,0,0,0,0,2,7
"('55.73413', '37.473976')",5.886684767474745,0,0,0,0,3,6
"('55.73472', '37.473022')",5.935051187612591,0,0,0,0,3,6
"('55.731415', '37.46433')",6.538147460535293,0,0,0,0,2,7
"('55.73249', '37.469765')",6.179889383000887,0,0,0,0,2,7
"('55.733315', '37.482197')",5.396066788741416,0,0,0,0,4,5
"('55.7402898', '37.4809734')",5.370756592948165,0,0,0,0,3,6
"('55.730593', '37.466628')",6.416012800059817,0,0,0,0,2,7
"('55.73165', '37.465702')",6.448471690686139,0,0,0,0,2,7
"('55.730289', '37.464796')",6.535721153682862,0,0,0,0,2,7
"('55.731518', '37.458614')",6.888251375859706,0,0,0,0,2,7
"('55.726963', '37.471632')",6.214247580673766,0,0,0,0,2,7
"('55.733948', '37.482727')",5.349578026029288,0,0,0,0,4,5
"('55.726963', '37.471632')",6.214247580673766,0,0,0,0,2,7
"('55.730289', '37.464796')",6.535721153682862,0,0,0,0,2,7
"('55.726963', '37.471632')",6.214247580673766,0,0,0,0,2,7
"('55.730289', '37.464796')",6.535721153682862,0,0,0,0,2,7
"('55.722553', '37.411616')",9.985271769626312,0,0,0,0,1,3
"('55.861115', '37.4244')",12.668069073071928,0,0,0,0,0,2
