coords,eco_boiler_closest_km,eco_boiler_less500m,eco_boiler_0.5-1km,eco_boiler_1-3km,eco_boiler_3-5km,eco_boiler_5-10km,eco_boiler_10-15km
"('55.760955', '37.611446')",2.8285001446072067,0,0,1,0,2,0
"('55.744713', '37.5827')",3.251842875001962,0,0,0,1,1,2
"('55.742534', '37.545465')",3.8103255474477637,0,0,0,2,0,2
"('55.765716', '37.59356')",1.5917560445247223,0,0,1,0,2,0
"('55.762485', '37.598887')",2.0699741712387376,0,0,1,0,2,0
"('55.725214', '37.578496')",5.368673215148667,0,0,0,0,2,1
"('55.744414', '37.594072')",3.5001688130734383,0,0,0,1,1,2
"('55.7180332', '37.5737618')",6.153846947848783,0,0,0,0,2,1
"('55.751933', '37.590075')",2.6338172151729173,0,0,1,0,2,0
"('55.756396', '37.596929')",2.4450227669247084,0,0,1,0,2,0
"('55.75571', '37.600845')",2.664470629718863,0,0,1,0,2,0
"('55.753407', '37.600082')",2.828194285440969,0,0,1,0,2,0
"('55.74536', '37.643524')",5.459364531658533,0,0,0,0,1,3
"('55.758929', '37.645393')",4.87321137269059,0,0,0,1,0,3
"('55.761492', '37.592976')",1.8577820245023804,0,0,1,0,2,0
"('55.764121', '37.615416')",2.9068081579192713,0,0,1,0,2,0
"('55.75554', '37.594433')",2.4251355741076703,0,0,1,0,2,0
"('55.755388', '37.60054')",2.6781127892124577,0,0,1,0,2,0
"('55.749603', '37.597872')",3.0960084484077623,0,0,0,1,1,1
"('55.754507', '37.602687')",2.8413425569803183,0,0,1,0,2,0
"('55.7557561', '37.6033112')",2.7681702508836086,0,0,1,0,2,0
"('55.755196', '37.592796')",2.3991903195394944,0,0,1,0,2,0
"('55.75768', '37.606674')",2.782903222680037,0,0,1,0,2,0
"('55.754753', '37.59622')",2.5618647344001144,0,0,1,0,2,0
"('55.759436', '37.605733')",2.617153447254422,0,0,1,0,2,0
"('55.812666', '37.640911')",6.15350510957378,0,0,0,0,1,1
"('55.801455', '37.63765')",5.173105171971076,0,0,0,0,1,1
"('55.812292', '37.653316')",6.695458594060329,0,0,0,0,1,1
"('55.814062', '37.623735')",5.577330232544673,0,0,0,0,1,1
"('55.816387', '37.656082')",7.126840494730322,0,0,0,0,1,1
"('55.8086143', '37.6472031')",6.138538022966483,0,0,0,0,1,1
"('55.817613', '37.661859')",7.487981320707349,0,0,0,0,1,1
"('55.8114519', '37.6453291')",6.258601810492109,0,0,0,0,1,1
"('55.8064017', '37.6481266')",6.029574896543884,0,0,0,0,1,1
"('55.81082', '37.626268')",5.386700989304198,0,0,0,0,1,1
"('55.809889', '37.624723')",5.245164329820069,0,0,0,0,1,1
"('55.810364', '37.642968')",6.067681583743585,0,0,0,0,1,1
"('55.8075152', '37.647491')",6.074987098385431,0,0,0,0,1,1
"('55.813637', '37.645501')",6.433842351731306,0,0,0,0,1,1
"('55.816328', '37.631379')",6.066121650740212,0,0,0,0,1,1
"('55.804612', '37.635503')",5.291204844330259,0,0,0,0,1,1
"('55.812752', '37.647549')",6.459063623389373,0,0,0,0,1,1
"('55.812337', '37.658571')",6.952806914940832,0,0,0,0,1,1
"('55.8134', '37.659847')",7.089334415696209,0,0,0,0,1,1
"('55.815367', '37.659084')",7.19277547095554,0,0,0,0,1,1
"('55.806282', '37.640947')",5.671180707509248,0,0,0,0,1,1
"('55.814117', '37.64788')",6.5783044482036725,0,0,0,0,1,1
"('55.811331', '37.658086')",6.859436104659335,0,0,0,0,1,1
"('55.806499', '37.643911')",5.829392310311778,0,0,0,0,1,1
"('55.80527', '37.63897')",5.503757142431427,0,0,0,0,1,1
"('55.801536', '37.636715')",5.132086739934618,0,0,0,0,1,1
"('55.806565', '37.642662')",5.773732443012316,0,0,0,0,1,1
"('55.815556', '37.624374')",5.7363094277712605,0,0,0,0,1,1
"('55.816045', '37.627247')",5.8851953357362925,0,0,0,0,1,1
"('55.8145435', '37.6248368')",5.661165281234691,0,0,0,0,1,1
"('55.8158484', '37.6282409')",5.904505884948643,0,0,0,0,1,1
"('55.812216', '37.632368')",5.752178443404898,0,0,0,0,1,1
"('55.810602', '37.632098')",5.606714043426772,0,0,0,0,1,1
"('55.809904', '37.635081')",5.678065412185875,0,0,0,0,1,1
"('55.810688', '37.63676')",5.814041253210316,0,0,0,0,1,1
"('55.8039169', '37.6292881')",4.950956031433611,0,0,0,1,0,2
"('55.806545', '37.632107')",5.281360151750784,0,0,0,0,1,1
"('55.808948', '37.638')",5.7328692084529544,0,0,0,0,1,1
"('55.632825', '37.744549')",6.126549041825667,0,0,0,0,1,1
"('55.6339225', '37.7472722')",6.327084837646742,0,0,0,0,1,1
"('55.63254', '37.762471')",7.203652929476629,0,0,0,0,1,1
"('55.633953', '37.761078')",7.160090075565035,0,0,0,0,1,1
"('55.633537', '37.760845')",7.133437751075192,0,0,0,0,1,1
"('55.637333', '37.77095')",7.863295760925499,0,0,0,0,1,1
"('55.632139', '37.755392')",6.761108045549571,0,0,0,0,1,1
"('55.635157', '37.746624')",6.332317611570493,0,0,0,0,1,1
"('55.636356', '37.747639')",6.4375912412891925,0,0,0,0,1,1
"('55.663918', '37.751772')",8.22933108953433,0,0,0,0,2,0
"('55.69559', '37.604717')",8.891596528530354,0,0,0,0,3,0
"('55.625755', '37.722882')",4.601600426739204,0,0,0,1,0,2
"('55.6201123', '37.7485915')",6.115208792383241,0,0,0,0,1,1
"('55.679991', '37.68447')",7.379916585136042,0,0,0,0,1,3
"('55.601203', '37.727553')",5.06486379014308,0,0,0,0,1,0
"('55.644008', '37.712542')",4.91383478656578,0,0,0,1,0,2
"('55.619118', '37.72502')",4.6260226363790835,0,0,0,1,0,2
"('55.6499812', '37.738784')",6.638410299833003,0,0,0,0,1,1
"('55.64665', '37.657637')",3.3950024972003043,0,0,0,1,0,1
"('55.652496', '37.745007')",7.119831469445758,0,0,0,0,1,1
"('55.678047', '37.6773')",7.056003696155046,0,0,0,0,1,3
"('55.641854', '37.763827')",7.608943232170048,0,0,0,0,1,1
"('55.639517', '37.755491')",7.0250200053766605,0,0,0,0,1,1
"('55.637714', '37.76347')",7.428183211689597,0,0,0,0,1,1
"('55.6413', '37.767582')",7.806739844506618,0,0,0,0,1,1
"('55.633658', '37.753928')",6.718552782011973,0,0,0,0,1,1
"('55.629684', '37.745367')",6.081194092413775,0,0,0,0,1,1
"('55.636824', '37.764995')",7.488550331604418,0,0,0,0,1,1
"('55.637592', '37.76461')",7.491953579862646,0,0,0,0,1,1
"('55.537801', '37.503971')",12.780770513431833,0,0,0,0,0,1
"('55.659414', '37.759569')",8.312103276258837,0,0,0,0,2,0
"('55.645426', '37.733707')",6.0931687286234295,0,0,0,0,1,1
"('55.6482618', '37.7208167')",5.616778779408477,0,0,0,0,1,1
"('55.62235', '37.737614')",5.45020487138599,0,0,0,0,1,1
"('55.65431', '37.763728')",8.221600567958308,0,0,0,0,2,0
"('55.616661', '37.745322')",5.895123286001447,0,0,0,0,1,1
"('55.688061', '37.7176547')",8.998372481945452,0,0,0,0,2,1
"('55.618898', '37.719163')",4.256189377404356,0,0,0,1,0,2
"('55.63636', '37.657097')",2.254321820863811,0,0,1,0,1,0
"('55.635889', '37.76592')",7.51333633970171,0,0,0,0,1,1
"('55.634237', '37.748601')",6.417500504024589,0,0,0,0,1,1
"('55.60817', '37.72758')",4.863397698858908,0,0,0,1,0,2
"('55.593726', '37.53826')",7.5839184467914516,0,0,0,0,1,0
"('55.592744', '37.668713')",2.835740970939912,0,0,1,0,1,0
"('55.674631', '37.51344')",7.700546034906368,0,0,0,0,1,2
"('55.616676', '37.497063')",9.747653874771203,0,0,0,0,1,1
"('55.889816', '37.663322')",14.177700830153631,0,0,0,0,0,1
"('55.77557', '37.498096')",4.1297123157216635,0,0,0,2,0,2
"('55.720956', '37.811016')",3.1910313310050817,0,0,0,1,0,1
"('55.67145', '37.766468')",7.883863325481098,0,0,0,0,2,0
"('55.632526', '37.67765')",2.430539265866183,0,0,1,0,1,1
"('55.896161', '37.612811')",13.91582303832137,0,0,0,0,0,1
"('55.88001', '37.59277')",11.951981266185724,0,0,0,0,0,1
"('55.876293', '37.580788')",11.480480320660298,0,0,0,0,0,1
"('55.887276', '37.615047')",12.973067586857479,0,0,0,0,0,1
"('55.900829', '37.589051')",14.239128663293165,0,0,0,0,0,1
"('55.8798634', '37.5972609')",11.96963520733522,0,0,0,0,0,1
"('55.89701', '37.600998')",13.892907568097405,0,0,0,0,0,1
"('55.897686', '37.582394')",13.864460345644146,0,0,0,0,0,1
"('55.896171', '37.618498')",13.98668717450775,0,0,0,0,0,1
"('55.902858', '37.574543')",14.426017059957694,0,0,0,0,0,1
"('55.891182', '37.603416')",13.271445332559782,0,0,0,0,0,1
"('55.892092', '37.621902')",13.590261315488808,0,0,0,0,0,1
"('55.898866', '37.625424')",14.37500226516103,0,0,0,0,0,1
"('55.899199', '37.605652')",14.174933940815915,0,0,0,0,0,1
"('55.900547', '37.61407')",14.410321855073411,0,0,0,0,0,1
"('55.90435', '37.58175')",14.60392576061672,0,0,0,0,0,1
"('55.90553', '37.57319')",14.72284839822137,0,0,0,0,0,1
"('55.890007', '37.605481')",13.162051491325045,0,0,0,0,0,1
"('55.907279', '37.567455')",14.92019858531174,0,0,0,0,0,1
"('55.89237', '37.577418')",13.261697085635392,0,0,0,0,0,1
"('55.881226', '37.583374')",12.037581430897733,0,0,0,0,0,1
"('55.896626', '37.594494')",13.803080881803947,0,0,0,0,0,1
"('55.887836', '37.615784')",13.043684976154877,0,0,0,0,0,1
"('55.894844', '37.583355')",13.551398804248937,0,0,0,0,0,1
"('55.892006', '37.613826')",13.473564731440627,0,0,0,0,0,1
"('55.89137', '37.58552')",13.173140644736334,0,0,0,0,0,1
"('55.890163', '37.584946')",13.03675532844264,0,0,0,0,0,1
"('55.905357', '37.575756')",14.705240975689442,0,0,0,0,0,1
"('55.90627', '37.567528')",14.807789247289165,0,0,0,0,0,1
"('55.900433', '37.608994')",14.343107123036166,0,0,0,0,0,1
"('55.892844', '37.577606')",13.314757647680121,0,0,0,0,0,1
"('55.883244', '37.59594')",12.332510153715928,0,0,0,0,0,1
"('55.895966', '37.570446')",13.658195087930379,0,0,0,0,0,1
"('55.893808', '37.577376')",13.421687342493277,0,0,0,0,0,1
"('55.894667', '37.590057')",13.560173272040036,0,0,0,0,0,1
"('55.893713', '37.629421')",13.88044128018887,0,0,0,0,0,1
"('55.886086', '37.592472')",12.622776793854106,0,0,0,0,0,1
"('55.888966', '37.598743')",12.986552226279388,0,0,0,0,0,1
"('55.904367', '37.589069')",14.632055271033856,0,0,0,0,0,1
"('55.843414', '37.566072')",7.815727693682493,0,0,0,0,1,1
"('55.679311', '37.44727')",7.0602042463610255,0,0,0,0,1,2
"('55.696161', '37.476761')",4.942848055690809,0,0,0,1,0,3
"('55.698874', '37.468312')",4.668413862327061,0,0,0,1,0,3
"('55.696123', '37.469817')",4.96423503154578,0,0,0,1,0,3
"('55.696037', '37.460421')",5.057165741444488,0,0,0,0,1,2
"('55.694454', '37.470581')",5.145806262653989,0,0,0,0,1,2
"('55.698004', '37.474411')",4.739230445511837,0,0,0,1,0,3
"('55.693622', '37.469189')",5.245031425708909,0,0,0,0,1,2
"('55.6988776', '37.4683463')",4.6677815302244365,0,0,0,1,0,3
"('55.692024', '37.467509')",5.43213659191204,0,0,0,0,1,2
"('55.700104', '37.468034')",4.534295327358148,0,0,0,1,0,3
"('55.689918', '37.47024')",5.651095385332447,0,0,0,0,1,2
"('55.692745', '37.453403')",5.515664032614497,0,0,0,0,1,1
"('55.698622', '37.474517')",4.670276037959736,0,0,0,1,0,3
"('55.70595', '37.47959')",3.8581677589716996,0,0,0,1,1,2
"('55.695611', '37.47351')",5.007297739447563,0,0,0,0,1,2
"('55.699393', '37.468928')",4.606876039045512,0,0,0,1,0,3
"('55.699981', '37.466479')",4.560212855057878,0,0,0,1,0,3
"('55.696423', '37.47377')",4.916378574748909,0,0,0,1,0,3
"('55.707295', '37.456822')",3.901952213979226,0,0,0,1,0,2
"('55.713496', '37.487469')",3.092163850122238,0,0,0,1,1,2
"('55.689035', '37.46997')",5.750344967507169,0,0,0,0,1,2
"('55.69408', '37.477095')",5.1746737863907875,0,0,0,0,1,2
"('55.702323', '37.463035')",4.338667551097472,0,0,0,1,0,2
"('55.739404', '37.739899')",8.011755431559969,0,0,0,0,1,2
"('55.704327', '37.780437')",5.304812944470987,0,0,0,0,1,1
"('55.856982', '37.637569')",10.18232802528206,0,0,0,0,0,1
"('55.647465', '37.610672')",4.325326638478285,0,0,0,1,0,3
"('55.873541', '37.705095')",13.931853323187394,0,0,0,0,0,1
"('55.880295', '37.496174')",12.82720548188148,0,0,0,0,0,1
"('55.874567', '37.580077')",11.28645869992352,0,0,0,0,0,1
"('55.81745', '37.800865')",11.742749105918348,0,0,0,0,0,1
"('55.865541', '37.653909')",11.480563146713376,0,0,0,0,0,1
"('55.714035', '37.765884')",6.020321928107243,0,0,0,0,1,2
"('55.707491', '37.928632')",4.371589850802715,0,0,0,1,0,1
"('55.722036', '37.787498')",4.673239293224377,0,0,0,1,0,3
"('55.81021', '37.723045')",10.324345673271656,0,0,0,0,0,2
"('55.783524', '37.467096')",4.819387695131823,0,0,0,1,1,1
"('55.728652', '37.68067')",8.439272092470828,0,0,0,0,1,3
"('55.70653', '37.786743')",4.857088226622423,0,0,0,1,0,2
"('55.926605', '37.5402')",17.185410454190183,0,0,0,0,0,0
"('55.738388', '37.7049')",9.201691265050696,0,0,0,0,1,3
"('55.672306', '37.76203')",8.037082730749736,0,0,0,0,2,0
"('55.807101', '37.799328')",10.694137020011647,0,0,0,0,0,2
"('55.70053', '37.758266')",6.761370463619411,0,0,0,0,1,2
"('55.704874', '37.916936')",3.7668281015131955,0,0,0,1,0,1
"('55.518265', '37.572701')",12.004198319273467,0,0,0,0,0,1
"('55.653126', '37.558723')",7.149254553395159,0,0,0,0,1,2
"('55.500856', '37.522207')",15.236113223219753,0,0,0,0,0,0
"('55.697179', '37.512577')",5.338140235885495,0,0,0,0,2,1
"('55.566231', '37.497629')",11.205514567284654,0,0,0,0,0,1
"('55.65675', '37.563213')",7.165392841174194,0,0,0,0,1,2
"('55.661217', '37.52978')",9.163813373690175,0,0,0,0,2,1
"('55.592378', '37.604232')",4.011390681517844,0,0,0,1,0,1
"('55.603141', '37.588656')",4.239795551702375,0,0,0,1,0,1
"('55.587453', '37.597163')",4.710298831115086,0,0,0,1,0,1
"('55.59687', '37.593704')",4.252986670006541,0,0,0,1,0,1
"('55.5838', '37.591288')",5.258863065866753,0,0,0,0,1,0
"('55.596457', '37.599822')",3.9517358341578097,0,0,0,1,0,1
"('55.581726', '37.580842')",5.902280313854531,0,0,0,0,1,0
"('55.587056', '37.610538')",4.169045676218188,0,0,0,1,0,1
"('55.584645', '37.603487')",4.659523229360697,0,0,0,1,0,1
"('55.582392', '37.58034')",5.878312133771785,0,0,0,0,1,0
"('55.589977', '37.601196')",4.332743022219427,0,0,0,1,0,1
"('55.591259', '37.598339')",4.374383757305706,0,0,0,1,0,1
"('55.555184', '37.554008')",9.184512952211449,0,0,0,0,1,0
"('55.669518', '37.628882')",6.09359843954785,0,0,0,0,1,2
"('55.582412', '37.578797')",5.951724181556766,0,0,0,0,1,0
"('55.582629', '37.582469')",5.758926026289396,0,0,0,0,1,0
"('55.590913', '37.594953')",4.564515640070655,0,0,0,1,0,1
"('55.588415', '37.601798')",4.425340196549362,0,0,0,1,0,1
"('55.581872', '37.579927')",5.935561120436185,0,0,0,0,1,0
"('55.594055', '37.598114')",4.193886477421495,0,0,0,1,0,1
"('55.587517', '37.610997')",4.110878275963728,0,0,0,1,0,1
"('55.5979409', '37.608826')",3.393880206273392,0,0,0,1,0,1
"('55.593605', '37.605865')",3.843790037255377,0,0,0,1,0,1
"('55.597027', '37.588871')",4.50936288293467,0,0,0,1,0,1
"('55.58292', '37.581164')",5.800722700873438,0,0,0,0,1,0
"('55.585321', '37.601169')",4.70065547549609,0,0,0,1,0,1
"('55.620888', '37.601627')",3.199281855563083,0,0,0,1,0,1
"('55.601299', '37.597971')",3.7810548556879815,0,0,0,1,0,1
"('55.581578', '37.581606')",5.876729174644006,0,0,0,0,1,0
"('55.568914', '37.590543')",6.540325591070714,0,0,0,0,1,0
"('55.582418', '37.5814')",5.825414358193911,0,0,0,0,1,0
"('55.776537', '37.540928')",1.9865866342229468,0,0,1,0,2,0
"('55.53399', '37.51512')",12.583314824072971,0,0,0,0,0,1
"('55.847442', '37.564967')",8.267147233385764,0,0,0,0,1,1
"('55.806287', '37.417994')",8.184631266001865,0,0,0,0,1,1
"('55.642822', '37.60628')",4.111228852651272,0,0,0,1,0,3
"('55.809196', '37.574066')",3.998908136880274,0,0,0,1,1,1
"('55.61117', '37.52794')",7.823780361727751,0,0,0,0,1,1
"('55.4866118', '36.9185187')",2475.8090665663117,0,0,0,0,0,0
"('55.536166', '37.159387')",30.271131622071167,0,0,0,0,0,0
"('55.487709', '36.9149866')",2476.2022971790716,0,0,0,0,0,0
"('55.4833037', '36.9148754')",2476.033505861299,0,0,0,0,0,0
"('55.4999698', '36.9183258')",2476.3733905635318,0,0,0,0,0,0
"('55.545416', '37.154742')",29.701860035209645,0,0,0,0,0,0
"('55.5422995', '37.151866')",30.079869576612314,0,0,0,0,0,0
"('55.5444083', '37.1538739')",29.821395451470696,0,0,0,0,0,0
"('55.495129', '36.916608')",2476.3452009825296,0,0,0,0,0,0
"('55.753007', '37.59303')",2.614652049160869,0,0,1,0,2,0
"('55.752141', '37.592411')",2.67965714878721,0,0,1,0,2,0
"('55.746243', '37.600711')",3.5083639503485915,0,0,0,1,1,2
"('55.7261873', '37.5635277')",5.272347364590053,0,0,0,0,2,1
"('55.762145', '37.606227')",2.4781565970480592,0,0,1,0,2,0
"('55.748376', '37.599256')",3.257902263878543,0,0,0,1,1,1
"('55.753058', '37.58579')",2.4126108990367574,0,0,1,0,2,0
"('55.748939', '37.599247')",3.204378305200943,0,0,0,1,1,1
"('55.748321', '37.592482')",3.062125064890402,0,0,0,1,1,1
"('55.747267', '37.593381')",3.1923314817862587,0,0,0,1,1,1
"('55.75092', '37.593695')",2.837600309549676,0,0,1,0,2,0
"('55.753197', '37.584145')",2.3630106779326296,0,0,1,0,2,0
"('55.749871', '37.59356')",2.936778836010279,0,0,1,0,2,0
"('55.750084', '37.584955')",2.708322946022289,0,0,1,0,2,0
"('55.599153', '37.365811')",17.212263514527784,0,0,0,0,0,0
"('55.599819', '37.35636')",17.394285417999605,0,0,0,0,0,0
"('55.6178', '37.264445')",19.09351756571751,0,0,0,0,0,0
"('55.491177', '37.311867')",2437.2539713127735,0,0,0,0,0,0
"('55.621374', '37.30574')",17.06776760443987,0,0,0,0,0,0
"('55.598817', '37.360196')",17.392045933762322,0,0,0,0,0,0
"('55.626101', '37.311274')",16.439379045563342,0,0,0,0,0,0
"('55.589096', '37.171143')",25.56102100990302,0,0,0,0,0,0
"('55.6238395', '37.3049863')",16.88526524620672,0,0,0,0,0,0
"('55.623697', '37.30539')",16.881298371542993,0,0,0,0,0,0
"('55.626082', '37.310203')",16.483660488762325,0,0,0,0,0,0
"('55.599396', '37.202255')",23.33537368725361,0,0,0,0,0,0
"('55.624261', '37.309585')",16.665515477850363,0,0,0,0,0,0
"('55.489014', '37.312576')",2437.096127104653,0,0,0,0,0,0
"('55.624967', '37.30654')",16.726154650116406,0,0,0,0,0,0
"('55.601416', '37.363466')",17.043025488611693,0,0,0,0,0,0
"('55.588412', '37.164133')",25.943974519703286,0,0,0,0,0,0
"('55.860337', '37.667061')",11.374603174485232,0,0,0,0,0,1
"('55.604712', '37.240253')",21.20113905420354,0,0,0,0,0,0
"('55.616554', '37.264642')",19.184599884958885,0,0,0,0,0,0
"('55.603212', '37.358372')",16.998957833249538,0,0,0,0,0,0
"('55.612263', '37.306055')",17.85662764818647,0,0,0,0,0,0
"('55.6222077', '37.3069577')",16.94735632332188,0,0,0,0,0,0
"('55.4488835', '37.2497875')",2441.631461915476,0,0,0,0,0,0
"('55.609097', '37.305515')",18.160163450459002,0,0,0,0,0,0
"('55.588533', '37.171806')",25.57122837091961,0,0,0,0,0,0
"('55.8608539', '37.6672562')",11.43003869137797,0,0,0,0,0,1
"('55.601956', '37.359989')",17.081034648242067,0,0,0,0,0,0
"('55.588973', '37.166081')",25.810254921934746,0,0,0,0,0,0
"('55.61408', '37.301067')",17.8868558158563,0,0,0,0,0,0
"('55.605093', '37.366394')",16.59397886268476,0,0,0,0,0,0
"('55.60477', '37.36249')",16.730417142855302,0,0,0,0,0,0
"('55.587345', '37.165618')",25.95138998896625,0,0,0,0,0,0
"('55.587969', '37.167962')",25.794477134114697,0,0,0,0,0,0
"('55.86071', '37.670967')",11.539684754233573,0,0,0,0,0,1
"('55.593527', '37.364463')",17.820524516524706,0,0,0,0,0,0
"('55.602861', '37.35769')",17.0528838865903,0,0,0,0,0,0
"('55.56925', '37.286426')",22.510980309375228,0,0,0,0,0,0
"('55.604387', '37.369907')",16.574905259253867,0,0,0,0,0,0
"('55.5525815', '37.334048')",21.25558395077745,0,0,0,0,0,0
"('55.601788', '37.374353')",16.73073386338003,0,0,0,0,0,0
"('55.644521', '37.339885')",13.711804385363221,0,0,0,0,0,1
"('55.798473', '37.53276')",3.7330276389234784,0,0,0,1,1,1
"('55.792832', '37.51414')",4.235049734588039,0,0,0,1,1,1
"('55.812595', '37.53138')",5.0650060717104415,0,0,0,0,2,0
"('55.799345', '37.523968')",4.184860571110312,0,0,0,1,1,1
"('55.8108538', '37.5331014')",4.843174573000501,0,0,0,1,1,1
"('55.80822', '37.532008')",4.629283943373299,0,0,0,1,1,1
"('55.793864', '37.541001')",3.006728045707106,0,0,0,1,1,1
"('55.805746', '37.557385')",3.728218808676294,0,0,0,1,1,1
"('55.804901', '37.509289')",5.280755113705083,0,0,0,0,2,0
"('55.808144', '37.539527')",4.383729355961946,0,0,0,1,1,1
"('55.808758', '37.53307')",4.644275279761514,0,0,0,1,1,1
"('55.806454', '37.521873')",4.85170074739802,0,0,0,1,1,1
"('55.806362', '37.52286')",4.803904231356272,0,0,0,1,1,1
"('55.809147', '37.533436')",4.669189629858185,0,0,0,1,1,1
"('55.793313', '37.540533')",2.979692488382376,0,0,1,0,2,0
"('55.794606', '37.542816')",2.999118039862708,0,0,1,0,2,0
"('55.811128', '37.514688')",5.539991252729433,0,0,0,0,2,0
"('55.79935', '37.518166')",4.454788755906794,0,0,0,1,1,1
"('55.7952659', '37.5260396')",3.783996283230183,0,0,0,1,1,1
"('55.793622', '37.545086')",2.8257098024676446,0,0,1,0,2,0
"('55.7907663', '37.5244215')",3.5660065801145704,0,0,0,1,1,1
"('55.798961', '37.537092')",3.602323823684706,0,0,0,1,1,1
"('55.80278', '37.536285')",3.9763857246866534,0,0,0,1,1,1
"('55.797751', '37.532466')",3.6854727106508816,0,0,0,1,1,1
"('55.798136', '37.545276')",3.2359407670253866,0,0,0,1,1,1
"('55.8054', '37.538773')",4.139486854900209,0,0,0,1,1,1
"('55.806798', '37.516153')",5.119680946012961,0,0,0,0,2,0
"('55.801186', '37.50938')",5.010305696564224,0,0,0,0,2,0
"('55.806736', '37.54014')",4.22728219421335,0,0,0,1,1,1
"('55.794166', '37.542219')",2.9838795978613626,0,0,1,0,2,0
"('55.804956', '37.512344')",5.143631792216646,0,0,0,0,2,0
"('55.802204', '37.53941')",3.8148802394177515,0,0,0,1,1,1
"('55.79307', '37.541862')",2.9044510258636924,0,0,1,0,2,0
"('55.803894', '37.532986')",4.196769404653871,0,0,0,1,1,1
"('55.79728', '37.541027')",3.3045738538537495,0,0,0,1,1,1
"('55.81081', '37.53465')",4.790644433602114,0,0,0,1,1,1
