coords,kids_hospitals_closest_km,kids_hospitals_less500m,kids_hospitals_0.5-1km,kids_hospitals_1-3km,kids_hospitals_3-5km,kids_hospitals_5-10km,kids_hospitals_10-15km
"('55.81335', '37.70311')",2.834749020244377,0,0,1,0,4,2
"('55.815549', '37.757817')",4.854871115055848,0,0,0,1,2,4
"('55.805187', '37.71283')",2.1286272912819335,0,0,1,0,4,3
"('55.817612', '37.745424')",4.44655940366969,0,0,0,1,2,4
"('55.822', '37.759235')",5.399640026283832,0,0,0,0,3,2
"('55.803085', '37.712975')",1.9264699605000057,0,0,1,1,3,4
"('55.81335', '37.70311')",2.834749020244377,0,0,1,0,4,2
"('55.80608', '37.712128')",2.199600746156451,0,0,1,0,4,3
"('55.504208', '37.539043')",15.589027700995379,0,0,0,0,0,0
"('55.503204', '37.53685')",15.750820472578129,0,0,0,0,0,0
"('55.507973', '37.584308')",14.146137076547085,0,0,0,0,0,1
"('55.495765', '37.52068')",2408.1822371909516,0,0,0,0,0,0
"('55.568736', '37.489805')",12.099481137063682,0,0,0,0,0,1
"('55.542986', '37.47872')",14.425057774727799,0,0,0,0,0,1
"('55.475169', '37.525208')",2406.867079669631,0,0,0,0,0,0
"('55.50213', '37.32641')",14.741553677789275,0,0,0,0,0,1
"('55.49493', '37.515874')",2408.6146247230595,0,0,0,0,0,0
"('55.504517', '37.536823')",15.620994550942354,0,0,0,0,0,0
"('55.503971', '37.592716')",14.434583684045561,0,0,0,0,0,1
"('55.504374', '37.586778')",14.487625165385897,0,0,0,0,0,1
"('55.539677', '37.460086')",15.553625168849846,0,0,0,0,0,0
"('55.4772347', '37.528589')",2406.6255896938724,0,0,0,0,0,0
"('55.540822', '37.45504')",15.717645816922566,0,0,0,0,0,0
"('55.545375', '37.523824')",12.252478795464643,0,0,0,0,0,1
"('55.543274', '37.459843')",15.31019575006911,0,0,0,0,0,0
"('55.540266', '37.458732')",15.576970042155342,0,0,0,0,0,0
"('55.503204', '37.53685')",15.750820472578129,0,0,0,0,0,0
"('55.524355', '37.51167')",14.568060636585836,0,0,0,0,0,1
"('55.546812', '37.493955')",13.429708469569634,0,0,0,0,0,1
"('55.50213', '37.32641')",14.741553677789275,0,0,0,0,0,1
"('55.503721', '37.589778')",14.507981926252521,0,0,0,0,0,1
"('55.520762', '37.351222')",16.534886929011368,0,0,0,0,0,0
"('55.4772347', '37.528589')",2406.6255896938724,0,0,0,0,0,0
"('55.508524', '37.339337')",15.283390247461808,0,0,0,0,0,0
"('55.536545', '37.506763')",13.699072719803533,0,0,0,0,0,1
"('55.526093', '37.510745')",14.447724475971379,0,0,0,0,0,1
"('55.49493', '37.515874')",2408.6146247230595,0,0,0,0,0,0
"('55.502666', '37.53829')",15.764045438881379,0,0,0,0,0,0
"('55.500392', '37.521677')",16.475351598837662,0,0,0,0,0,0
"('55.500596', '37.519207')",16.531975570568996,0,0,0,0,0,0
"('55.568471', '37.486867')",12.269655415411641,0,0,0,0,0,1
"('55.5346857', '37.5009365')",14.096752550635916,0,0,0,0,0,1
"('55.543582', '37.49709')",13.539197395180377,0,0,0,0,0,1
"('55.541206', '37.48661')",14.196192389411303,0,0,0,0,0,1
"('55.532675', '37.38292')",17.775054909710924,0,0,0,0,0,0
"('55.631742', '37.666261')",0.9941058113961685,0,1,0,1,1,3
"('55.517371', '37.5724')",13.398450640101137,0,0,0,0,0,1
"('55.532675', '37.38292')",17.775054909710924,0,0,0,0,0,0
"('55.468576', '37.28851')",2429.6645115192373,0,0,0,0,0,0
"('55.540475', '37.492644')",13.982437719166002,0,0,0,0,0,1
"('55.54267', '37.486618')",14.083087608373507,0,0,0,0,0,1
"('55.544023', '37.47804')",14.380026205120256,0,0,0,0,0,1
"('55.54267', '37.486618')",14.083087608373507,0,0,0,0,0,1
"('55.54673', '37.488142')",13.70453981119805,0,0,0,0,0,1
"('55.497587', '37.517257')",2408.5928168544287,0,0,0,0,0,0
"('55.54673', '37.488142')",13.70453981119805,0,0,0,0,0,1
"('55.545584', '37.483211')",14.020831750474004,0,0,0,0,0,1
"('55.569036', '37.487263')",12.213960736074391,0,0,0,0,0,1
"('55.54673', '37.488142')",13.70453981119805,0,0,0,0,0,1
"('55.550132', '37.489203')",13.401613603996395,0,0,0,0,0,1
"('55.507046', '37.57191')",14.487592961750764,0,0,0,0,0,1
"('55.487463', '37.33693')",2425.7366321331747,0,0,0,0,0,0
"('55.549516', '37.488475')",13.481460716305365,0,0,0,0,0,1
"('55.5124399', '37.5801894')",13.749941174611253,0,0,0,0,0,1
"('55.641295', '37.403522')",14.95193727712771,0,0,0,0,0,1
"('55.495765', '37.52068')",2408.1822371909516,0,0,0,0,0,0
"('55.550687', '37.509361')",12.432148801830449,0,0,0,0,0,1
"('55.54649', '37.489385')",13.664850309244787,0,0,0,0,0,1
"('55.487463', '37.33693')",2425.7366321331747,0,0,0,0,0,0
"('55.500524', '37.541943')",15.879241062463315,0,0,0,0,0,0
"('55.53666', '37.507835')",13.645259449775244,0,0,0,0,0,1
"('55.549327', '37.487586')",13.537438119878763,0,0,0,0,0,1
"('55.541922', '37.494144')",13.801380801063802,0,0,0,0,0,1
"('55.500392', '37.521677')",16.475351598837662,0,0,0,0,0,0
"('55.541004', '37.493225')",13.914778136620674,0,0,0,0,0,1
"('55.5015837', '37.5981332')",14.614008132051953,0,0,0,0,0,1
"('55.589204', '37.167393')",27.511657251523967,0,0,0,0,0,0
"('55.575409', '37.473249')",12.60346055288796,0,0,0,0,0,1
"('55.496348', '37.517823')",2408.485106036162,0,0,0,0,0,0
"('55.820847', '37.65276')",4.30348352030064,0,0,0,2,2,5
"('55.56971', '37.49039')",12.008236571919024,0,0,0,0,0,1
"('55.49493', '37.515874')",2408.6146247230595,0,0,0,0,0,0
"('55.498133', '37.518012')",2408.542508715071,0,0,0,0,0,0
"('55.511705', '37.366817')",15.454840450971313,0,0,0,0,0,0
"('55.544061', '37.562335')",10.978940477426898,0,0,0,0,0,1
"('55.50368', '37.588745')",14.529233227389218,0,0,0,0,0,1
"('55.549501', '37.564904')",10.373772767077478,0,0,0,0,0,1
"('55.500621', '37.576124')",15.080837463430168,0,0,0,0,0,0
"('55.5511', '37.571884')",10.000455462003751,0,0,0,0,0,1
"('55.54857', '37.553234')",10.853429981810383,0,0,0,0,0,1
"('55.502083', '37.57618')",14.92473159984798,0,0,0,0,0,1
"('55.510647', '37.565193')",14.261422051803578,0,0,0,0,0,1
"('55.563905', '37.582224')",8.437979980020284,0,0,0,0,1,0
"('55.81028', '37.616844')",5.104389402218055,0,0,0,0,6,2
"('55.812303', '37.599757')",4.995054116334858,0,0,0,1,6,2
"('55.80427', '37.611088')",4.346959487781878,0,0,0,1,6,2
"('55.821113', '37.591431')",5.305691791403345,0,0,0,0,6,2
"('55.807911', '37.612362')",4.75213181927795,0,0,0,1,5,3
"('55.816555', '37.5934')",5.402332447997662,0,0,0,0,6,2
"('55.79526', '37.625')",3.9489830150423653,0,0,0,2,4,3
"('55.784554', '37.630527')",3.430523477225977,0,0,0,2,4,4
"('55.828598', '37.576405')",5.359198984331144,0,0,0,0,5,3
"('55.821113', '37.591431')",5.305691791403345,0,0,0,0,6,2
"('55.8053599', '37.589619')",4.138751653750326,0,0,0,1,6,2
"('55.809055', '37.589256')",4.547139401602449,0,0,0,1,6,2
"('55.812358', '37.583634')",4.903282921715293,0,0,0,1,6,2
"('55.821113', '37.591431')",5.305691791403345,0,0,0,0,6,2
"('55.808083', '37.61088')",4.736083914138109,0,0,0,1,6,2
"('55.806499', '37.643911')",3.694699183273247,0,0,0,1,5,2
"('55.810436', '37.563988')",4.855388898424749,0,0,0,1,5,3
"('55.790297', '37.612847')",3.0413227419456135,0,0,0,1,6,2
"('55.812459', '37.556685')",5.205915928999178,0,0,0,0,5,3
"('55.82537', '37.59751')",4.697840739348895,0,0,0,1,3,5
"('55.815747', '37.568246')",5.372943400392087,0,0,0,0,5,3
"('55.8025889', '37.5918333')",3.846543894791603,0,0,0,1,6,2
"('55.812312', '37.595316')",4.948685724877436,0,0,0,1,6,2
"('55.806747', '37.611824')",4.619349845851908,0,0,0,1,6,2
"('55.8053599', '37.589619')",4.138751653750326,0,0,0,1,6,2
"('55.8025889', '37.5918333')",3.846543894791603,0,0,0,1,6,2
"('55.78525', '37.560404')",2.3995301616246056,0,0,1,1,6,2
"('55.774598', '37.54595')",2.097361420816573,0,0,2,0,5,3
"('55.811103', '37.561113')",4.976298329691064,0,0,0,1,4,4
"('55.650175', '37.615407')",2.9128690047666144,0,0,1,0,2,4
"('55.646396', '37.63615')",1.763199957604767,0,0,1,0,3,3
"('55.648575', '37.617842')",2.6795848977262224,0,0,1,0,2,4
"('55.642499', '37.615803')",2.3954963780476897,0,0,1,0,2,4
"('55.65461', '37.625595')",2.8875045976314415,0,0,1,0,3,3
"('55.6542767', '37.6257333')",2.8513092370562356,0,0,1,0,3,3
"('55.66667', '37.621076')",4.2069032533719675,0,0,0,1,2,5
"('55.6512', '37.591152')",4.222291232083144,0,0,0,1,1,5
"('55.66833', '37.593964')",5.305669898785434,0,0,0,0,2,6
"('55.673103', '37.530526')",7.882833251744543,0,0,0,0,3,4
"('55.644359', '37.61503')",2.5402135950707248,0,0,1,0,2,4
"('55.63027', '37.592113')",3.5668166976104483,0,0,0,1,0,5
"('55.6324625', '37.6076822')",2.60400318200527,0,0,1,0,1,4
"('55.644359', '37.614114')",2.589604616937984,0,0,1,0,2,4
"('55.654528', '37.607197')",3.621358995559171,0,0,0,1,1,5
"('55.662334', '37.605715')",4.3178810805358605,0,0,0,1,1,7
"('55.66119', '37.6056')",4.225300495621082,0,0,0,1,1,5
"('55.637656', '37.617636')",2.0852673698528332,0,0,1,0,2,4
"('55.651363', '37.61062')",3.2259818589079097,0,0,0,1,1,5
"('55.662217', '37.620869')",3.7701650311300168,0,0,0,1,2,5
"('55.659886', '37.615919')",3.712229011094071,0,0,0,1,2,4
"('55.651994', '37.62828')",2.5508465126232447,0,0,1,0,3,3
"('55.6374156', '37.6102554')",2.5291542614995213,0,0,1,0,2,4
"('55.676018', '37.68418')",5.1450298081721835,0,0,0,0,4,3
"('55.662217', '37.620869')",3.7701650311300168,0,0,0,1,2,5
"('55.668569', '37.611608')",4.673073400366923,0,0,0,1,2,6
"('55.65461', '37.625595')",2.8875045976314415,0,0,1,0,3,3
"('55.651134', '37.60723')",3.374854972565707,0,0,0,1,1,5
"('55.6545218', '37.6009467')",3.9191382758556528,0,0,0,1,1,5
"('55.6546297', '37.6061646')",3.6769663926583585,0,0,0,1,1,5
"('55.64945', '37.61205')",3.0205738661069894,0,0,0,1,1,5
"('55.661623', '37.615569')",3.8849000534748797,0,0,0,1,2,5
"('55.651363', '37.61062')",3.2259818589079097,0,0,0,1,1,5
"('55.672783', '37.536014')",7.674932027963095,0,0,0,0,3,4
"('55.860181', '37.69905')",3.5356688620509984,0,0,0,1,1,3
"('55.820566', '37.66238')",4.087152626768107,0,0,0,2,2,5
"('55.8178557', '37.6333335')",4.626130006070132,0,0,0,2,3,5
"('55.833572', '37.65577')",2.9566068030133463,0,0,1,0,4,3
"('55.825629', '37.647298')",3.7354318761760945,0,0,0,1,3,4
"('55.850574', '37.684148')",2.767608789634576,0,0,1,0,2,4
"('55.866306', '37.708332')",4.187413039359292,0,0,0,1,1,3
"('55.850636', '37.686142')",2.883011766518727,0,0,1,0,2,4
"('55.81995', '37.651394')",4.390753643870416,0,0,0,2,3,4
"('55.8298785', '37.6607697')",3.4438608207431063,0,0,0,1,3,4
"('55.819084', '37.653694')",4.234473755462606,0,0,0,2,3,4
"('55.813749', '37.642096')",4.279060369973837,0,0,0,1,5,2
"('55.810466', '37.624247')",4.976366843313261,0,0,0,1,5,3
"('55.810688', '37.63676')",4.328364172386201,0,0,0,1,5,2
"('55.813314', '37.641')",4.298899814238065,0,0,0,1,5,2
"('55.867041', '37.709596')",4.279932333147942,0,0,0,1,1,3
"('55.850574', '37.684148')",2.767608789634576,0,0,1,0,2,4
"('55.863707', '37.692483')",3.162259024176535,0,0,0,1,1,3
"('55.820642', '37.642042')",4.279321286670299,0,0,0,2,3,4
"('55.856335', '37.69941')",3.5693127973722336,0,0,0,1,1,4
"('55.82048', '37.65002')",4.322136110130597,0,0,0,2,3,4
"('55.822478', '37.648492')",4.0913181805205765,0,0,0,2,3,4
"('55.828132', '37.650226')",3.478026626809838,0,0,0,1,3,4
"('55.818301', '37.62678')",4.647027719145152,0,0,0,1,4,4
"('55.8145435', '37.6248368')",5.081828929259799,0,0,0,0,6,2
"('55.816217', '37.626196')",4.881543374658392,0,0,0,1,5,3
"('55.825127', '37.62865')",3.879821340508382,0,0,0,1,4,4
"('55.850574', '37.684148')",2.767608789634576,0,0,1,0,2,4
"('55.8154079', '37.6271093')",4.958108068506002,0,0,0,1,5,3
"('55.82318', '37.62634')",4.124689498164583,0,0,0,1,4,4
"('55.812388', '37.64365')",4.105783659981757,0,0,0,1,5,2
"('55.810466', '37.624247')",4.976366843313261,0,0,0,1,5,3
"('55.866834', '37.702625')",3.8473331467721454,0,0,0,1,1,3
"('55.807404', '37.640594')",3.923860962572457,0,0,0,1,5,2
"('55.808948', '37.638')",4.154329202271706,0,0,0,1,5,2
"('55.833572', '37.65577')",2.9566068030133463,0,0,1,0,4,3
"('55.810688', '37.63676')",4.328364172386201,0,0,0,1,5,2
"('55.812337', '37.658571')",3.450950061276416,0,0,0,1,5,2
"('55.8072401', '37.6337868')",4.278811331510971,0,0,0,1,5,2
"('55.82318', '37.62634')",4.124689498164583,0,0,0,1,4,4
"('55.829456', '37.663494')",3.547593040927748,0,0,0,2,2,5
"('55.818301', '37.62678')",4.647027719145152,0,0,0,1,4,4
"('55.870713', '37.71371')",4.622866242609618,0,0,0,1,1,3
"('55.826554', '37.65028')",3.6525863272339363,0,0,0,1,3,4
"('55.823393', '37.619899')",4.220193515293334,0,0,0,1,4,4
"('55.870713', '37.71371')",4.622866242609618,0,0,0,1,1,3
"('55.870713', '37.71371')",4.622866242609618,0,0,0,1,1,3
"('55.691379', '37.604906')",3.7416627571239944,0,0,0,1,4,4
"('55.694813', '37.607914')",3.3302187557045264,0,0,0,1,5,3
"('55.675631', '37.62872')",4.980539036649509,0,0,0,1,2,6
"('55.680143', '37.609685')",4.934666525166691,0,0,0,1,4,4
"('55.7094255', '37.6240153')",1.6776216591896436,0,0,1,0,7,1
"('55.6873515', '37.5984783')",4.274580927097105,0,0,0,1,3,5
"('55.673676', '37.601106')",5.506226942043672,0,0,0,0,3,5
"('55.699943', '37.619683')",2.7010610588291017,0,0,1,0,6,2
"('55.7094255', '37.6240153')",1.6776216591896436,0,0,1,0,7,1
"('55.703842', '37.615875')",2.2735249930325407,0,0,1,0,6,2
"('55.699943', '37.619683')",2.7010610588291017,0,0,1,0,6,2
"('55.698173', '37.619827')",2.89828027715705,0,0,1,0,6,2
"('55.713998', '37.619989')",1.1382522866939537,0,0,1,0,7,1
"('55.698173', '37.619827')",2.89828027715705,0,0,1,0,6,2
"('55.692734', '37.60302')",3.6215151464712165,0,0,0,1,4,4
"('55.708288', '37.643228')",2.3460738583497434,0,0,1,0,7,1
"('55.696487', '37.612747')",3.1049617023475276,0,0,0,1,5,3
"('55.691745', '37.610269')",3.646388391018747,0,0,0,1,5,3
"('55.69181', '37.607978')",3.659225287013974,0,0,0,1,5,3
"('55.699406', '37.624444')",2.7833098661750615,0,0,1,0,6,2
"('55.699943', '37.619683')",2.7010610588291017,0,0,1,0,6,2
"('55.710732', '37.640551')",2.030929850845344,0,0,1,0,7,1
"('55.671174', '37.62908')",4.4970274667685315,0,0,0,1,2,5
"('55.6825589', '37.6943914')",4.453440029406324,0,0,0,1,3,4
"('55.870693', '37.550846')",5.86121892058648,0,0,0,0,2,4
"('55.861272', '37.541234')",6.339885864470893,0,0,0,0,2,4
"('55.861524', '37.5425')",6.261394868248231,0,0,0,0,2,4
"('55.860077', '37.54629')",6.0214387172029475,0,0,0,0,2,4
"('55.86405', '37.554447')",5.530222428907805,0,0,0,0,2,4
"('55.860944', '37.567212')",4.7128335852769725,0,0,0,1,0,7
"('55.858867', '37.561284')",5.083717740175098,0,0,0,0,2,5
"('55.866687', '37.557107')",5.397689211781607,0,0,0,0,2,4
"('55.860994', '37.542051')",6.288057842029194,0,0,0,0,2,4
"('55.860077', '37.54629')",6.0214387172029475,0,0,0,0,2,4
"('55.855043', '37.557013')",5.376866070844556,0,0,0,0,3,5
"('55.903014', '37.550801')",7.483690401800637,0,0,0,0,1,1
"('55.859968', '37.566683')",4.74443632958017,0,0,0,1,0,7
"('55.871284', '37.497548')",6.020404900581826,0,0,0,0,2,3
"('55.860994', '37.542051')",6.288057842029194,0,0,0,0,2,4
"('55.879455', '37.53657')",6.9788859665274545,0,0,0,0,2,4
"('55.865389', '37.558122')",5.316142596493342,0,0,0,0,2,4
"('55.850368', '37.578181')",4.150467045262909,0,0,0,1,2,6
"('55.867578', '37.562794')",5.061312176718025,0,0,0,0,2,4
"('55.86204', '37.555695')",5.43783871827408,0,0,0,0,2,5
"('55.867714', '37.552742')",5.684820371767231,0,0,0,0,2,4
"('55.85726', '37.563323')",4.963305372482864,0,0,0,1,2,6
"('55.866718', '37.553918')",5.595900422122788,0,0,0,0,2,4
"('55.867714', '37.552742')",5.684820371767231,0,0,0,0,2,4
"('55.86995', '37.549004')",5.957989164278163,0,0,0,0,2,4
"('55.847442', '37.564967')",5.0329107197790615,0,0,0,0,3,5
"('55.857458', '37.567958')",4.672261247141461,0,0,0,1,1,7
"('55.86132', '37.565414')",4.826606828911745,0,0,0,1,0,7
"('55.857656', '37.569233')",4.591319306560902,0,0,0,1,1,7
"('55.85726', '37.563323')",4.963305372482864,0,0,0,1,2,6
"('55.79942', '37.539223')",4.4615269515391045,0,0,0,2,4,4
"('55.821371', '37.587946')",5.4181528271086234,0,0,0,0,5,3
"('55.833182', '37.531595')",7.528575700561547,0,0,0,0,5,3
"('55.882064', '37.502858')",6.785549846346117,0,0,0,0,2,3
"('55.733364', '37.828938')",6.672611773012324,0,0,0,0,2,2
"('55.736726', '37.824508')",6.854355412901939,0,0,0,0,3,1
"('55.710749', '37.794607')",3.4257744806215893,0,0,0,1,1,5
"('55.732525', '37.83344')",6.750840825193356,0,0,0,0,2,2
"('55.724794', '37.798044')",4.9589020837634425,0,0,0,1,2,4
"('55.720023', '37.823951')",5.275889387542928,0,0,0,0,2,3
"('55.7255', '37.810818')",5.3475003407690265,0,0,0,0,3,3
"('55.715023', '37.802277')",4.06474262562944,0,0,0,1,1,5
"('55.71453', '37.777515')",3.5355181577122003,0,0,0,1,3,3
"('55.75103', '37.80868')",6.49700337547531,0,0,0,0,3,2
"('55.81247', '37.80198')",7.08126169731191,0,0,0,0,2,4
"('55.75311', '37.78632')",5.075165971729046,0,0,0,0,3,3
"('55.721817', '37.818886')",5.2505773964541875,0,0,0,0,2,3
"('55.720322', '37.795987')",4.447335602472399,0,0,0,1,2,4
"('55.720956', '37.811016')",4.908024089451092,0,0,0,1,1,5
"('55.718628', '37.78827')",4.116199097931408,0,0,0,1,2,4
"('55.722477', '37.781641')",4.447646949538972,0,0,0,1,2,4
"('55.7186429', '37.8263095')",5.250366962164224,0,0,0,0,2,3
"('55.710094', '37.78995')",3.248019593217431,0,0,0,1,1,5
"('55.68399', '37.853147')",5.087607699024149,0,0,0,0,1,2
"('55.678566', '37.723988')",2.626226758180845,0,0,1,0,4,3
"('55.7156246', '37.7789853')",3.668430390225485,0,0,0,1,2,4
"('55.701465', '37.84004')",4.745941598970563,0,0,0,1,0,5
"('55.697194', '37.79004')",1.963975753693586,0,0,1,0,2,4
"('55.74855', '37.810055')",6.623118240257182,0,0,0,0,3,2
"('55.700212', '37.810809')",3.110748482943686,0,0,0,1,1,4
"('55.740466', '37.767214')",4.331342417185408,0,0,0,1,3,4
"('55.757004', '37.827526')",7.628807564713777,0,0,0,0,3,1
"('55.715829', '37.82926')",5.143030570705809,0,0,0,0,2,3
"('55.686888', '37.920296')",9.32076428455844,0,0,0,0,1,0
"('55.733032', '37.825504')",6.528201986210368,0,0,0,0,2,2
"('55.714185', '37.799386')",3.899572576756722,0,0,0,1,1,5
"('55.714474', '37.78728')",3.6544870060951116,0,0,0,1,2,4
"('55.722091', '37.825919')",5.533631886482534,0,0,0,0,2,3
"('55.720905', '37.808132')",4.815646322208467,0,0,0,1,1,5
"('55.711666', '37.79108')",3.4367847610465785,0,0,0,1,1,5
"('55.718086', '37.819514')",4.935024267150002,0,0,0,1,1,4
"('55.71676', '37.830185')",5.257980615700719,0,0,0,0,2,3
"('55.759932', '37.694037')",0.7345125554076547,0,1,1,1,5,4
"('55.750216', '37.817951')",7.0859908495307815,0,0,0,0,3,2
"('55.756888', '37.777535')",4.491900213550744,0,0,0,1,2,5
"('55.85224', '37.610996')",2.121708211331966,0,0,1,0,3,5
"('55.85061', '37.5769')",4.222405126386798,0,0,0,1,1,7
"('55.840218', '37.5849927')",4.175759283221184,0,0,0,1,3,5
"('55.861135', '37.590973')",3.226590969717318,0,0,0,1,0,7
"('55.841362', '37.580903')",4.339668056445467,0,0,0,1,3,5
"('55.848957', '37.587246')",3.6464027087051183,0,0,0,1,2,6
"('55.85061', '37.5769')",4.222405126386798,0,0,0,1,1,7
"('55.863304', '37.59109')",3.238994661656391,0,0,0,1,0,7
"('55.867445', '37.587533')",3.5412098068974176,0,0,0,1,0,7
"('55.840029', '37.582586')",4.317034329469058,0,0,0,1,3,5
"('55.864292', '37.586914')",3.5125394562691126,0,0,0,1,0,7
"('55.843555', '37.579672')",4.30469493297604,0,0,0,1,2,6
"('55.823646', '37.571219')",5.964066731215448,0,0,0,0,5,3
"('55.868187', '37.606119')",2.457272672409204,0,0,1,0,1,6
"('55.850914', '37.617536')",1.8148538362265652,0,0,1,0,3,5
"('55.850141', '37.622425')",1.6091314460106738,0,0,1,0,3,5
"('55.854133', '37.61865')",1.5988300863703468,0,0,1,0,3,5
"('55.85533', '37.616856')",1.666484766938132,0,0,1,0,3,5
"('55.86968', '37.599545')",2.901130042911715,0,0,1,0,1,6
"('55.8648791', '37.5977803')",2.852691280418895,0,0,1,0,1,6
"('55.8468', '37.575792')",4.402959914648941,0,0,0,1,2,6
"('55.8468', '37.575792')",4.402959914648941,0,0,0,1,2,6
"('55.864017', '37.589684')",3.33652803374796,0,0,0,1,0,7
"('55.871531', '37.60796')",2.521368035863914,0,0,1,0,1,6
"('55.865889', '37.589042')",3.411220633136584,0,0,0,1,0,7
"('55.86446', '37.599094')",2.763036965636233,0,0,1,0,1,6
"('55.721802', '37.848565')",6.478171871234798,0,0,0,0,2,2
"('55.771732', '37.619099')",2.144233680979987,0,0,1,1,6,2
"('55.94088', '37.5291857')",11.472231112882858,0,0,0,0,0,2
"('55.9422093', '37.5297096')",11.568918809337486,0,0,0,0,0,2
"('55.9422093', '37.5297096')",11.568918809337486,0,0,0,0,0,2
"('55.853142', '37.501142')",5.956837663772938,0,0,0,0,3,3
"('55.834714', '37.523519')",7.678984037384212,0,0,0,0,5,3
"('55.849559', '37.487299')",5.1191271280427495,0,0,0,0,3,3
"('55.850075', '37.478693')",4.577049381098015,0,0,0,1,1,4
"('55.8367599', '37.5183955')",7.308711488176095,0,0,0,0,5,3
"('55.852521', '37.520402')",7.164658679224476,0,0,0,0,3,3
"('55.830437', '37.486687')",5.683799503419365,0,0,0,0,4,3
"('55.850437', '37.5011')",5.970442860490765,0,0,0,0,3,3
"('55.84073', '37.494404')",5.742532970044385,0,0,0,0,5,2
"('55.851591', '37.518389')",7.042971274938376,0,0,0,0,3,3
"('55.849559', '37.487299')",5.1191271280427495,0,0,0,0,3,3
"('55.857978', '37.471237')",4.098253771365278,0,0,0,1,1,4
