coords,adult_hospitals_closest_km,adult_hospitals_less500m,adult_hospitals_0.5-1km,adult_hospitals_1-3km,adult_hospitals_3-5km,adult_hospitals_5-10km,adult_hospitals_10-15km
"('55.747966', '37.687102')",2.186457930206268,0,0,3,3,16,11
"('55.7453', '37.70232')",2.3099852839030808,0,0,1,3,15,10
"('55.743988', '37.686545')",2.1502129525460245,0,0,3,1,18,9
"('55.748356', '37.571545')",2.6877583803223493,0,0,1,5,15,12
"('55.744064', '37.67378')",1.3535426306614051,0,0,3,1,17,10
"('55.635371', '37.671849')",2.171697671135837,0,0,1,1,5,8
"('55.870445', '37.53747')",2.137129867011561,0,0,2,0,8,7
"('55.867869', '37.526941')",2.3012310739153894,0,0,2,0,8,7
"('55.8539585', '37.5058702')",1.0235549234027563,0,0,1,1,9,7
"('55.843363', '37.489143')",1.8466129993676779,0,0,1,2,8,10
"('55.880945', '37.54118')",1.0477058314921224,0,0,1,1,6,8
"('55.78685', '37.614509')",2.419903213480888,0,0,2,4,15,13
"('55.856124', '37.555723')",2.50230704711884,0,0,1,1,6,14
"('55.857158', '37.627687')",2.411786267212764,0,0,1,0,8,12
"('55.8738384', '37.5390459')",1.7743272383983517,0,0,1,1,6,9
"('55.866576', '37.532682')",2.274424427933801,0,0,2,0,8,7
"('55.8715345', '37.5395432')",2.0325306996797643,0,0,2,0,8,7
"('55.869359', '37.527633')",2.290048373400184,0,0,2,0,8,7
"('55.868748', '37.535475')",2.3186481213099768,0,0,2,0,8,7
"('55.8768038', '37.5354543')",1.422204358663031,0,0,1,1,6,9
"('55.86798', '37.528046')",2.329762117717035,0,0,2,0,8,7
"('55.800003', '37.411564')",3.1907228653678046,0,0,0,5,5,9
"('55.817603', '37.395239')",3.6833824125009467,0,0,0,2,6,6
"('55.803231', '37.347476')",1.952184078957755,0,0,1,0,6,5
"('55.812332', '37.402201')",3.278444742701292,0,0,0,2,7,5
"('55.806135', '37.421686')",2.2972928066027523,0,0,1,4,7,7
"('55.804283', '37.405848')",3.1084092022703427,0,0,0,4,6,6
"('55.803231', '37.347476')",1.952184078957755,0,0,1,0,6,5
"('55.814988', '37.394098')",3.4605946643040855,0,0,0,2,5,7
"('55.808892', '37.404213')",3.2231479584885627,0,0,0,3,7,5
"('55.806408', '37.395832')",2.774805410726983,0,0,1,1,9,3
"('55.808852', '37.397099')",3.0273429936552128,0,0,0,2,8,4
"('55.817603', '37.395239')",3.6833824125009467,0,0,0,2,6,6
"('55.803231', '37.347476')",1.952184078957755,0,0,1,0,6,5
"('55.817603', '37.395239')",3.6833824125009467,0,0,0,2,6,6
"('55.816915', '37.395293')",3.6783086516755987,0,0,0,2,6,6
"('55.67269', '37.620266')",1.5409968601874826,0,0,2,1,9,14
"('55.68057', '37.651512')",0.7835950695586894,0,1,0,4,5,16
"('55.66965', '37.611482')",1.7906561607239713,0,0,1,2,8,14
"('55.66965', '37.611482')",1.7906561607239713,0,0,1,2,8,14
"('55.669518', '37.628882')",0.9244951732117397,0,1,0,2,8,13
"('55.67868', '37.652912')",0.5584190080461525,0,1,0,4,5,16
"('55.68128', '37.646363')",0.9878702414829267,0,1,1,3,7,16
"('55.673519', '37.596435')",2.5969943156255137,0,0,2,1,9,13
"('55.669554', '37.588871')",3.0997098859688514,0,0,0,2,7,14
"('55.673179', '37.597396')",2.623655459304192,0,0,2,1,9,13
"('55.672935', '37.51761')",0.9999281380443485,0,1,1,1,7,12
"('55.783524', '37.467096')",1.0465041278205662,0,0,3,1,10,13
"('55.78282', '37.473465')",1.094213146452695,0,0,3,2,9,14
"('55.775211', '37.484478')",1.0166497413640547,0,0,3,2,11,12
"('55.782775', '37.47881')",1.278944169937117,0,0,3,2,10,14
"('55.782972', '37.475701')",1.1792439610542378,0,0,3,2,9,15
"('55.7807015', '37.468725')",0.7646620941547398,0,1,2,3,8,15
"('55.7807015', '37.468725')",0.7646620941547398,0,1,2,3,8,15
"('55.77636', '37.496569')",1.7749088003315363,0,0,3,1,12,12
"('55.7799454', '37.4858997')",1.377602099713321,0,0,3,2,11,13
"('55.785215', '37.456136')",1.3125770587302097,0,0,3,1,10,10
"('55.786774', '37.46856')",1.4193097741090024,0,0,3,1,10,13
"('55.778674', '37.476258')",0.8474304056685033,0,1,2,3,9,14
"('55.7807015', '37.468725')",0.7646620941547398,0,1,2,3,8,15
"('55.785073', '37.459774')",1.2295104812501345,0,0,3,1,10,10
"('55.793677', '37.455732')",1.836017868920257,0,0,4,0,11,8
"('55.784267', '37.468452')",1.145649580097823,0,0,3,2,9,14
"('55.785053', '37.471911')",1.2864281350071232,0,0,3,2,9,15
"('55.781927', '37.46363')",0.8507183338095474,0,1,2,2,9,14
"('55.781927', '37.46363')",0.8507183338095474,0,1,2,2,9,14
"('55.774325', '37.470545')",0.29825681155606065,1,1,1,4,8,16
"('55.780213', '37.471623')",0.7838038760467887,0,1,2,3,8,15
"('55.773201', '37.463484')",0.09792677214980147,2,0,2,2,9,14
"('55.781443', '37.481567')",1.2998770398026678,0,0,3,2,10,14
"('55.7847649', '37.4665621')",1.1774749703641236,0,0,3,1,10,13
"('55.771864', '37.492689')",1.4544020948706609,0,0,2,2,11,14
"('55.781927', '37.46363')",0.8507183338095474,0,1,2,2,9,14
"('55.780846', '37.449147')",1.1835367303828868,0,0,2,2,9,11
"('55.781701', '37.485996')",1.5188390402126457,0,0,3,2,11,13
"('55.78035', '37.450027')",1.1060534711854297,0,0,2,2,9,11
"('55.78115', '37.453594')",1.0046358539273235,0,0,3,1,10,10
"('55.780712', '37.472054')",0.8454901140515884,0,1,2,3,8,15
"('55.672255', '37.577238')",3.0407388484808164,0,0,0,3,6,15
"('55.657795', '37.597286')",2.561856283043386,0,0,1,1,7,11
"('55.669752', '37.592402')",2.9214005989208376,0,0,1,1,8,13
"('55.672255', '37.577238')",3.0407388484808164,0,0,0,3,6,15
"('55.712426', '37.392706')",2.6445350484890193,0,0,1,0,7,8
"('55.71408', '37.3954')",2.4174445824464983,0,0,1,0,7,9
"('55.719994', '37.391106')",2.530748274101706,0,0,1,0,7,10
"('55.715973', '37.389553')",2.7030416280351446,0,0,1,0,7,8
"('55.714024', '37.396407')",2.3609574506073248,0,0,1,0,7,9
"('55.72834', '37.720438')",3.5023033614285524,0,0,0,5,12,9
"('55.72834', '37.720438')",3.5023033614285524,0,0,0,5,12,9
"('55.729012', '37.7373')",4.058013700209975,0,0,0,4,13,8
"('55.716742', '37.732018')",2.8446981870125057,0,0,1,1,14,6
"('55.726041', '37.745654')",3.6377078484519476,0,0,0,3,13,7
"('55.728859', '37.739546')",4.016136553895583,0,0,0,4,13,8
"('55.727474', '37.736286')",3.903613262236399,0,0,0,4,13,8
"('55.726483', '37.747668')",3.670926878460027,0,0,0,2,14,6
"('55.718542', '37.746768')",2.801701776820147,0,0,1,0,16,4
"('55.724353', '37.74101')",3.5061981552530694,0,0,0,2,14,6
"('55.7027648', '37.7817378')",2.0246547118821074,0,0,1,1,7,11
"('55.712071', '37.760827')",2.0926434294058835,0,0,1,1,11,9
"('55.726918', '37.737758')",3.8237674982248335,0,0,0,4,13,8
"('55.721727', '37.735131')",3.3018072656842636,0,0,0,2,15,5
"('55.717731', '37.734093')",2.899091103703806,0,0,1,1,14,6
"('55.718903', '37.7388')",2.9383878656879867,0,0,1,1,15,5
"('55.727474', '37.736286')",3.903613262236399,0,0,0,4,13,8
"('55.73296', '37.717115')",3.4812749361275594,0,0,0,5,12,10
"('55.72817', '37.738764')",3.9488266846051667,0,0,0,4,13,8
"('55.726041', '37.745654')",3.6377078484519476,0,0,0,3,13,7
"('55.726041', '37.745654')",3.6377078484519476,0,0,0,3,13,7
"('55.728004', '37.734947')",3.980181049567378,0,0,0,4,13,8
"('55.72642', '37.741413')",3.726076221670988,0,0,0,3,14,6
"('55.729224', '37.738252')",4.070026400617766,0,0,0,4,13,8
"('55.728004', '37.734947')",3.980181049567378,0,0,0,4,13,8
"('55.612017', '37.411121')",3.402520497595141,0,0,0,1,3,2
"('55.750738', '37.682323')",1.9498430963629294,0,0,3,3,16,11
"('55.666127', '37.508589')",0.5535023438956139,0,1,1,1,7,9
"('55.673783', '37.50434')",0.41059729949236246,1,0,2,0,8,10
"('55.673046', '37.51035')",0.586642876818064,0,1,1,1,7,11
"('55.667061', '37.507699')",0.44536267846549016,1,0,2,0,8,9
"('55.6737', '37.538063')",2.273842601427717,0,0,1,2,8,12
"('55.667061', '37.507699')",0.44536267846549016,1,0,2,0,8,9
"('55.680641', '37.51644')",1.4535464506707092,0,0,1,1,7,14
"('55.686726', '37.538943')",2.9386758611014034,0,0,1,2,9,13
"('55.673126', '37.5131')",0.7428914766303408,0,1,1,1,7,11
"('55.67047', '37.509308')",0.43266332493777265,1,0,2,0,8,10
"('55.666858', '37.518812')",1.0972796784185999,0,0,2,0,8,9
"('55.658813', '37.493156')",0.6393863084676246,0,1,1,1,7,9
"('55.677275', '37.53738')",2.3330099181344557,0,0,1,2,8,13
"('55.671377', '37.513565')",0.7109236200277462,0,1,1,1,7,11
"('55.672636', '37.514724')",0.8169903188065424,0,1,1,1,7,12
"('55.669569', '37.507672')",0.337792423097302,1,0,2,0,8,9
"('55.67694', '37.539266')",2.4334802969329887,0,0,1,2,8,13
"('55.673783', '37.50434')",0.41059729949236246,1,0,2,0,8,10
"('55.6588197', '37.4942433')",0.7041123610192302,0,1,1,1,7,9
"('55.674996', '37.530732')",1.8565869237172667,0,0,1,2,8,12
"('55.669711', '37.513431')",0.6940766264090916,0,1,1,1,7,11
"('55.673126', '37.5131')",0.7428914766303408,0,1,1,1,7,11
"('55.660362', '37.51678')",1.371015346356088,0,0,2,0,9,7
"('55.6718818', '37.5090102')",0.45122537894830717,1,0,2,0,8,10
"('55.682808', '37.531478')",2.300070346713442,0,0,1,2,7,14
"('55.677895', '37.535763')",2.262436521407055,0,0,1,2,8,13
"('55.752186', '37.83015')",1.0448344388424395,0,0,2,0,10,5
"('55.74846', '37.818634')",0.8376455500377289,0,2,0,2,8,9
"('55.779433', '37.827634')",2.3072705465663113,0,0,3,1,8,6
"('55.748837', '37.811672')",0.7602399296126666,0,2,0,2,9,8
"('55.739693', '37.862778')",1.8770209336069612,0,0,1,1,6,7
"('55.778664', '37.834938')",2.618375024490768,0,0,3,1,8,6
"('55.781484', '37.832836')",2.2869509212585335,0,0,2,2,7,7
"('55.74152', '37.82997')",1.1612503111356893,0,0,2,0,9,8
"('55.742966', '37.80091')",1.6142315623300556,0,0,2,1,11,6
"('55.74059', '37.85056')",1.3258354917184954,0,0,2,0,8,5
"('55.7564', '37.80276')",0.480748615365603,1,1,1,3,9,10
"('55.75703', '37.795268')",0.9533976510287638,0,1,1,3,9,10
"('55.743928', '37.874464')",2.7474713601816725,0,0,1,1,5,7
"('55.739693', '37.862778')",1.8770209336069612,0,0,1,1,6,7
"('55.740036', '37.83068')",0.9909828408061232,0,1,1,1,8,9
"('55.73862', '37.851765')",1.2305390464275818,0,0,1,1,7,6
"('55.75447', '37.80233')",0.5529418870678834,0,2,0,4,8,11
"('55.76648', '37.825417')",1.2690456606479437,0,0,2,2,8,8
"('55.74824', '37.816396')",0.8246462731080438,0,2,0,2,9,8
"('55.779201', '37.826538')",2.300096493391713,0,0,3,1,8,6
"('55.760287', '37.800353')",0.7635275665631954,0,1,1,4,8,11
"('55.749817', '37.821426')",0.7860060248009515,0,2,0,2,8,9
"('55.73973', '37.827213')",1.060638740033255,0,0,2,0,9,8
"('55.751015', '37.82565')",0.8838599838052297,0,2,0,2,8,9
"('55.782233', '37.835692')",2.33629816714313,0,0,1,3,6,8
"('55.772279', '37.834183')",2.1082280907248676,0,0,2,2,7,7
"('55.75541', '37.79994')",0.6676495137791185,0,2,0,4,8,11
"('55.770011', '37.833491')",1.87742379539648,0,0,2,2,8,6
"('55.77792', '37.820385')",2.3009859295985735,0,0,3,2,7,8
"('55.754604', '37.80311')",0.5020957095548243,0,2,0,4,8,11
"('55.738505', '37.869343')",2.200512066697504,0,0,1,1,5,7
"('55.757364', '37.806901')",0.2436916686422327,1,1,1,3,9,10
"('55.743404', '37.862354')",2.0826168861889727,0,0,1,1,6,6
"('55.734461', '37.85073')",0.9481174989565468,0,1,0,2,6,7
"('55.73688', '37.847927')",0.9212715819939642,0,1,1,1,7,7
"('55.773682', '37.820457')",1.9312998160605406,0,0,3,2,8,7
"('55.73665', '37.84676')",0.8482693677683083,0,1,1,1,7,7
"('55.765764', '37.8266485')",1.2424818639660393,0,0,2,2,8,8
"('55.7387466', '37.8320931')",0.8255167548272909,0,1,1,1,7,10
"('55.745022', '37.87043')",2.5974979707974595,0,0,1,1,6,6
"('55.73815', '37.86715')",2.057571855121361,0,0,1,1,5,7
"('55.740527', '37.85559')",1.5508131546838866,0,0,1,1,6,7
"('55.7254379', '37.8614816')",1.6867507323590132,0,0,1,1,5,8
"('55.738525', '37.834462')",0.7647091712839644,0,1,1,1,7,9
"('55.7254379', '37.8614816')",1.6867507323590132,0,0,1,1,5,8
"('55.7315', '37.85038')",0.8645105950147707,0,1,0,2,5,9
"('55.740892', '37.630239')",1.1902010147915636,0,0,3,3,13,17
"('55.73555', '37.637596')",0.7897780534480819,0,1,2,4,12,18
"('55.742093', '37.616378')",2.0430839386531354,0,0,5,1,17,13
"('55.740436', '37.626088')",1.439182066216706,0,0,4,2,14,16
"('55.74114', '37.619205')",1.878135462158178,0,0,4,2,15,15
"('55.74471', '37.635912')",0.8173555681658085,0,1,2,4,12,18
"('55.740928', '37.622118')",1.6936730274621854,0,0,4,2,14,16
"('55.643983', '37.343532')",4.3704861050646,0,0,0,1,1,4
"('55.636001', '37.311238')",6.443237873828132,0,0,0,0,1,4
"('55.625339', '37.312526')",6.605866983506191,0,0,0,0,1,4
"('55.603458', '37.3770532')",4.9043573077595415,0,0,0,1,2,3
"('55.626594', '37.343919')",4.693889799012825,0,0,0,1,1,4
"('55.661176', '37.368092')",3.4885376933138126,0,0,0,1,3,5
"('55.6030912', '37.3769706')",4.943029849325617,0,0,0,1,2,3
"('55.603919', '37.358633')",5.495064866405111,0,0,0,0,3,2
"('55.5322084', '37.4568026')",4.050356975955715,0,0,0,2,0,3
"('55.607799', '37.41343')",3.8704377164085044,0,0,0,1,3,2
"('55.65532', '37.398024')",1.6507158347892206,0,0,1,0,4,7
"('55.94631', '37.343082')",7.234577111202449,0,0,0,0,2,1
"('55.947304', '37.34489')",7.310186921312151,0,0,0,0,2,1
"('55.779975', '37.615722')",1.7874642360185646,0,0,1,4,15,13
"('55.779975', '37.615722')",1.7874642360185646,0,0,1,4,15,13
"('55.757214', '37.64955')",1.175063315578125,0,0,2,5,12,16
"('55.769271', '37.604996')",0.446821901980461,1,0,1,5,13,16
"('55.729224', '37.738252')",4.070026400617766,0,0,0,4,13,8
"('55.623342', '37.491817')",3.759971148385425,0,0,0,1,3,7
"('55.676519', '37.539715')",2.4466311489033914,0,0,1,2,8,12
"('55.678879', '37.541036')",2.6111198201519628,0,0,1,2,8,13
"('55.672448', '37.563629')",3.478672547489488,0,0,0,3,8,11
"('55.679306', '37.571201')",2.5865061002485152,0,0,1,4,7,17
"('55.65885', '37.56918')",4.29426648010153,0,0,0,3,6,12
"('55.676813', '37.5738129')",2.706952888595239,0,0,1,3,6,16
"('55.668655', '37.537523')",2.214585742602942,0,0,1,2,8,11
"('55.6706116', '37.5612752')",3.70212503589382,0,0,0,3,7,12
"('55.672255', '37.577238')",3.0407388484808164,0,0,0,3,6,15
"('55.671529', '37.474821')",1.6617658063818366,0,0,2,1,6,12
"('55.659286', '37.465084')",1.2007272724985893,0,0,2,1,4,11
"('55.680118', '37.451564')",3.2890059279372292,0,0,0,4,1,17
"('55.681006', '37.45292')",3.2787788110611946,0,0,0,4,4,15
"('55.6605794', '37.4535896')",1.9380705935018339,0,0,1,2,3,12
"('55.655361', '37.4702882')",0.8557991901149552,0,1,1,2,4,11
"('55.681006', '37.45292')",3.2787788110611946,0,0,0,4,4,15
"('55.664329', '37.466009')",1.3912260569953796,0,0,2,1,4,12
"('55.675433', '37.444889')",3.2021574128084778,0,0,0,3,2,15
"('55.658484', '37.471345')",0.796694019090777,0,1,1,2,3,13
"('55.657795', '37.466908')",1.059351116122677,0,0,2,1,5,10
"('55.66164', '37.41553')",2.0228216032889987,0,0,1,1,3,9
"('55.667879', '37.470554')",1.483726305873523,0,0,2,1,6,12
"('55.662222', '37.474318')",0.8423742462050902,0,1,1,2,3,13
"('55.669933', '37.475807')",1.5435780452746342,0,0,2,1,6,12
"('55.663832', '37.474641')",0.966869340310213,0,1,1,2,5,11
"('55.667457', '37.454573')",2.1809687831060223,0,0,2,1,4,13
"('55.663832', '37.474641')",0.966869340310213,0,1,1,2,5,11
"('55.659603', '37.485905')",0.34338654273599833,1,0,2,1,7,9
"('55.659348', '37.472989')",0.7284265469302853,0,1,1,2,3,13
"('55.672052', '37.473456')",1.7548224373510586,0,0,2,1,6,12
"('55.673199', '37.454932')",2.5691060354554116,0,0,2,1,4,14
"('55.678944', '37.44648')",3.3985296093865793,0,0,0,4,1,17
"('55.844111', '37.576852')",3.327823422345064,0,0,0,2,9,13
"('55.843495', '37.555723')",2.2666384443878256,0,0,1,1,10,12
"('55.840029', '37.582586')",3.4377431011148776,0,0,0,3,8,15
"('55.847442', '37.564967')",2.900783406857596,0,0,1,1,8,14
"('55.84587', '37.55371')",2.2052972467447454,0,0,1,1,8,14
"('55.843869', '37.566611')",2.789268121630916,0,0,1,1,9,13
"('55.8430528', '37.5664976')",2.727553316697577,0,0,1,2,9,13
"('55.842105', '37.569045')",2.7959541292123093,0,0,1,2,10,12
"('55.724773', '37.774499')",3.677692184362658,0,0,0,3,10,9
"('55.727562', '37.776817')",3.4965039549522308,0,0,0,3,10,9
"('55.724773', '37.774499')",3.677692184362658,0,0,0,3,10,9
"('55.725138', '37.775272')",3.623473690007536,0,0,0,3,10,9
"('55.708576', '37.794262')",3.0343988146252667,0,0,0,2,8,10
"('55.724773', '37.774499')",3.677692184362658,0,0,0,3,10,9
"('55.813723', '37.799328')",1.699083240565088,0,0,2,1,8,7
"('55.72259', '37.611813')",0.5653161071118197,0,2,2,4,11,18
"('55.71821', '37.60825')",0.5922887045276194,0,2,1,4,9,20
"('55.7373538', '37.6155562')",1.5540898279548696,0,0,4,2,16,14
"('55.726142', '37.608185')",0.3543536055902915,1,1,3,3,13,16
"('55.72164', '37.606658')",0.36896681092096484,1,1,2,3,12,17
"('55.72386', '37.610054')",0.42112118096122814,1,1,3,3,12,17
"('55.7349671', '37.6124637')",1.2261187447876942,0,0,4,2,17,13
"('55.7162154', '37.6139228')",0.21926728360627196,1,0,3,2,13,16
"('55.792625', '37.50645')",1.6722455953158442,0,0,2,6,7,17
"('55.809378', '37.456882')",0.7095478333462317,0,1,1,3,8,10
"('55.782497', '37.47269')",1.0403397932805718,0,0,3,2,9,14
"('55.7992799', '37.4686817')",0.8633885122749343,0,1,2,2,9,13
"('55.789907', '37.496318')",1.4925831966016387,0,0,3,4,8,16
"('55.810642', '37.452194')",0.5707927142515196,0,1,1,3,8,10
"('55.811346', '37.405247')",3.1064293566503327,0,0,0,3,7,5
"('55.805346', '37.417958')",2.545408487417516,0,0,1,3,7,7
"('55.809378', '37.456882')",0.7095478333462317,0,1,1,3,8,10
"('55.809378', '37.456882')",0.7095478333462317,0,1,1,3,8,10
"('55.786976', '37.45254')",1.584826299192226,0,0,3,1,10,10
"('55.799557', '37.48551')",0.2429963421711138,1,0,2,5,6,17
"('55.804982', '37.464472')",1.2102558686976768,0,0,2,3,8,13
"('55.788535', '37.468238')",1.608352202808905,0,0,3,1,10,14
"('55.79017', '37.47236')",1.3257965646686447,0,0,4,1,10,14
"('55.784267', '37.468452')",1.145649580097823,0,0,3,2,9,14
"('55.80371', '37.413403')",2.882675819627151,0,0,1,3,7,7
"('55.806813', '37.423482')",2.162610475568288,0,0,1,4,7,7
"('55.79017', '37.47236')",1.3257965646686447,0,0,4,1,10,14
"('55.790023', '37.469243')",1.4409360121194676,0,0,4,0,11,13
"('55.782337', '37.47599')",1.1310156608664386,0,0,3,2,9,15
"('55.78713', '37.480022')",1.5176183163078196,0,0,3,2,9,15
"('55.784515', '37.46053')",1.1590974654330704,0,0,3,1,10,10
"('55.7799454', '37.4858997')",1.377602099713321,0,0,3,2,11,13
"('55.771889', '37.485197')",0.9843054227512936,0,1,1,3,10,14
"('55.809687', '37.460098')",0.6878368347856071,0,1,1,4,8,10
"('55.792124', '37.484092')",0.9625853759436207,0,1,2,5,6,17
"('55.785453', '37.497638')",1.954352291100454,0,0,3,3,10,14
"('55.79017', '37.47236')",1.3257965646686447,0,0,4,1,10,14
"('55.8042885', '37.4681355')",0.9688702388239083,0,1,1,4,7,14
"('55.806504', '37.449866')",1.053157605569418,0,0,2,2,9,9
"('55.79017', '37.47236')",1.3257965646686447,0,0,4,1,10,14
"('55.808923', '37.462317')",0.8087233013106164,0,1,1,4,8,11
"('55.807435', '37.448662')",0.9776213877236556,0,1,1,3,8,10
"('55.798256', '37.48199')",0.2729910933129353,1,0,3,4,7,16
"('55.798905', '37.484244')",0.23738507965421762,1,0,2,5,6,17
"('55.593863', '37.432025')",3.540724094611466,0,0,0,2,2,4
"('55.570624', '37.4872')",1.3577244621965605,0,0,2,0,3,3
"('55.5118537', '37.3519973')",9.525944353218852,0,0,0,0,2,0
"('55.570624', '37.4872')",1.3577244621965605,0,0,2,0,3,3
"('55.745661', '37.670798')",1.1509003352500646,0,0,3,1,17,10
"('55.50213', '37.32641')",11.45785365918758,0,0,0,0,0,3
"('55.508774', '37.342445')",10.20662934263227,0,0,0,0,0,3
"('55.57548', '37.471623')",0.8501725065598842,0,2,0,2,1,5
"('55.508524', '37.339337')",10.374562139579558,0,0,0,0,0,3
"('55.532675', '37.38292')",6.544687627299594,0,0,0,0,2,0
"('55.56837', '37.470203')",0.2662362513962658,2,0,2,0,3,3
"('55.573378', '37.468775')",0.5663023914313392,0,2,0,2,1,5
"('55.466683', '37.29488')",2407.8902430031967,0,0,0,0,0,0
"('55.533435', '37.376411')",6.8277600064545245,0,0,0,0,2,0
"('55.570502', '37.489113')",1.4747075710068431,0,0,2,0,3,3
"('55.569571', '37.491575')",1.6178657241604768,0,0,2,0,3,3
"('55.608292', '37.707063')",3.5400302666629933,0,0,0,1,2,6
"('55.598863', '37.72528')",4.974484385987898,0,0,0,1,1,5
"('55.60877', '37.699337')",3.057130302806993,0,0,0,1,2,7
"('55.62205', '37.6964')",2.711444614437965,0,0,1,0,3,8
"('55.59878', '37.720287')",4.691268911613023,0,0,0,1,1,5
"('55.603359', '37.708069')",3.780129326651055,0,0,0,1,1,7
"('55.62512', '37.713063')",3.802725858514546,0,0,0,1,2,9
"('55.827408', '37.59533')",3.1385699355388583,0,0,0,3,10,13
"('55.827879', '37.59038')",2.9227709988359587,0,0,1,2,12,12
"('55.826898', '37.5918')",2.9258403585462336,0,0,1,2,12,12
"('55.794846', '37.585898')",0.5939492013171714,0,1,2,3,16,11
"('55.823467', '37.602024')",3.0573074765438704,0,0,0,3,11,11
"('55.82537', '37.59751')",3.1316545704825005,0,0,0,3,10,13
"('55.829674', '37.598698')",3.4571921113553676,0,0,0,3,10,13
"('55.826898', '37.5918')",2.9258403585462336,0,0,1,2,12,12
