coords,parks_closest_km,parks_less500m,parks_0.5-1km,parks_1-3km,parks_3-5km,parks_5-10km,parks_10-15km,parks_area_less500m,parks_area_0.5-1km,parks_area_1-3km,parks_area_3-5km,parks_area_5-10km,parks_area_10-15km
"('55.747936', '37.599058')",0.07060898102954313,5,14,130,130,436,517,0.06755957555294217,0.09647024813272942,3.9316787192365146,12.00699934082964,75.149481692128,112.40706920030195
"('55.7952463', '37.6114797')",0.3313167277010169,4,2,54,115,451,455,0.17888923131279202,0.054350180439273255,9.823483831715402,6.803396607390779,74.03652448926151,78.50720110914095
"('55.669899', '37.515371')",0.20594978398308228,2,7,27,58,275,412,0.10738667235520483,1.8728814792757664,8.773887278697591,45.34223756817714,41.90580774164515,102.00524834700012
"('55.730431', '37.574067')",0.14382252321645989,2,12,85,135,414,501,0.22135327190753695,0.28057735853982047,13.769757752343333,5.2057097929058305,90.8458327773842,99.6473547785508
"('55.776894', '37.630096')",0.16161584226584677,2,9,81,155,410,528,0.007760254796678933,0.3986932127362924,7.922002347400756,4.44093625914077,76.05675920543634,94.62187671749648
"('55.8170621', '37.7536315')",0.0832653335811074,1,0,24,33,257,383,0.05312994391769466,0.0,18.623953594545835,11.812645422096118,41.8099152281427,48.449485254809005
"('55.732012', '37.594054')",0.059377869404648155,4,10,104,148,412,520,1.779999977636347,0.29515336339078635,6.520182142251235,12.663704795694352,86.91045047828788,107.02070805965116
"('55.7482025', '37.6930091')",0.4327372917665034,1,4,73,103,441,424,0.027626529898194477,0.14618347949224417,1.4863693704084737,29.63961034556381,58.56061118900698,120.57662061774658
"('55.775505', '37.594971')",0.10186454380968929,3,8,94,125,450,504,0.05347240796264901,0.1959337966233922,2.293501575776785,12.063867205057036,70.8672960734088,113.74079328684127
"('55.709637', '37.591943')",0.03547857202216337,4,8,56,107,424,461,1.5435885363033828,1.63288994069512,6.752975052791593,10.416433764670822,95.6450825449305,97.07283510757365
"('55.637195', '37.665668')",0.33311958033698663,3,5,23,52,226,410,0.14290852297121157,0.3528333221158704,20.925830583122337,29.796209439765125,59.58926380120879,97.61258744890564
"('55.7678312', '37.6190593')",0.03329162460139478,7,12,109,149,399,563,0.10128518701210895,0.34182390709705834,1.8532720915812593,12.074674974702297,66.86574897356365,110.1647008272827
"('55.74938', '37.534092')",0.6096175255780838,0,7,66,109,430,462,0.0,0.3396863573117499,18.06025182687297,12.300155753404798,55.46395753998354,120.98526655212655
"('55.745797', '37.513107')",0.3614245368917933,2,9,38,106,400,448,0.15830669525385976,0.3309608589712803,21.243959321216582,7.963376124368516,54.322711306888394,108.2055951668023
"('55.885332', '37.389095')",0.17878122293411938,5,9,16,45,115,188,5.267019562489177,0.2908170188358614,13.864619410727764,3.714297698438246,34.84448252233826,48.08104824190982
"('55.765205', '37.647486')",0.19501640818998014,5,12,98,149,399,532,0.0743704753286597,0.14686872503087206,2.013988434269808,10.580296462052793,79.61755020666456,99.44763831318431
"('55.856432', '37.449641')",0.10586442281014329,4,9,39,51,213,318,1.0469239961071124,0.607183037581627,10.81122415211976,22.07943586200464,31.777638122480443,55.84543408167306
"('55.754303', '37.58563')",0.15453034275775984,8,17,106,148,417,527,0.06340239777754182,0.4494078458375986,3.6274640479836395,14.40218638322241,52.25834371256849,133.1295801284087
"('55.767477', '37.50025')",0.15329836424285315,2,3,32,86,412,434,1.9545504945463632,0.07780751371062866,13.286898412264975,20.36072128619687,41.56086678370647,103.0717187093297
"('55.674606', '37.568497')",0.12930359570912311,3,2,38,60,355,434,0.2541719578306779,0.05573960515671894,30.543826199214354,10.621227620818754,87.31689755800242,92.3989622910881
"('55.747115', '37.539078')",0.2703517462258056,4,5,75,106,434,461,0.11939946275357077,0.2708335902129621,18.264926643369854,12.878025710119065,54.449481325557244,128.95243857255548
"('55.733802', '37.438906')",0.21575349756110224,4,4,35,38,277,398,10.327156283199367,0.4491431292146668,20.456184365638357,8.403850231697874,52.07020882760651,67.76537819959407
"('55.8099435', '37.644094')",0.5754471302689046,0,9,32,94,424,402,0.0,7.111920656687551,6.075722800200391,9.618082787033298,49.109484187776246,92.03446083038199
"('55.754814', '37.59013')",0.051719284289917136,8,19,111,143,419,528,0.057193563391656245,0.4656913160332453,3.7238798037138476,12.842721889815833,53.062488172545144,133.3880406337114
"('55.762733', '37.589745')",0.15231883234312268,6,22,107,137,427,529,0.271337185380245,0.23455584276424235,2.646320586503544,14.033550635882852,73.61383349377888,110.91395879921001
"('55.776041', '37.603631')",0.29120691821326644,5,12,90,139,442,509,0.1213957907436003,0.25351862635375727,2.080419214523312,11.721033920806866,71.86592588569451,105.86320848786096
"('55.733964', '37.620905')",0.06340992737602799,5,13,97,165,408,520,0.021915082152014074,1.8387589051577657,1.555562226557621,14.898607510648473,89.48773211024557,106.29730335075551
"('55.829633', '37.470455')",0.19504862866843292,3,5,50,70,240,446,3.705749915565714,0.1935299386888394,9.431014535562216,18.156145590910405,41.23991726934181,56.68071348965476
"('55.744941', '37.658886')",0.049494142717220205,4,16,80,154,406,508,0.08090910065442926,0.16694341688349024,1.64261950755121,4.399171729321752,88.79040041667062,99.0555002013449
"('55.763108', '37.634865')",0.1903524260002581,8,13,110,148,406,547,0.08689093367225717,0.15921590737475125,1.7665249603760607,10.99720412532897,76.48679685412273,103.70245961461103
"('55.811452', '37.632799')",0.33587851084716097,1,7,33,84,448,383,0.206562251247023,0.2964574679228761,12.999190852990477,3.214400554544966,59.75952070166435,76.60948610986793
"('55.677209', '37.528163')",0.12354457545307164,4,4,30,64,319,413,0.2013968608743444,1.1880596084349413,6.778965478698408,49.63402581384986,40.227512813934,108.87141602532392
"('55.744617', '37.51212')",0.49236159359314907,1,12,38,104,396,449,0.07454817642890144,4.268976761137429,19.367917980105894,9.841308239651188,52.03575318848749,88.30285902031159
"('55.765854', '37.63352')",0.05392503068626529,7,10,111,147,403,553,0.08586675367269678,0.12325086479302189,2.1039996870360755,10.908077807753186,72.7294054696643,107.84304403225016
"('55.828941', '37.468784')",0.1470741930220255,3,6,53,66,242,444,3.705749915565714,0.1973206378336232,15.248418505738915,12.655643561144071,46.68552337074685,51.235107388249716
"('55.7417', '37.59354')",0.08336128557886908,7,12,121,136,438,513,0.014766150613923695,0.5086397160923565,3.6338751158992055,14.691435162016784,52.615673196557324,140.0222900170927
"('55.789026', '37.567887')",0.07732881156121683,3,3,46,128,446,466,0.288455197983507,0.404284816031603,1.8666624367589357,7.562606401534951,59.754282337972484,86.39652425255554
"('55.717863', '37.442015')",0.05525099158023247,5,4,40,40,258,405,6.086704563389134,0.9147713225006786,17.741596173610894,10.216337895729847,54.97126664882437,64.3913684186405
"('55.754801', '37.58455')",0.2198967656301877,8,16,106,146,419,523,0.06868146168430239,0.4085957381136998,3.6561253659159494,14.38534136585091,52.19507236151656,133.11729505871978
"('55.780846', '37.449147')",0.06326218444322615,3,2,27,51,313,411,4.259023748005777,5.576503071681936,11.986708288270746,12.622492964800907,46.75257238471782,58.863032420980204
"('55.734354', '37.446866')",0.07672787296284164,5,4,34,48,284,409,10.486830630969637,0.2701429544223277,22.02092507115413,7.033363809335466,52.76175403359974,77.5065628869672
"('55.763187', '37.615112')",0.23280723784202928,4,18,114,144,408,556,0.0402456999985847,0.25086526323198544,2.221212433568822,11.509238242876965,67.73516151678564,114.0569045912886
"('55.835483', '37.658338')",0.2347189349054335,4,1,44,52,348,396,0.36156669247685214,3.434457218781409,10.535179538149272,6.848375934972438,46.34779040859766,68.22445860168082
"('55.743005', '37.602256')",0.15451138934064715,3,14,123,136,430,518,0.06127297514488785,0.3969828980635104,3.303201890529148,12.816532014891568,74.09345127981466,117.35137055247752
"('55.768962', '37.59825')",0.11554274485973026,4,14,102,136,430,530,0.04952764584883907,0.4946550444892983,1.9535450435691164,11.965959221834984,70.13732855890382,111.70621494271603
"('55.7633955', '37.6147912')",0.22671204670238804,3,19,111,148,405,558,0.03737972707447665,0.2537312361560935,2.207085590412948,11.53144681360162,67.84291104675846,113.9415161359121
"('55.683112', '37.521803')",0.12674850456403838,2,5,33,58,328,409,0.060892874390252844,1.7503626256313642,7.25353137576494,51.770113946685214,41.18400664854158,112.63286614746676
"('55.740664', '37.60284')",0.21902372330250255,7,11,122,140,433,518,0.3610479211434133,1.5687732808612516,2.190259182914124,14.097414393806906,83.05479786425201,113.48507929493107
"('55.7411641', '37.6230759')",0.02909132675178805,7,8,126,142,433,502,0.02530155036661827,0.5147726277984779,2.8575257128560247,7.52002930896541,95.9220037651769,100.5859234976694
"('55.75506', '37.59004')",0.06562788362194885,8,19,111,142,420,527,0.057193563391656245,0.4656913160332453,3.7238798037138476,12.836555226046249,53.06865483631473,133.41555707681442
"('55.727952', '37.737578')",0.031218146790798505,4,5,29,89,381,377,0.2546785774412675,0.13836835618435528,8.964494057102364,38.40577924039837,43.48121972753764,115.21586047165337
"('55.88793', '37.617294')",0.11562640484102507,1,4,34,56,147,370,0.06816570256081016,0.38594052061632983,4.605527956486939,8.660405899798008,22.88561221910232,64.36573901523516
"('55.747966', '37.687102')",0.18847629726561385,1,8,74,110,435,442,0.011661894832113037,0.2406676083431153,1.477810128455332,30.019401918485826,59.06701944481618,123.63946117688094
"('55.720418', '37.608472')",0.19666855612830644,3,9,69,156,397,515,0.034784416976876224,1.6368039577133349,4.782155287670952,12.632786820074578,87.90742599523819,109.2777349136741
"('55.75939', '37.598968')",0.03234881298156395,10,17,123,130,427,524,0.1019259762511686,0.3937048026900075,3.8739633302259744,12.456108280955247,71.8934182385596,113.75510516128895
"('55.580742', '37.159881')",0.7233103785488744,0,1,2,2,11,26,0.0,0.05803271197091961,0.20251941139220517,0.0953301465874746,2.503530863298229,6.099307073869802
"('55.762783', '37.590443')",0.10831020557986805,5,24,105,139,425,530,0.2623904572636142,0.2543388310495054,2.626537598218281,14.053333624168115,73.59405050549361,110.97639395586307
"('55.774674', '37.630831')",0.17156241077662068,2,11,85,158,406,537,0.01583035953137299,0.4086285456453931,7.989337474080602,5.583762745862345,82.65440196004124,89.13624250055429
"('55.79848', '37.520671')",0.1606838821717605,3,7,36,69,452,410,0.30649837562081567,0.5926307818550534,6.014404811056005,12.854062483315401,65.10088968439536,65.53481648236956
"('55.769479', '37.622738')",0.04675857230576954,5,14,102,153,407,550,0.07182751704331415,0.29693164802813016,1.860039413542581,11.913155397762957,67.99759004537444,105.72829846808347
"('55.641834', '37.48491')",0.11855411267786335,1,3,20,35,179,326,4.696264118645527,4.057888527333774,34.08266554039927,11.208029782890279,63.58535543880765,61.44713016346958
"('55.755383', '37.596579')",0.1774483770631918,10,17,121,133,427,526,0.13392230484193582,0.34303257763441697,3.86719752991507,12.193975320508205,75.60689221940876,111.72928881378479
"('55.765073', '37.582799')",0.030373880645145637,4,13,106,135,423,534,0.2579926288557776,0.12764220830368894,2.3527162483069572,16.203498814245314,50.03420040908028,139.5811963701318
"('55.789406', '37.569539')",0.17407242385117558,3,3,49,124,449,464,0.288455197983507,0.404284816031603,2.1390377530903573,7.200470098670254,60.014203195694975,97.87173717492597
"('55.589147', '37.456388')",1.6561611537175376,0,0,4,15,113,161,0.0,0.0,0.23947078443996736,33.80579406090656,24.65658565274267,68.37877895756773
"('55.68172', '37.49094')",0.02773061634562984,2,5,36,41,286,380,1.5687423760065256,1.250707899517374,15.97457008439366,13.242910021407473,74.15155595334895,57.34540285053578
"('55.756376', '37.508975')",0.40334859829509084,2,6,37,108,396,462,0.05315272022060005,5.959884465459429,14.780329300648685,20.243396722405063,38.7902367580342,107.47558699166579
"('55.711681', '37.519512')",0.26721332735843123,3,4,33,97,378,417,0.4001260973766625,6.790597116951548,8.668619114845015,19.855400673000098,71.16343277729456,84.38267458092403
"('55.615765', '37.738006')",0.28837720775911707,2,2,25,32,148,245,1.0142672930252863,0.07956762460875844,20.911153709542738,6.0544825799633095,70.91693579966118,38.846197372103276
"('55.7956', '37.706667')",0.01855621349397699,4,7,48,67,395,391,0.02662926869929596,6.84052358499536,22.24319925223171,9.518885346895868,49.81625836483036,80.11799702790057
"('55.707436', '37.784157')",0.2018272508558917,2,1,44,63,251,405,0.1420910160139357,0.016563307277377176,23.153525715715976,7.498797920695633,80.43429282791095,57.60883985497006
"('55.826554', '37.65028')",0.21709382915532693,2,7,31,71,384,393,3.672978673944292,0.4060834921632539,13.183201683213891,4.1275870805556245,54.3275185609631,63.120028079820344
"('55.751974', '37.578855')",0.033044860032340875,6,18,101,146,423,521,0.06020321675746931,0.42670900147487356,3.641934057828112,17.15611683564489,51.053463019095034,136.4134042020537
"('55.716468', '37.619028')",0.23169926303284277,4,7,65,143,423,493,0.06860863944922244,0.16126029875923784,4.287583931469635,12.752309714424024,122.52065630351899,75.23453137375111
"('55.664538', '37.473483')",0.43491456889190894,1,6,27,42,217,358,0.30607285450932276,4.1815747009479605,16.703020731621898,35.788626765072955,50.63729809595261,76.41920001555661
"('55.722527', '37.613503')",0.18155863774396713,5,10,69,167,390,522,0.02308354244585446,1.6242083241773093,2.9344495754195306,14.632557685770884,106.13310366444986,90.94255165108888
"('55.72386', '37.610054')",0.23162584804035236,6,7,80,158,403,512,1.4944762465064878,0.40503648430050454,6.011178717391135,11.544425594729141,110.09681290803726,87.53264832727302
"('55.785366', '37.479824')",0.25383690791844593,6,1,43,50,391,415,0.5240129230255591,0.026380697367750505,15.896261980978748,8.844609096834462,59.997866068018894,50.90068765873116
"('55.7457189', '37.5925871')",0.24567130679437274,6,17,124,134,440,511,0.04605577176249523,0.09964135124260012,4.135211504399636,14.43384691446375,55.30830049011377,132.49654942438517
"('55.723521', '37.58694')",0.058497334329261165,5,4,87,127,423,494,1.5470576674421448,0.13937249091010684,12.833936339977845,6.101882247969302,93.85953074645404,98.41137035551982
"('55.74192', '37.598015')",0.09130608344944272,7,8,126,137,436,514,0.07026306706528283,1.7874810146456659,2.1724475253353708,14.894578136895522,73.62383816804937,119.14611358608273
"('55.748589', '37.591351')",0.24921294912569716,5,16,116,142,428,519,0.04473590786895073,0.11946512654414546,3.952296367328793,13.40480584065943,58.311902749158484,131.33193095353877
"('55.751447', '37.703775')",0.13025178946402619,1,3,62,103,421,435,0.027626529898194477,0.14841092518327967,1.3176971836900142,37.58810794807769,43.600213247424705,134.58923589338139
"('55.7499998', '37.6990018')",0.1799845888445408,1,3,64,107,427,432,0.027626529898194477,0.1396096022680599,1.3287123239789354,37.68309927405627,50.31693791174494,127.88436754564748
"('55.7515567', '37.7105369')",0.3432016380603116,2,5,54,108,415,426,0.04808974764552729,0.08043754170644576,22.49892119383543,16.594059557279643,65.46524752216743,107.98229844317353
"('55.751928', '37.696364')",0.04845373380756517,2,3,68,108,427,437,0.030661915914637912,0.16605328498847663,1.4058015840059224,29.89955172504829,57.99719446868421,120.45974529649072
"('55.753235', '37.70709')",0.3208977335487776,1,7,57,108,412,441,0.027626529898194477,0.24941621873812564,18.003681583395284,20.982664652811977,59.50981776014605,118.5740396502383
"('55.752445', '37.71445')",0.15912947553702764,3,4,52,101,410,427,0.06438157039178496,0.06414571896018809,22.44738509177509,16.501532101921818,62.802163509760156,110.35973464169172
