OrgType,geoData
профессиональная образовательная организация,"{coordinates=[[[[37.625933647, 55.891856463], [37.626095295, 55.891855661], [37.626099587, 55.891723302], [37.626335621, 55.891724105], [37.626331329, 55.891903791], [37.626487255, 55.891905395], [37.62650156, 55.891727313], [37.626717567, 55.891728918], [37.626708985, 55.891865287], [37.626879216, 55.891864484], [37.626896381, 55.891475431], [37.626726151, 55.891472222], [37.626716137, 55.891627844], [37.626504421, 55.89162624], [37.626511574, 55.891446552], [37.626342773, 55.891446552], [37.626337052, 55.891624635], [37.626112461, 55.891621427], [37.626111031, 55.891468211], [37.6259408, 55.891465804], [37.625933647, 55.891856463]]], [[[37.733032256, 55.778535402], [37.732836753, 55.778849159], [37.732831985, 55.778964471], [37.733261138, 55.779047603], [37.733318359, 55.778952404], [37.733385116, 55.778965812], [37.733575851, 55.778660101], [37.733573467, 55.778639988], [37.733032256, 55.778535402]]], [[[37.688992918, 55.680785193], [37.688866854, 55.680818462], [37.688848078, 55.680785193], [37.688813438, 55.680789117], [37.688738108, 55.680806364], [37.688754201, 55.680847195], [37.688950002, 55.681128469], [37.68917799, 55.681078566], [37.689183355, 55.681033199], [37.688992918, 55.680785193]]], [[[37.689757347, 55.680728106], [37.689765394, 55.680761375], [37.689798921, 55.680810523], [37.689892799, 55.680787083], [37.689958513, 55.680873281], [37.690294614, 55.680793598], [37.690196266, 55.680660857], [37.690175772, 55.680631323], [37.690093964, 55.680650982], [37.689757347, 55.680728106]]], [[[37.755217999, 55.727025878], [37.755568027, 55.726937516], [37.755572209, 55.726912706], [37.755495608, 55.726812148], [37.755435258, 55.726827253], [37.755416483, 55.726800065], [37.755598873, 55.726757772], [37.755673975, 55.726855196], [37.75579907, 55.726825784], [37.755814791, 55.726781184], [37.755771875, 55.726715479], [37.755774558, 55.72663769], [37.755676657, 55.726512321], [37.755031586, 55.726673186], [37.755031586, 55.726743423], [37.75513351, 55.726871811], [37.755173743, 55.726861238], [37.755192518, 55.726887671], [37.755140215, 55.726899755], [37.755144239, 55.726932985], [37.755217999, 55.727025878]]], [[[37.680726349, 55.743611996], [37.680729032, 55.743634643], [37.680876553, 55.743784114], [37.681270838, 55.74366031], [37.681262046, 55.743641605], [37.68123582, 55.743609396], [37.681281567, 55.743596898], [37.681343257, 55.74366031], [37.681445181, 55.743628604], [37.68157661, 55.743784114], [37.681512237, 55.743805251], [37.681509554, 55.743841486], [37.681590021, 55.743921505], [37.681590021, 55.743941133], [37.681643665, 55.744004544], [37.681909204, 55.743927545], [37.681903839, 55.743894329], [37.681850195, 55.743842996], [37.681844831, 55.74380978], [37.681463957, 55.743396093], [37.681260109, 55.743451956], [37.681185007, 55.743477623], [37.680726349, 55.743611996]]], [[[37.750730038, 55.672800797], [37.750853062, 55.672808057], [37.750910282, 55.672811284], [37.751172066, 55.672826611], [37.751217842, 55.672829031], [37.751336575, 55.672833064], [37.751392365, 55.672544268], [37.751222134, 55.672532168], [37.751197815, 55.672676566], [37.750923157, 55.672659626], [37.750947475, 55.672516034], [37.750782967, 55.672503933], [37.750730038, 55.672800797]]], [[[37.689318091, 55.680595887], [37.68883728, 55.680705664], [37.688838273, 55.680736469], [37.688886951, 55.680800319], [37.689432333, 55.68068046], [37.689561476, 55.680861929], [37.68978102, 55.680813761], [37.689385643, 55.680228465], [37.689113448, 55.680290636], [37.689121396, 55.680321441], [37.689318091, 55.680595887]]], [[[37.755841255, 55.726806157], [37.755812645, 55.726840797], [37.755691052, 55.726870603], [37.755822659, 55.72703494], [37.756459236, 55.726876242], [37.756467819, 55.726804546], [37.756400585, 55.726724794], [37.756364823, 55.726682098], [37.756230354, 55.726512926], [37.756216049, 55.726490369], [37.756194592, 55.726460563], [37.756135941, 55.726393699], [37.755988598, 55.726429145], [37.755995751, 55.726450896], [37.756197453, 55.72671271], [37.755841255, 55.726806157]]], [[[37.741017044, 55.737662901], [37.741035819, 55.738288051], [37.741325498, 55.738286541], [37.741320133, 55.737981517], [37.741913796, 55.737974923], [37.741908073, 55.738326053], [37.742296457, 55.738326557], [37.742288411, 55.73819745], [37.742111206, 55.738195588], [37.742108703, 55.73765384], [37.741912901, 55.73765535], [37.741910219, 55.737869775], [37.741325498, 55.737872795], [37.741320133, 55.73765988], [37.741017044, 55.737662901]]], [[[37.654537261, 55.739269548], [37.654767931, 55.739343536], [37.655258775, 55.738840712], [37.65527755, 55.738787862], [37.655323148, 55.738799942], [37.655435801, 55.738692733], [37.655430436, 55.738671593], [37.655057609, 55.738558343], [37.654893994, 55.738712363], [37.654880583, 55.738744073], [37.65496105, 55.738766723], [37.654539943, 55.739193294], [37.654537261, 55.739269548]]]], type=MultiPolygon}"
профессиональная образовательная организация,"{coordinates=[[[[37.67666772, 55.852651351], [37.676240951, 55.852832021], [37.67622903, 55.852890906], [37.67636016, 55.852984586], [37.67646268, 55.852943099], [37.676465064, 55.852906966], [37.676572353, 55.852862802], [37.676996738, 55.853173284], [37.676515132, 55.853380717], [37.676512748, 55.853426219], [37.676822692, 55.853645694], [37.677070647, 55.853538633], [37.677075416, 55.853503838], [37.677158863, 55.853469043], [37.677008659, 55.853359305], [37.677080184, 55.853325848], [37.677112594, 55.853350272], [37.677136436, 55.853340234], [37.677269951, 55.853435921], [37.677336708, 55.853407148], [37.677351013, 55.853416516], [37.67754294, 55.853334881], [37.677544132, 55.853293395], [37.67666772, 55.852651351]]], [[[37.67648913, 55.853762458], [37.676659599, 55.853688854], [37.676529661, 55.853593837], [37.676359192, 55.853663426], [37.67648913, 55.853762458]]], [[[37.681629211, 55.856955081], [37.681421787, 55.857047414], [37.681419402, 55.857088896], [37.681977302, 55.857486323], [37.681800872, 55.857571964], [37.681197673, 55.857145098], [37.681042701, 55.857210667], [37.681040317, 55.857246797], [37.681929618, 55.857878394], [37.682089359, 55.857815502], [37.682082206, 55.857780711], [37.681865245, 55.857625489], [37.682053596, 55.857543863], [37.682320624, 55.857731201], [37.682528049, 55.857644223], [37.682523281, 55.85759605], [37.681629211, 55.856955081]]]], type=MultiPolygon}"
профессиональная образовательная организация,"{coordinates=[[[[37.588621153, 55.709171001], [37.58846022, 55.709166524], [37.588448299, 55.709269505], [37.588352932, 55.709269505], [37.588341011, 55.709436289], [37.588428431, 55.709439647], [37.588386708, 55.709727321], [37.588567508, 55.709732917], [37.588581416, 55.709635534], [37.588650955, 55.709637773], [37.588648968, 55.709684785], [37.589002622, 55.709692621], [37.589034411, 55.709472109], [37.588680757, 55.709459796], [37.588664863, 55.709560538], [37.588587377, 55.709559418], [37.588621153, 55.709171001]]], [[[37.644336449, 55.713498013], [37.64421724, 55.71366366], [37.64421724, 55.713724658], [37.644440757, 55.713775023], [37.644500362, 55.713688842], [37.644848056, 55.713766069], [37.64481726, 55.713801885], [37.644821234, 55.713857846], [37.645043758, 55.713912129], [37.645167934, 55.713742565], [37.645162967, 55.713684365], [37.644336449, 55.713498013]]], [[[37.609554291, 55.717024743], [37.609246731, 55.717061003], [37.60924387, 55.717119019], [37.609292507, 55.717245526], [37.609445572, 55.717228604], [37.609517098, 55.717399428], [37.609382629, 55.717417155], [37.609379768, 55.717476782], [37.609434128, 55.717605705], [37.609743118, 55.717569446], [37.609737396, 55.717491286], [37.609554291, 55.717024743]]]], type=MultiPolygon}"
профессиональная образовательная организация,"{coordinates=[[[[37.694589615, 55.688134381], [37.694578171, 55.688202116], [37.694652557, 55.688300494], [37.695013046, 55.688213405], [37.695221901, 55.688482733], [37.694892884, 55.688561757], [37.6948843, 55.688608526], [37.69499588, 55.688756897], [37.695261956, 55.688690776], [37.695942879, 55.688508537], [37.695940018, 55.688474669], [37.695822716, 55.688331136], [37.695396424, 55.688435964], [37.695207596, 55.688165023], [37.695453644, 55.688103738], [37.695465088, 55.688058581], [37.695533753, 55.688044067], [37.695550919, 55.688053743], [37.695713997, 55.688013424], [37.69572258, 55.687977944], [37.695579529, 55.687798927], [37.695405007, 55.687844084], [37.695399284, 55.687873114], [37.695447922, 55.687934399], [37.694589615, 55.688134381]]], [[[37.64417949, 55.66570472], [37.644032465, 55.665975346], [37.644030479, 55.666009524], [37.644398041, 55.666070597], [37.644540098, 55.665796049], [37.644539105, 55.665764112], [37.64417949, 55.66570472]]], [[[37.643578477, 55.666336738], [37.643471188, 55.666540685], [37.643813915, 55.666598395], [37.64383875, 55.666558054], [37.644052334, 55.666596153], [37.644197372, 55.666323291], [37.644256976, 55.666333376], [37.64426691, 55.666319929], [37.644102998, 55.666292474], [37.64405432, 55.66637932], [37.643716561, 55.666323291], [37.643698679, 55.666356348], [37.643578477, 55.666336738]]], [[[37.704445378, 55.682761541], [37.704460279, 55.68315134], [37.704621211, 55.68315134], [37.704617754, 55.68301274], [37.704850689, 55.683013567], [37.70486261, 55.683193344], [37.705023543, 55.683189984], [37.705015913, 55.683009379], [37.705226198, 55.683008526], [37.705235139, 55.683142939], [37.705402032, 55.683141259], [37.70539023, 55.682751305], [37.705223218, 55.68275482], [37.705223218, 55.682906036], [37.705017582, 55.682906036], [37.705005184, 55.682725766], [37.704844729, 55.682726257], [37.704844729, 55.682906036], [37.704618231, 55.682909396], [37.704615369, 55.682759369], [37.704445378, 55.682761541]]], [[[37.645197885, 55.667131995], [37.645285305, 55.66696503], [37.645285305, 55.66692693], [37.643427627, 55.666617651], [37.643346168, 55.666784617], [37.643350141, 55.666820476], [37.645197885, 55.667131995]]], [[[37.69477503, 55.688600212], [37.694625025, 55.68863493], [37.694623038, 55.68865453], [37.694732313, 55.688795643], [37.694881325, 55.688759805], [37.694879338, 55.688740206], [37.69477503, 55.688600212]]], [[[37.64341372, 55.665964346], [37.643348154, 55.666093215], [37.643354115, 55.666167175], [37.644285934, 55.666319575], [37.644717074, 55.666387931], [37.644667404, 55.666476458], [37.644814429, 55.666503352], [37.644868073, 55.666412584], [37.645535645, 55.666516799], [37.645599223, 55.666390172], [37.645597236, 55.66632854], [37.64341372, 55.665964346]]], [[[37.644822227, 55.666489138], [37.644717919, 55.666687481], [37.644716925, 55.66672558], [37.645020909, 55.666777127], [37.645132171, 55.666572061], [37.645128197, 55.666540685], [37.644822227, 55.666489138]]]], type=MultiPolygon}"
организация дополнительного профессионального образования,"{coordinates=[[[[37.385924199, 55.723359268], [37.385184675, 55.723464491], [37.38517946, 55.723496801], [37.385255324, 55.723652888], [37.385999637, 55.723547147], [37.385997549, 55.723512037], [37.385924199, 55.723359268]]], [[[37.386091838, 55.723710065], [37.384916566, 55.723884388], [37.38502063, 55.724116444], [37.385444755, 55.724056966], [37.385475359, 55.724120204], [37.386105679, 55.724032088], [37.386106925, 55.723960667], [37.386185715, 55.723948394], [37.386183515, 55.723916871], [37.386091838, 55.723710065]]], [[[37.386328207, 55.723237476], [37.386142129, 55.723259191], [37.386140453, 55.723319614], [37.386354528, 55.723789557], [37.386543773, 55.723762703], [37.386541665, 55.723702706], [37.386328207, 55.723237476]]], [[[37.786748186, 55.807129171], [37.78675653, 55.806927521], [37.786022201, 55.806912112], [37.78600432, 55.807276556], [37.786171213, 55.807279906], [37.786179557, 55.807119792], [37.786748186, 55.807129171]]]], type=MultiPolygon}"
профессиональная образовательная организация,"{coordinates=[[[[37.720272311, 55.743202455], [37.720637389, 55.743179388], [37.720597156, 55.742988563], [37.720437714, 55.742998209], [37.720404931, 55.742822481], [37.720556923, 55.742813674], [37.72052265, 55.742622427], [37.720159062, 55.742647591], [37.720272311, 55.743202455]]], [[[37.753760662, 55.704839751], [37.753080198, 55.704929806], [37.753077963, 55.705001173], [37.753132019, 55.705134455], [37.753148744, 55.705132152], [37.753237631, 55.705346036], [37.753390182, 55.705327145], [37.753396887, 55.705294085], [37.75331784, 55.705109949], [37.753820041, 55.705043153], [37.753821012, 55.704971046], [37.753760662, 55.704839751]]], [[[37.752515907, 55.666843241], [37.752466236, 55.666941852], [37.75246723, 55.666975469], [37.752782141, 55.667025334], [37.752785121, 55.667064554], [37.752911284, 55.667081363], [37.752928172, 55.667048306], [37.753264939, 55.667098731], [37.753318583, 55.66699732], [37.753309642, 55.666965384], [37.752515907, 55.666843241]]], [[[37.721328917, 55.667828981], [37.721187852, 55.667854754], [37.721177918, 55.667889491], [37.721104406, 55.667901817], [37.721102419, 55.667921987], [37.721434218, 55.668487857], [37.721654755, 55.668448639], [37.721658729, 55.668403818], [37.721328917, 55.667828981]]], [[[37.719721849, 55.742815452], [37.719909604, 55.742810913], [37.719906922, 55.742779139], [37.720027621, 55.742774599], [37.720022257, 55.742714077], [37.719896193, 55.742721642], [37.719872053, 55.742502247], [37.719684298, 55.742512838], [37.719703074, 55.742664146], [37.719721849, 55.742815452]]], [[[37.751878276, 55.667353797], [37.751843706, 55.667420358], [37.751848474, 55.667481541], [37.752038017, 55.667510451], [37.752116695, 55.667354469], [37.752114311, 55.667283202], [37.752052322, 55.667275134], [37.7521763, 55.667026368], [37.752260938, 55.667041832], [37.752338424, 55.666885848], [37.752339616, 55.666816597], [37.752152458, 55.666787686], [37.752095237, 55.666907363], [37.752001062, 55.666891227], [37.751815096, 55.667269083], [37.751812711, 55.667344384], [37.751878276, 55.667353797]]], [[[37.569551579, 55.771424047], [37.569447643, 55.771508913], [37.569445678, 55.771587147], [37.570422664, 55.771930151], [37.570523879, 55.771841775], [37.570523879, 55.771766339], [37.569551579, 55.771424047]]], [[[37.608978374, 55.714804608], [37.608978374, 55.715162506], [37.609172834, 55.715162506], [37.609172352, 55.714804556], [37.608978374, 55.714804608]]], [[[37.720527649, 55.667078844], [37.72083807, 55.667078037], [37.720840931, 55.667031242], [37.720833778, 55.667002197], [37.720823765, 55.666984447], [37.72080946, 55.666961857], [37.720789433, 55.666944107], [37.720763683, 55.666922323], [37.720727921, 55.666903766], [37.720696449, 55.66688763], [37.720667839, 55.666881982], [37.720649243, 55.666881175], [37.720519066, 55.666881982], [37.720527649, 55.667078844]]], [[[37.720923901, 55.667710243], [37.721157074, 55.667667483], [37.721158505, 55.667620689], [37.720852375, 55.667088198], [37.720759392, 55.667105141], [37.720745087, 55.667086584], [37.720652103, 55.667089005], [37.720672131, 55.667121277], [37.720620632, 55.667130959], [37.720623493, 55.667187436], [37.720923901, 55.667710243]]], [[[37.709519301, 55.646455944], [37.709220905, 55.646585543], [37.7092142, 55.646624328], [37.709764053, 55.64700177], [37.709988132, 55.646899342], [37.709993717, 55.646859875], [37.710116093, 55.646803117], [37.71036755, 55.646974337], [37.709976953, 55.647153124], [37.7099736, 55.647215557], [37.71013118, 55.647321504], [37.710582127, 55.647115285], [37.710583803, 55.647081231], [37.710731324, 55.647012175], [37.710734677, 55.646950687], [37.710189853, 55.646574191], [37.709814344, 55.646738791], [37.709660117, 55.646638517], [37.709707056, 55.64661676], [37.709705379, 55.646579867], [37.709519301, 55.646455944]]]], type=MultiPolygon}"
профессиональная образовательная организация,"{coordinates=[[[[37.651405782, 55.823204743], [37.651102692, 55.823301927], [37.651109397, 55.823353909], [37.651177794, 55.823413424], [37.651176453, 55.823438285], [37.651248872, 55.823507594], [37.651369572, 55.823470679], [37.651490271, 55.823590463], [37.65141651, 55.823616077], [37.651412487, 55.823671072], [37.651492953, 55.823759215], [37.651506364, 55.823753941], [37.651565373, 55.823812703], [37.651680708, 55.823775788], [37.651696801, 55.823786335], [37.651880533, 55.82372908], [37.651881874, 55.823673332], [37.651405782, 55.823204743]]], [[[37.556408813, 55.862726958], [37.556299538, 55.862846259], [37.556307485, 55.862890857], [37.556736639, 55.862992318], [37.556635311, 55.863129457], [37.556287617, 55.863045835], [37.556210131, 55.863140606], [37.556202184, 55.863178514], [37.556992939, 55.863370285], [37.557066451, 55.8632744], [37.557066451, 55.863233147], [37.556740613, 55.863151756], [37.556832006, 55.863021307], [37.557281028, 55.863131687], [37.557382356, 55.863012387], [37.557380369, 55.862962214], [37.556408813, 55.862726958]]], [[[37.59886551, 55.880994504], [37.599057198, 55.880866572], [37.599060059, 55.880832871], [37.598688126, 55.880678811], [37.599002838, 55.880447719], [37.599277496, 55.88056487], [37.599311829, 55.880535983], [37.599346161, 55.880548822], [37.599351883, 55.880566475], [37.599534989, 55.880640296], [37.599749565, 55.880483251], [37.599749565, 55.880451957], [37.599565029, 55.880380543], [37.599467754, 55.880447142], [37.598688126, 55.880117353], [37.598570824, 55.88020642], [37.598572254, 55.880264194], [37.59881115, 55.880365874], [37.598490715, 55.880600176], [37.598216057, 55.880483025], [37.598038673, 55.88060499], [37.598041535, 55.880638691], [37.59886551, 55.880994504]]], [[[37.590437605, 55.893534199], [37.589869312, 55.893537019], [37.589872664, 55.893661099], [37.590146882, 55.893659579], [37.590147591, 55.893813379], [37.589882723, 55.893817139], [37.589886075, 55.893935578], [37.59015262, 55.893933698], [37.590158655, 55.89409369], [37.589887919, 55.89409745], [37.589894625, 55.894216828], [37.590457889, 55.894210718], [37.590456212, 55.89409322], [37.590250018, 55.89409463], [37.590249179, 55.89406596], [37.590329646, 55.89406408], [37.590314642, 55.89367126], [37.590238367, 55.893672435], [37.59023711, 55.893658335], [37.590442047, 55.893654575], [37.590437605, 55.893534199]]]], type=MultiPolygon}"
профессиональная образовательная организация,"{coordinates=[[[[37.576398226, 55.685291052], [37.576386305, 55.685366095], [37.576590948, 55.685552022], [37.576759827, 55.68549154], [37.576765788, 55.685424337], [37.576716117, 55.685379536], [37.577250572, 55.685196968], [37.577361834, 55.685287692], [37.577524754, 55.68523281], [37.577524754, 55.685151046], [37.577322098, 55.684972957], [37.576398226, 55.685291052]]], [[[37.593764305, 55.683254448], [37.593817234, 55.683240738], [37.593818665, 55.683219769], [37.593772888, 55.683180252], [37.593501091, 55.683271384], [37.593501091, 55.683302836], [37.593780041, 55.68356494], [37.593984604, 55.683498003], [37.593991756, 55.68348268], [37.593934536, 55.683435098], [37.593931675, 55.683417356], [37.593764305, 55.683254448]]], [[[37.31442066, 55.493525058], [37.31493326, 55.493528435], [37.314934751, 55.493459215], [37.315115055, 55.493460059], [37.315110584, 55.493635642], [37.315284928, 55.493635642], [37.315286418, 55.493475253], [37.315584441, 55.493477786], [37.315582951, 55.493634798], [37.315751334, 55.49363733], [37.315758243, 55.493341468], [37.315122505, 55.493331748], [37.315122505, 55.493370579], [37.31441619, 55.493369734], [37.31442066, 55.493525058]]], [[[37.601904422, 55.685361712], [37.602068931, 55.685309294], [37.60208562, 55.685260908], [37.601985484, 55.685148007], [37.60213092, 55.685117094], [37.602309734, 55.685298542], [37.602562457, 55.685236715], [37.602564842, 55.685197738], [37.602440864, 55.685061987], [37.60283187, 55.684949086], [37.602552921, 55.684641293], [37.602457553, 55.684552584], [37.602049857, 55.684668175], [37.602293044, 55.684926237], [37.601882964, 55.685044514], [37.601451427, 55.684572745], [37.601284534, 55.68462382], [37.601277381, 55.684680271], [37.601904422, 55.685361712]]], [[[37.518299103, 55.680966081], [37.517821312, 55.680699928], [37.51764679, 55.680799937], [37.517651081, 55.680872525], [37.517437935, 55.68099431], [37.517402172, 55.681014473], [37.51731205, 55.681069316], [37.517314911, 55.681097544], [37.517712593, 55.681317724], [37.517847061, 55.681241105], [37.517845631, 55.68121207], [37.517523766, 55.681033023], [37.51762104, 55.680970114], [37.517678261, 55.68093624], [37.517681122, 55.680935434], [37.517728329, 55.680909625], [37.517947197, 55.681032216], [37.518014431, 55.681067703], [37.518134594, 55.681133838], [37.518299103, 55.681033829], [37.518299103, 55.680966081]]], [[[37.577330045, 55.68550274], [37.577173086, 55.685548662], [37.577163152, 55.685573303], [37.577359848, 55.685758109], [37.576892944, 55.685919393], [37.576886984, 55.685979875], [37.57700222, 55.686099718], [37.577409518, 55.685954114], [37.577461175, 55.686004516], [37.577794961, 55.685890273], [37.577808869, 55.685820831], [37.578152589, 55.685704347], [37.578154576, 55.685652826], [37.57803338, 55.685532982], [37.577540648, 55.685695387], [37.577330045, 55.68550274]]], [[[37.58734417, 55.684131556], [37.587171078, 55.684187202], [37.5871768, 55.684260589], [37.587545872, 55.684599299], [37.587673187, 55.684554138], [37.587756157, 55.684632363], [37.587926388, 55.684576718], [37.588172436, 55.684806555], [37.588276863, 55.684769459], [37.588282585, 55.684698492], [37.588209629, 55.684631557], [37.588618755, 55.684491235], [37.588615894, 55.684424299], [37.588497162, 55.684309783], [37.587794781, 55.684547686], [37.587756157, 55.684516235], [37.587691784, 55.684454138], [37.58734417, 55.684131556]]], [[[37.592899576, 55.68386424], [37.592689767, 55.683666656], [37.592910305, 55.683590713], [37.592910305, 55.683549046], [37.592813745, 55.68345563], [37.592390552, 55.68359609], [37.592390552, 55.683639773], [37.592439428, 55.683689506], [37.592175975, 55.683782249], [37.592171207, 55.683803755], [37.592210546, 55.68383803], [37.59249188, 55.683742598], [37.592832819, 55.684057118], [37.593257204, 55.683912627], [37.593256012, 55.683883729], [37.593458667, 55.683817196], [37.59345986, 55.68379569], [37.59343721, 55.683773512], [37.593694702, 55.683688834], [37.593695894, 55.683653215], [37.593601719, 55.683559799], [37.593245283, 55.683681441], [37.593242899, 55.683714372], [37.59326674, 55.683737222], [37.592899576, 55.68386424]]]], type=MultiPolygon}"
профессиональная образовательная организация,"{coordinates=[[[[37.177065164, 55.987095296], [37.176007032, 55.987198822], [37.17600621, 55.987241816], [37.176048306, 55.987375599], [37.176544815, 55.987326353], [37.176591754, 55.987468137], [37.176220268, 55.987505646], [37.176214904, 55.987537904], [37.176251113, 55.987643679], [37.177102715, 55.987557409], [37.177106738, 55.987534153], [37.177070528, 55.987422376], [37.176692337, 55.987458385], [37.176650763, 55.987318101], [37.177108079, 55.987270089], [37.177113444, 55.98723183], [37.177065164, 55.987095296]]], [[[37.208901789, 56.004284452], [37.208903776, 56.004712144], [37.20921968, 56.004708811], [37.20921968, 56.004283342], [37.208901789, 56.004284452]]], [[[37.192027122, 55.996176821], [37.192029506, 55.99634349], [37.1920605, 55.996447491], [37.193369418, 55.996322156], [37.193369418, 55.996148821], [37.193328887, 55.996044819], [37.192027122, 55.996176821]]], [[[37.187129974, 56.010153052], [37.186775208, 56.010677666], [37.186775208, 56.010754439], [37.187095642, 56.010824813], [37.187467575, 56.010258616], [37.188205719, 56.010412161], [37.188314439, 56.010239422], [37.188062668, 56.010191439], [37.188182831, 56.010037892], [37.188165665, 56.009964317], [37.187747955, 56.009887544], [37.187604905, 56.010085876], [37.187364578, 56.010057086], [37.187358856, 56.009999506], [37.186546326, 56.009826764], [37.186460495, 56.009935527], [37.186466217, 56.010009102], [37.187129974, 56.010153052]]], [[[37.196488403, 55.974879035], [37.196858548, 55.974876027], [37.196880005, 55.974295474], [37.197668575, 55.974302994], [37.197663211, 55.974139053], [37.197660528, 55.974087916], [37.19737085, 55.97408942], [37.197376214, 55.973872837], [37.196901463, 55.973872837], [37.196896099, 55.974099948], [37.196668111, 55.974098444], [37.196668111, 55.974044299], [37.195766889, 55.974036778], [37.195761524, 55.974227792], [37.196501814, 55.974229296], [37.196488403, 55.974879035]]]], type=MultiPolygon}"
профессиональная образовательная организация,"{coordinates=[[[37.667446577, 55.604562048], [37.667348229, 55.604673161], [37.667352699, 55.604711041], [37.667748325, 55.604833517], [37.667578452, 55.605010287], [37.667267763, 55.604919377], [37.667173892, 55.605011899], [37.667171508, 55.605054997], [37.667927139, 55.605277966], [37.668003135, 55.605200945], [37.668023252, 55.605175692], [37.668021017, 55.605136551], [37.667880201, 55.605097409], [37.668050074, 55.604915589], [37.668289238, 55.604990085], [37.668405467, 55.604866346], [37.668391764, 55.604833686], [37.667446577, 55.604562048]]], type=Polygon}"
