,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground
0,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307766077/,Москва,rent,flat,3,22,1,27.0,65000,0,,Родниковая ,30к3,Солнцево
1,BRAUMOST,real_estate_agent,https://www.cian.ru/rent/flat/307736373/,Москва,rent,flat,13,16,1,38.0,75000,0,,,,Солнцево
2,Maroom,real_estate_agent,https://www.cian.ru/rent/flat/307729776/,Москва,rent,flat,11,16,1,37.7,75000,0,Солнцево, Юлиана Семенова,8к2,Солнцево
3,ID 17228670,realtor,https://www.cian.ru/rent/flat/307725867/,Москва,rent,flat,8,15,1,45.0,63000,0,, Татьянин Парк,14к1,Солнцево
4,Антонина Шолохова,realtor,https://www.cian.ru/rent/flat/307720968/,Москва,rent,flat,7,17,1,45.0,85000,0,Солнцево,Производственная ,4А,Солнцево
5,Олеся Фадеева,realtor,https://www.cian.ru/rent/flat/307703915/,Москва,rent,flat,9,9,1,33.0,65000,0,Солнцево,Солнцевский проспект,5К2,Солнцево
6,ID 62187588,realtor,https://www.cian.ru/rent/flat/307701477/,Москва,rent,flat,7,20,1,41.0,75000,0,Солнцево,Производственная ,12к1,Солнцево
7,Татьяна Тонких,realtor,https://www.cian.ru/rent/flat/307697593/,Москва,rent,flat,5,17,1,42.6,55000,0,Солнцево,Волынская ,9,Солнцево
8,ID 167682,realtor,https://www.cian.ru/rent/flat/307686636/,Москва,rent,flat,5,23,1,52.5,70000,0,Солнцево, Богданова,6к1,Солнцево
9,Самолет Плюс МСК Ленинский проспект,real_estate_agent,https://www.cian.ru/rent/flat/307682639/,Москва,rent,flat,10,16,1,35.0,75000,0,,,5с1,Солнцево
10,Светлана Савельева,realtor,https://www.cian.ru/rent/flat/307675248/,Москва,rent,flat,13,14,1,38.9,55000,0,Ново-Переделкино,Новопеределкинская ,7,Солнцево
11,ID 850606,realtor,https://www.cian.ru/rent/flat/307672819/,Москва,rent,flat,5,19,1,36.4,68000,0,Солнцево, Юлиана Семенова,8к2,Солнцево
12,Вероника Брагинская,realtor,https://www.cian.ru/rent/flat/307661784/,Москва,rent,flat,2,16,1,43.0,80000,0,,,5с1,Солнцево
13,Манхэттен эстейт,real_estate_agent,https://www.cian.ru/rent/flat/307655924/,Москва,rent,flat,15,22,1,34.4,60000,0,,Родниковая ,30к3,Солнцево
14,For COMFORT,real_estate_agent,https://www.cian.ru/rent/flat/307651937/,Москва,rent,flat,19,22,1,40.0,65000,0,,Родниковая ,30к3,Солнцево
15,Оксана Ерофеева,realtor,https://www.cian.ru/rent/flat/307651903/,Москва,rent,flat,12,24,1,37.0,70000,0,Солнцево,Производственная ,10к2,Солнцево
16,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307649894/,Москва,rent,flat,14,14,1,42.0,80000,0,, Саларьевская,9,Солнцево
17,Дворянское гнездо,real_estate_agent,https://www.cian.ru/rent/flat/307614600/,Москва,rent,flat,7,15,1,43.0,70000,0,, Татьянин Парк,14к1,Солнцево
18,Алексей Петрикевич,realtor,https://www.cian.ru/rent/flat/307613197/,Москва,rent,flat,12,13,1,39.5,79000,0,Солнцево, Юлиана Семенова,8к2,Солнцево
19,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307607437/,Москва,rent,flat,10,22,1,39.0,93000,0,,Родниковая ,30к3,Солнцево
20,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307587109/,Москва,rent,flat,2,16,1,35.0,58000,0,Солнцево, Юлиана Семенова,8к1,Солнцево
21,ID 78971330,unknown,https://www.cian.ru/rent/flat/307581518/,Москва,rent,flat,9,12,1,34.9,55000,0,Солнцево, 50 лет Октября,1,Солнцево
22,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307573512/,Москва,rent,flat,2,16,1,35.0,65000,0,Солнцево, Юлиана Семенова,8к1,Солнцево
23,ID 134808,unknown,https://www.cian.ru/rent/flat/307550691/,Москва,rent,flat,14,17,1,40.0,60000,0,Солнцево, Богданова,2к1,Солнцево
