,author,author_type,url,floor,floors_total,rooms,meters,district,street,house_number,price,coords
8190,Самолет плюс Московский,real_estate_agent,https://www.cian.ru/rent/flat/307640495/,4,25,2,59.8,, Никитина,11к11,85000,"('55.603458', '37.3770532')"
8191,ID 7492764,unknown,https://www.cian.ru/rent/flat/307541545/,1,12,2,64.4,,бульвар Андрея Тарковского,7,160000,"('55.626594', '37.343919')"
8192,Сити Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/305747985/,4,5,2,48.0,Ново-Переделкино, 6-я Лазенки,8,55000,"('55.661176', '37.368092')"
8193,ID 21777659,unknown,https://www.cian.ru/rent/flat/305489948/,23,25,2,60.0,, Никитина,11к10,97000,"('55.6030912', '37.3769706')"
8194,ID 9936838,homeowner,https://www.cian.ru/rent/flat/272330927/,10,17,2,58.0,, Бианки,1,80000,"('55.603919', '37.358633')"
8195,ID 18820673,homeowner,https://www.cian.ru/rent/flat/307390063/,6,14,2,72.0,,проспект Магеллана,4,80000,"('55.59126', '37.444499')"
8196,ID 114149269,homeowner,https://www.cian.ru/rent/flat/301645546/,12,17,2,50.0,, Ясная,1,75000,"('55.5322084', '37.4568026')"
8197,ID 48286785,realtor,https://www.cian.ru/rent/flat/307590051/,15,18,2,51.0,, Красулинская,20,78000,"('55.607799', '37.41343')"
8198,ID 176308,realtor,https://www.cian.ru/rent/flat/307479963/,3,17,3,80.0,Солнцево, Богданова,10к2,70000,"('55.65532', '37.398024')"
8199,Александр Шварц,realtor,https://www.cian.ru/rent/flat/307517261/,7,9,3,92.0,,бульвар Андрея Тарковского,3,120000,"('55.628932', '37.341843')"
8200,Светлана Муравьева,realtor,https://www.cian.ru/rent/flat/307716524/,23,25,1,36.9,Молжаниновский,Синявинская ,11к2,35000,"('55.949177', '37.346497')"
8201,ID 89981398,homeowner,https://www.cian.ru/rent/flat/307746574/,13,19,2,55.0,Молжаниновский,Синявинская ,11к5,55000,"('55.94631', '37.343082')"
8202,Парадайс,real_estate_agent,https://www.cian.ru/rent/flat/307671360/,17,25,2,59.2,Молжаниновский,Синявинская ,11к2,40000,"('55.949177', '37.346497')"
8203,ID 67567643,homeowner,https://www.cian.ru/rent/flat/307806024/,9,27,3,73.0,Молжаниновский,Синявинская ,11к2,55000,"('55.949177', '37.346497')"
8204,Светлана Муравьева,realtor,https://www.cian.ru/rent/flat/307716002/,16,25,3,71.1,Молжаниновский,Синявинская ,11к2,45000,"('55.949177', '37.346497')"
8205,ID 122084923,homeowner,https://www.cian.ru/rent/flat/307638673/,16,27,3,70.0,Молжаниновский,Синявинская ,11к2,60000,"('55.949177', '37.346497')"
8206,Наталья Гундарева,realtor,https://www.cian.ru/rent/flat/307250911/,7,19,3,87.1,Молжаниновский,Синявинская ,11к4,46000,"('55.947304', '37.34489')"
8207,ID 84687508,homeowner,https://www.cian.ru/rent/flat/291918182/,3,10,1,47.8,Тверской,Самотечная ,17А,100000,"('55.779975', '37.615722')"
8208,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307676888/,11,15,2,46.0,Тверской,3-й Самотечный переулок,2,100000,"('55.779034', '37.615894')"
8209,ID 2358,realtor,https://www.cian.ru/rent/flat/307360642/,3,15,2,87.6,Тверской,4-я Тверская-Ямская ,22к2,180000,"('55.774487', '37.595447')"
8210,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307247013/,9,15,2,83.0,Тверской,2-й Самотечный переулок,4,185000,"('55.778137', '37.615505')"
8211,ID 113809551,homeowner,https://www.cian.ru/rent/flat/307229489/,9,15,2,87.0,Тверской,2-й Самотечный переулок,4,185000,"('55.778137', '37.615505')"
8212,Лоцман,real_estate_agent,https://www.cian.ru/rent/flat/307003600/,10,19,2,100.0,Тверской,Краснопролетарская ,7,210000,"('55.774988', '37.60726')"
8213,ID 102432936,realtor,https://www.cian.ru/rent/flat/306923298/,8,10,2,54.0,Тверской,Самотечная ,17А,138000,"('55.779975', '37.615722')"
8214,Дмитрий Горковенко,realtor,https://www.cian.ru/rent/flat/305482220/,7,15,3,125.0,Тверской,4-я Тверская-Ямская ,22к2,260000,"('55.774487', '37.595447')"
8215,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/294454229/,5,8,3,260.0,Тверской,3-я Тверская-Ямская ,25,600000,"('55.772793', '37.59411')"
8216,Delight Realty,real_estate_agent,https://www.cian.ru/rent/flat/293251256/,5,7,3,260.0,Тверской,3-я Тверская-Ямская ,25,600000,"('55.772793', '37.59411')"
8217,Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/306566775/,6,11,3,165.0,Басманный,Казарменный переулок,3,350000,"('55.757214', '37.64955')"
8218,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/297714065/,7,16,3,195.0,Арбат, Новый Арбат,27,450000,"('55.751974', '37.578855')"
8219,MERSI,real_estate_agent,https://www.cian.ru/rent/flat/307104701/,8,8,3,110.0,Тверской, Малая Дмитровка,15,330000,"('55.769271', '37.604996')"
8220,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307722851/,21,23,1,35.0,Текстильщики,1-й Грайвороновский проезд,13к1,68000,"('55.720864', '37.725604')"
8221,ID 80412455,homeowner,https://www.cian.ru/rent/flat/272810739/,1,5,1,40.0,Нижегородский,Рязанский проспект,2/1к2Е,100000,"('55.729224', '37.738252')"
8222,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307609332/,24,32,2,46.0,Нижегородский,Перовское шоссе,2к2,90000,"('55.734139', '37.740579')"
8223,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307363733/,13,23,2,37.0,Текстильщики,1-й Грайвороновский проезд,13к1,80000,"('55.720864', '37.725604')"
8224,Анастасия Васильева,realtor,https://www.cian.ru/rent/flat/307470781/,30,32,2,54.0,Нижегородский,Газгольдерная ,10,100000,"('55.7263668', '37.741592')"
8225,ID 425383,realtor,https://www.cian.ru/rent/flat/307589369/,2,22,1,39.0,Ясенево,Литовский бульвар,15К1,60000,"('55.608348', '37.546417')"
8226,ID 120304232,homeowner,https://www.cian.ru/rent/flat/306814863/,3,9,1,33.3,Ясенево,Новоясеневский проспект,22К1,55000,"('55.606668', '37.527176')"
8227,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307705463/,8,16,2,55.0,Ясенево,Новоясеневский проспект,22К1,70000,"('55.606668', '37.527176')"
8228,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307587112/,8,16,2,54.0,Ясенево,Новоясеневский проспект,22К1,70000,"('55.606668', '37.527176')"
8229,ID 117940488,homeowner,https://www.cian.ru/rent/flat/306391043/,8,16,2,54.0,Ясенево,Новоясеневский проспект,22К1,70000,"('55.606668', '37.527176')"
8230,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307666923/,8,12,1,32.0,Теплый Стан, Теплый Стан,11К2,48000,"('55.623342', '37.491817')"
8231,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/307672417/,5,9,1,32.0,Ломоносовский, Гарибальди,13К2,65000,"('55.676519', '37.539715')"
8232,ID 15059281,homeowner,https://www.cian.ru/rent/flat/307658780/,9,14,1,43.0,Ломоносовский, Вавилова,84К4,95000,"('55.678879', '37.541036')"
8233,Михаил Мальцев,realtor,https://www.cian.ru/rent/flat/307414413/,1,5,1,33.0,Черемушки,Профсоюзная ,27К7,60000,"('55.672448', '37.563629')"
8234,ID 52307280,realtor,https://www.cian.ru/rent/flat/298051234/,3,5,1,35.0,Академический, Кржижановского,18К3,60000,"('55.679306', '37.571201')"
8235,ID 251211,realtor,https://www.cian.ru/rent/flat/307738030/,9,12,2,38.6,Черемушки, Каховка,22К5,70000,"('55.65885', '37.56918')"
8236,ID 8618,realtor,https://www.cian.ru/rent/flat/307735148/,18,27,2,68.0,Академический,Нахимовский проспект,56,125000,"('55.683407', '37.555355')"
8237,ID 86395375,unknown,https://www.cian.ru/rent/flat/307728407/,14,18,2,55.0,Академический,Новочеремушкинская ,35,120000,"('55.676813', '37.5738129')"
8238,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/307723470/,13,18,2,58.0,Ломоносовский, Академика Пилюгина,12К1,70000,"('55.668655', '37.537523')"
8240,Квадраты Москвы,real_estate_agent,https://www.cian.ru/rent/flat/307707300/,2,5,2,46.0,Ломоносовский, Панферова,16К4,70000,"('55.67928', '37.542428')"
8241,Оксана Серикова,realtor,https://www.cian.ru/rent/flat/307628936/,8,13,2,56.8,Черемушки,Новочеремушкинская ,56/3,100000,"('55.6706116', '37.5612752')"
8242,Perfect Manager House,real_estate_agent,https://www.cian.ru/rent/flat/307590234/,13,22,2,69.0,Ломоносовский, Вавилова,69А,160000,"('55.681047', '37.551088')"
8243,KAIF,real_estate_agent,https://www.cian.ru/rent/flat/307587667/,13,22,2,70.0,Ломоносовский, Вавилова,69А,160000,"('55.681047', '37.551088')"
8244,WHITE BROKER Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307587312/,13,20,2,69.0,Ломоносовский, Вавилова,69А,160000,"('55.681047', '37.551088')"
8245,Артем Селивановский,realtor,https://www.cian.ru/rent/flat/307586407/,11,17,2,51.4,Черемушки,Нахимовский проспект,33/2,75000,"('55.672255', '37.577238')"
8246,ID 78861789,homeowner,https://www.cian.ru/rent/flat/280981589/,12,22,3,118.0,Ломоносовский, Вавилова,69А,260000,"('55.681047', '37.551088')"
8247,ID 13699008,homeowner,https://www.cian.ru/rent/flat/307508653/,14,25,4,150.0,Проспект Вернадского, Удальцова,46,250000,"('55.684975', '37.49206')"
8248,ID 79394214,unknown,https://www.cian.ru/rent/flat/307721391/,5,21,1,50.0,Тропарево-Никулино, Академика Анохина,2К2,80000,"('55.671529', '37.474821')"
8249,Анна Фаустова,realtor,https://www.cian.ru/rent/flat/307721287/,1,17,1,37.0,Тропарево-Никулино, Академика Анохина,34К2,67000,"('55.659286', '37.465084')"
8250,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307703418/,1,17,1,35.0,Тропарево-Никулино, Академика Анохина,7,70000,"('55.661547', '37.473923')"
8251,MDco,real_estate_agent,https://www.cian.ru/rent/flat/307629622/,12,14,1,40.0,Очаково-Матвеевское,Большая Очаковская ,32,65000,"('55.680118', '37.451564')"
8252,ID 88555040,unknown,https://www.cian.ru/rent/flat/307614366/,4,14,1,40.0,Очаково-Матвеевское,Большая Очаковская ,28,73000,"('55.681006', '37.45292')"
8253,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307574043/,9,25,1,33.0,Тропарево-Никулино,Востряковское шоссе,7с3,58000,"('55.6605794', '37.4535896')"
8254,Денис Геннадьевич Семёнов,realtor,https://www.cian.ru/rent/flat/307361714/,6,20,1,35.8,Очаково-Матвеевское,Озерная ,44,77000,"('55.667657', '37.440226')"
8255,ID 33083505,unknown,https://www.cian.ru/rent/flat/307199881/,15,16,1,45.0,Тропарево-Никулино, Академика Анохина,46К2,70000,"('55.655361', '37.4702882')"
8256,ID 13003156,homeowner,https://www.cian.ru/rent/flat/306682535/,1,14,1,38.9,Очаково-Матвеевское,Большая Очаковская ,28,70000,"('55.681006', '37.45292')"
8257,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/306573978/,26,33,1,42.0,Очаково-Матвеевское,Очаковское шоссе,5к4,72900,"('55.696037', '37.460421')"
8258,Алексей Луканин,realtor,https://www.cian.ru/rent/flat/284783203/,1,17,1,35.0,Тропарево-Никулино, Академика Анохина,7,72000,"('55.661547', '37.473923')"
8259,Раиса Макарова,realtor,https://www.cian.ru/rent/flat/231711678/,6,22,1,38.8,Тропарево-Никулино, Покрышкина,11,75000,"('55.664329', '37.466009')"
8260,ID 20872612,homeowner,https://www.cian.ru/rent/flat/197681949/,10,24,1,43.0,Очаково-Матвеевское,Большая Очаковская ,44к1,65000,"('55.675433', '37.444889')"
8261,ID 18951,real_estate_agent,https://www.cian.ru/rent/flat/307752574/,14,16,2,56.0,Тропарево-Никулино, Мичуринский проспект Олимпийская деревня,14,75000,"('55.6726', '37.464283')"
8263,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307750421/,2,16,2,55.0,Тропарево-Никулино, Мичуринский проспект Олимпийская деревня,22,80000,"('55.671031', '37.460421')"
8265,ID 90076478,homeowner,https://www.cian.ru/rent/flat/307739217/,10,17,2,54.6,Тропарево-Никулино, Академика Анохина,26К4,110000,"('55.662816', '37.471614')"
8266,Павел Понурин,realtor,https://www.cian.ru/rent/flat/307705898/,16,16,2,54.0,Тропарево-Никулино, Академика Анохина,38К1,85000,"('55.658484', '37.471345')"
8267,Perfect Manager House,real_estate_agent,https://www.cian.ru/rent/flat/307683071/,14,17,2,55.0,Тропарево-Никулино, Академика Анохина,46К3,100000,"('55.65559', '37.469305')"
8268,ID 24684,realtor,https://www.cian.ru/rent/flat/307650180/,3,16,2,49.5,Тропарево-Никулино, Академика Анохина,44,95000,"('55.657795', '37.466908')"
8269,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307613842/,21,32,2,51.0,Очаково-Матвеевское,Озерная ,44,120000,"('55.667657', '37.440226')"
8270,ID 395633,realtor,https://www.cian.ru/rent/flat/307551614/,5,25,2,58.0,Солнцево,Боровское шоссе,2к7,90000,"('55.66164', '37.41553')"
